episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,stay,north,east,south,west,random,home,prospect
2202,507.00,824.30,456,2.021,900.0,0.098,0.149,0.111,0.149,0.168,0.062,0.125,0.136
2203,504.00,823.64,485,2.022,900.7,0.121,0.184,0.113,0.152,0.178,0.100,0.108,0.043
2204,818.00,824.45,452,1.927,901.0,0.072,0.225,0.144,0.163,0.105,0.148,0.100,0.043
2205,439.00,816.40,315,1.973,901.4,0.083,0.215,0.198,0.139,0.160,0.118,0.052,0.035
2206,771.00,816.49,668,1.911,901.5,0.036,0.162,0.108,0.126,0.252,0.171,0.117,0.027
2207,681.00,818.82,482,2.009,901.8,0.081,0.166,0.094,0.136,0.196,0.136,0.106,0.085
2208,1111.00,824.93,975,1.925,902.1,0.088,0.232,0.122,0.160,0.110,0.127,0.094,0.066
2209,712.00,824.41,472,1.983,902.5,0.127,0.230,0.097,0.107,0.133,0.127,0.103,0.077
2210,486.00,821.04,415,2.039,903.0,0.113,0.157,0.098,0.149,0.154,0.121,0.103,0.105
2211,1269.00,825.52,533,1.884,903.1,0.061,0.272,0.088,0.105,0.044,0.184,0.114,0.132
2212,1097.00,822.69,1056,1.809,903.3,0.034,0.356,0.046,0.046,0.023,0.149,0.138,0.207
2213,608.00,817.78,543,2.045,903.9,0.140,0.173,0.093,0.088,0.095,0.132,0.128,0.152
2214,891.00,811.57,562,1.907,904.1,0.048,0.277,0.145,0.096,0.036,0.169,0.084,0.145
2215,811.00,812.35,718,1.865,904.2,0.024,0.285,0.114,0.057,0.122,0.081,0.122,0.195
2216,848.00,819.23,541,1.918,904.4,0.049,0.275,0.127,0.070,0.106,0.070,0.099,0.204
2217,896.00,820.19,549,1.977,904.7,0.093,0.180,0.134,0.082,0.144,0.046,0.155,0.165
2218,938.00,822.32,820,2.033,905.2,0.123,0.129,0.120,0.102,0.157,0.098,0.123,0.148
2219,404.00,817.08,222,2.019,905.5,0.092,0.147,0.168,0.103,0.158,0.082,0.130,0.120
2220,698.00,815.00,625,2.025,905.8,0.113,0.094,0.207,0.099,0.167,0.049,0.182,0.089
2221,712.00,814.67,631,1.972,906.0,0.131,0.124,0.110,0.076,0.117,0.110,0.200,0.131
2222,489.00,806.89,469,2.039,906.4,0.107,0.125,0.163,0.075,0.100,0.085,0.213,0.132
2223,467.00,805.63,394,1.984,906.7,0.123,0.156,0.133,0.104,0.156,0.085,0.137,0.104
2224,1040.00,812.77,706,1.899,906.9,0.094,0.080,0.094,0.123,0.283,0.109,0.116,0.101
2225,604.00,803.01,558,1.985,907.3,0.158,0.124,0.107,0.111,0.174,0.124,0.111,0.091
2226,820.00,800.04,602,1.867,907.6,0.117,0.068,0.086,0.080,0.241,0.086,0.210,0.111
2227,456.00,796.12,368,1.472,907.7,0.085,0.019,0.057,0.085,0.387,0.066,0.283,0.019
2228,939.00,793.74,936,1.761,908.0,0.108,0.032,0.064,0.140,0.261,0.070,0.261,0.064
2229,819.00,792.40,651,1.318,908.1,0.076,0.011,0.043,0.098,0.457,0.022,0.272,0.022
2230,967.00,792.78,689,2.013,908.9,0.136,0.105,0.125,0.132,0.162,0.092,0.153,0.096
2231,540.00,790.32,522,1.913,909.2,0.110,0.079,0.083,0.206,0.140,0.075,0.254,0.053
2232,780.00,789.25,750,2.011,909.7,0.129,0.089,0.112,0.150,0.162,0.105,0.176,0.077
2233,796.00,791.54,734,1.992,910.2,0.095,0.142,0.134,0.156,0.134,0.075,0.156,0.106
2234,403.00,784.51,374,1.971,910.5,0.058,0.173,0.101,0.135,0.111,0.077,0.264,0.082
2235,1032.00,781.78,854,1.923,910.8,0.181,0.156,0.087,0.163,0.094,0.075,0.194,0.050
2236,443.00,781.17,436,1.984,911.0,0.136,0.130,0.099,0.136,0.117,0.099,0.216,0.068
2237,314.00,780.23,296,1.980,911.3,0.130,0.130,0.092,0.151,0.130,0.076,0.232,0.059
2238,1034.00,778.90,943,1.947,911.4,0.140,0.140,0.065,0.103,0.131,0.084,0.280,0.056
2239,1234.00,778.81,1081,1.899,911.6,0.104,0.148,0.096,0.148,0.148,0.104,0.207,0.044
2240,1070.00,780.75,964,2.051,913.0,0.119,0.133,0.134,0.128,0.123,0.129,0.125,0.110
2241,410.00,775.57,335,2.004,913.5,0.104,0.239,0.135,0.093,0.126,0.107,0.132,0.063
2242,1035.00,778.91,776,1.808,913.7,0.032,0.222,0.063,0.103,0.111,0.079,0.214,0.175
2243,752.00,777.43,599,1.823,913.9,0.047,0.307,0.024,0.110,0.102,0.071,0.181,0.157
2244,1013.00,775.75,917,1.944,914.5,0.075,0.194,0.087,0.149,0.060,0.097,0.162,0.177
2245,958.00,779.71,708,1.823,914.8,0.038,0.332,0.057,0.081,0.057,0.076,0.156,0.204
2246,673.00,780.21,338,1.930,915.1,0.058,0.282,0.062,0.104,0.104,0.137,0.095,0.158
2247,605.00,771.57,539,2.001,915.7,0.087,0.211,0.087,0.087,0.114,0.104,0.087,0.223
2248,860.00,769.62,595,1.784,915.8,0.010,0.212,0.038,0.077,0.067,0.106,0.144,0.346
2249,418.00,764.36,352,2.048,916.4,0.090,0.190,0.069,0.103,0.116,0.116,0.139,0.177
2250,777.00,762.40,677,1.929,916.5,0.106,0.202,0.064,0.064,0.170,0.138,0.106,0.149
2251,966.00,766.18,582,1.803,916.7,0.043,0.130,0.014,0.101,0.116,0.116,0.188,0.290
2252,504.00,766.42,427,1.996,917.0,0.100,0.137,0.064,0.076,0.100,0.149,0.205,0.169
2253,1023.00,769.92,923,1.998,917.3,0.088,0.148,0.060,0.099,0.104,0.181,0.170,0.148
2254,925.00,766.99,662,2.054,918.3,0.158,0.138,0.105,0.098,0.103,0.122,0.114,0.161
2255,819.00,764.17,511,1.876,918.6,0.046,0.195,0.023,0.121,0.098,0.282,0.121,0.115
2256,1049.00,765.46,948,1.598,918.7,0.000,0.083,0.000,0.033,0.050,0.333,0.383,0.117
2257,426.00,761.74,408,1.792,919.0,0.083,0.083,0.045,0.090,0.090,0.248,0.248,0.113
2258,682.00,755.65,663,1.992,920.0,0.108,0.100,0.088,0.125,0.074,0.184,0.219,0.102
2259,672.00,754.15,661,1.820,920.4,0.062,0.137,0.012,0.093,0.056,0.143,0.311,0.186
2260,718.00,749.49,708,1.558,920.6,0.012,0.083,0.000,0.119,0.000,0.119,0.381,0.286
2261,338.00,743.14,327,1.921,921.0,0.067,0.155,0.031,0.109,0.062,0.171,0.254,0.150
2262,843.00,738.94,558,2.004,921.7,0.123,0.168,0.060,0.131,0.069,0.176,0.103,0.170
2263,690.00,739.15,615,1.995,922.1,0.093,0.160,0.062,0.108,0.067,0.186,0.144,0.180
2264,560.00,728.72,438,2.010,922.7,0.081,0.184,0.084,0.106,0.087,0.190,0.134,0.134
2265,450.00,722.96,442,1.971,923.1,0.097,0.157,0.093,0.169,0.109,0.177,0.149,0.048
2266,745.00,723.04,675,1.825,923.3,0.111,0.185,0.025,0.154,0.160,0.216,0.148,0.000
2267,419.00,721.65,366,1.862,923.7,0.079,0.148,0.079,0.153,0.120,0.213,0.204,0.005
2268,344.00,719.48,326,1.982,924.2,0.116,0.123,0.144,0.161,0.123,0.175,0.123,0.035
2269,1280.00,725.91,1258,1.761,924.3,0.086,0.258,0.065,0.129,0.097,0.161,0.183,0.022
2270,942.00,725.68,885,1.783,924.6,0.076,0.243,0.076,0.174,0.146,0.104,0.174,0.007
2271,470.00,726.40,262,1.931,925.0,0.121,0.185,0.102,0.117,0.091,0.147,0.200,0.038
2272,614.00,723.48,552,1.957,925.6,0.134,0.144,0.134,0.118,0.123,0.160,0.157,0.029
2273,1194.00,727.00,959,1.755,925.8,0.048,0.181,0.038,0.124,0.210,0.229,0.152,0.019
2274,292.00,726.34,236,1.930,926.2,0.122,0.139,0.117,0.157,0.113,0.183,0.139,0.030
2275,1251.00,732.86,840,1.993,926.8,0.169,0.164,0.086,0.137,0.102,0.157,0.127,0.058
2276,455.00,731.48,347,1.832,927.1,0.127,0.120,0.030,0.139,0.090,0.241,0.247,0.006
2277,335.00,727.45,214,1.950,927.5,0.154,0.154,0.073,0.124,0.115,0.184,0.192,0.004
2278,755.00,729.96,698,1.996,928.5,0.177,0.138,0.124,0.166,0.109,0.140,0.112,0.033
2279,747.00,730.19,594,1.970,929.2,0.226,0.159,0.054,0.117,0.107,0.154,0.145,0.040
2280,1380.00,733.48,1055,1.704,929.2,0.135,0.154,0.000,0.077,0.038,0.308,0.250,0.038
2281,1198.00,741.65,1173,1.720,929.4,0.140,0.280,0.000,0.060,0.050,0.240,0.220,0.010
2282,725.00,740.11,660,1.908,929.9,0.209,0.140,0.095,0.112,0.054,0.143,0.215,0.032
2283,528.00,741.15,420,2.000,931.0,0.196,0.083,0.130,0.113,0.083,0.116,0.151,0.129
2284,260.00,733.10,242,1.678,931.2,0.229,0.029,0.164,0.121,0.021,0.093,0.307,0.036
2285,290.00,727.06,281,1.792,931.5,0.122,0.011,0.178,0.033,0.156,0.122,0.317,0.061
2286,296.00,724.57,251,1.960,932.1,0.168,0.059,0.213,0.050,0.106,0.168,0.162,0.073
2287,467.00,719.74,436,2.008,933.0,0.129,0.071,0.197,0.070,0.128,0.136,0.129,0.139
2288,425.00,715.49,360,1.786,933.3,0.119,0.022,0.054,0.038,0.378,0.146,0.162,0.081
2289,740.00,714.27,709,2.038,934.7,0.111,0.083,0.147,0.109,0.108,0.116,0.164,0.162
2290,1367.00,724.04,1109,1.757,934.8,0.053,0.032,0.063,0.105,0.063,0.221,0.200,0.263
2291,480.00,720.68,399,1.951,935.2,0.078,0.054,0.124,0.085,0.116,0.275,0.151,0.116
2292,423.00,714.90,409,1.968,935.6,0.107,0.061,0.131,0.045,0.152,0.225,0.123,0.156
2293,545.00,714.44,530,2.001,936.0,0.089,0.079,0.146,0.076,0.162,0.195,0.139,0.113
2294,1303.00,722.42,1217,1.891,936.5,0.142,0.064,0.124,0.078,0.142,0.195,0.103,0.152
2295,757.00,724.27,652,1.945,936.9,0.132,0.068,0.071,0.075,0.146,0.244,0.142,0.122
2296,577.00,719.25,561,1.993,937.5,0.144,0.061,0.086,0.056,0.158,0.219,0.152,0.123
2297,1189.00,726.76,868,1.921,937.7,0.175,0.075,0.069,0.062,0.138,0.269,0.163,0.050
2298,806.00,730.92,642,1.779,937.9,0.175,0.050,0.000,0.138,0.062,0.362,0.062,0.150
2299,918.00,736.28,818,1.884,938.1,0.124,0.040,0.096,0.073,0.079,0.322,0.119,0.147
2300,1118.00,739.64,1081,1.963,938.8,0.125,0.058,0.127,0.120,0.109,0.247,0.097,0.118
2301,493.00,737.42,478,1.908,939.2,0.164,0.073,0.118,0.084,0.088,0.256,0.134,0.084
2302,675.00,739.10,634,1.957,939.8,0.152,0.093,0.136,0.088,0.096,0.229,0.112,0.093
2303,649.00,740.55,629,1.842,940.1,0.172,0.054,0.147,0.088,0.113,0.225,0.098,0.103
2304,1136.00,743.73,992,1.881,940.5,0.173,0.066,0.184,0.074,0.088,0.294,0.066,0.055
2305,572.00,745.06,554,1.915,940.9,0.125,0.081,0.143,0.062,0.117,0.260,0.132,0.081
2306,1069.00,748.04,803,1.774,941.1,0.270,0.041,0.054,0.054,0.108,0.270,0.108,0.095
2307,755.00,748.78,682,1.985,941.5,0.163,0.071,0.158,0.062,0.121,0.188,0.117,0.121
2308,1362.00,751.29,1057,1.766,941.6,0.253,0.013,0.139,0.063,0.177,0.139,0.063,0.152
2309,1530.00,759.47,1328,1.756,941.8,0.222,0.071,0.131,0.030,0.091,0.192,0.081,0.182
2310,1233.00,766.94,710,1.674,941.9,0.355,0.064,0.091,0.018,0.100,0.136,0.045,0.191
2311,719.00,761.44,680,2.017,942.8,0.161,0.078,0.157,0.076,0.115,0.143,0.103,0.166
2312,662.00,757.09,627,2.034,943.4,0.190,0.108,0.123,0.075,0.130,0.166,0.075,0.135
2313,911.00,760.12,781,2.048,943.9,0.140,0.099,0.137,0.128,0.122,0.134,0.085,0.155
2314,857.00,759.78,533,1.948,944.1,0.181,0.101,0.138,0.159,0.087,0.167,0.072,0.094
2315,1348.00,765.15,1225,1.952,944.3,0.177,0.129,0.177,0.113,0.105,0.105,0.073,0.121
2316,680.00,763.47,457,2.044,944.9,0.193,0.105,0.149,0.088,0.118,0.163,0.080,0.105
2317,1307.00,767.58,487,1.860,945.1,0.215,0.038,0.277,0.092,0.054,0.177,0.054,0.092
2318,1014.00,768.34,486,1.906,945.3,0.139,0.053,0.364,0.060,0.060,0.205,0.040,0.079
2319,903.00,773.33,560,1.998,945.7,0.210,0.030,0.236,0.107,0.129,0.137,0.069,0.082
2320,346.00,769.81,312,2.017,946.2,0.132,0.079,0.238,0.126,0.088,0.141,0.114,0.082
2321,846.00,771.15,835,2.052,947.0,0.139,0.092,0.172,0.133,0.110,0.134,0.110,0.110
2322,872.00,774.98,850,2.026,948.0,0.146,0.102,0.164,0.110,0.105,0.177,0.102,0.095
2323,807.00,778.38,740,2.037,948.7,0.152,0.126,0.146,0.089,0.073,0.181,0.124,0.110
2324,758.00,775.56,668,2.025,949.1,0.193,0.163,0.130,0.104,0.063,0.141,0.107,0.100
2325,1242.00,781.94,1010,1.994,949.4,0.240,0.132,0.066,0.090,0.054,0.174,0.162,0.084
2326,205.00,775.79,185,1.953,949.6,0.261,0.035,0.052,0.122,0.078,0.157,0.217,0.078
2327,591.00,777.14,505,2.039,950.6,0.169,0.109,0.118,0.106,0.121,0.146,0.123,0.108
2328,374.00,771.49,327,1.998,950.9,0.165,0.143,0.203,0.089,0.089,0.110,0.110,0.093
2329,451.00,767.81,360,2.023,951.4,0.101,0.191,0.197,0.101,0.133,0.093,0.087,0.096
2330,1133.00,769.47,768,2.002,951.7,0.128,0.133,0.144,0.156,0.106,0.094,0.061,0.178
2331,839.00,772.46,740,2.047,952.4,0.121,0.117,0.207,0.113,0.140,0.082,0.084,0.136
2332,1552.00,780.18,1279,1.939,952.6,0.119,0.142,0.119,0.097,0.104,0.060,0.104,0.254
2333,609.00,778.31,589,2.025,953.2,0.112,0.125,0.160,0.107,0.110,0.087,0.125,0.175
2334,732.00,781.60,655,2.036,954.0,0.117,0.129,0.157,0.117,0.086,0.109,0.111,0.175
2335,1250.00,783.78,957,1.889,954.2,0.142,0.103,0.142,0.123,0.052,0.103,0.110,0.226
2336,1295.00,792.30,773,1.752,954.5,0.082,0.146,0.123,0.181,0.035,0.076,0.058,0.298
2337,425.00,793.41,287,1.640,954.7,0.070,0.148,0.102,0.164,0.008,0.055,0.023,0.430
2338,701.00,790.08,431,1.947,955.1,0.121,0.121,0.143,0.171,0.057,0.057,0.075,0.254
2339,771.00,785.45,664,2.024,956.0,0.127,0.151,0.160,0.122,0.097,0.094,0.106,0.143
2340,779.00,782.54,729,1.954,956.7,0.149,0.153,0.114,0.164,0.054,0.081,0.066,0.219
2341,2131.00,799.75,1655,1.747,956.9,0.230,0.126,0.074,0.133,0.030,0.059,0.052,0.296
2342,1272.00,802.12,657,1.640,957.1,0.224,0.272,0.054,0.109,0.014,0.027,0.034,0.265
2343,652.00,801.12,550,1.948,957.9,0.160,0.239,0.087,0.154,0.065,0.085,0.059,0.150
2344,1801.00,809.00,1394,1.794,958.3,0.155,0.182,0.106,0.136,0.038,0.091,0.091,0.201
2345,1941.00,818.83,1430,1.726,958.7,0.176,0.180,0.117,0.121,0.031,0.039,0.051,0.285
2346,1086.00,822.96,638,1.551,958.9,0.151,0.178,0.138,0.151,0.007,0.000,0.007,0.368
2347,1263.00,829.54,1087,1.868,959.4,0.168,0.165,0.121,0.150,0.016,0.065,0.059,0.255
2348,2023.00,841.17,1492,1.508,959.7,0.170,0.102,0.122,0.156,0.007,0.034,0.020,0.388
2349,1393.00,850.92,1271,1.927,960.4,0.188,0.173,0.126,0.118,0.036,0.081,0.060,0.216
2350,674.00,849.89,488,1.981,961.3,0.174,0.133,0.073,0.173,0.073,0.098,0.090,0.185
2351,503.00,845.26,374,1.936,961.9,0.184,0.136,0.113,0.192,0.037,0.084,0.071,0.184
2352,949.00,849.71,670,1.996,962.4,0.120,0.174,0.142,0.142,0.085,0.137,0.068,0.131
2353,786.00,847.34,708,1.985,962.9,0.139,0.175,0.155,0.116,0.056,0.066,0.086,0.208
2354,1103.00,849.12,1023,2.030,963.7,0.138,0.168,0.122,0.134,0.126,0.103,0.099,0.110
2355,1448.00,855.41,1268,1.938,964.0,0.162,0.108,0.195,0.195,0.049,0.043,0.103,0.146
2356,532.00,850.24,482,1.965,964.4,0.163,0.127,0.099,0.183,0.044,0.107,0.111,0.167
2357,589.00,851.87,563,2.017,964.8,0.194,0.124,0.108,0.134,0.080,0.092,0.118,0.150
2358,598.00,851.03,408,1.983,965.2,0.121,0.138,0.146,0.194,0.089,0.089,0.101,0.121
2359,1030.00,854.61,769,1.972,965.5,0.112,0.209,0.128,0.168,0.056,0.082,0.082,0.163
2360,1136.00,858.79,935,1.928,965.8,0.141,0.096,0.096,0.198,0.090,0.090,0.096,0.192
2361,731.00,862.72,489,1.844,966.0,0.084,0.160,0.260,0.176,0.015,0.076,0.069,0.160
2362,949.00,863.78,762,2.009,966.4,0.132,0.113,0.159,0.126,0.096,0.113,0.119,0.142
2363,653.00,863.41,449,1.985,966.8,0.221,0.113,0.144,0.179,0.067,0.062,0.082,0.133
2364,554.00,863.35,507,2.039,967.4,0.112,0.128,0.183,0.154,0.069,0.133,0.124,0.097
2365,726.00,866.11,660,2.011,967.9,0.103,0.157,0.121,0.145,0.109,0.118,0.133,0.115
2366,677.00,865.43,528,2.025,968.4,0.066,0.152,0.135,0.213,0.063,0.129,0.098,0.144
2367,1201.00,873.25,995,1.879,968.7,0.098,0.173,0.127,0.168,0.046,0.092,0.075,0.220
2368,702.00,876.83,672,2.039,969.3,0.112,0.193,0.086,0.170,0.084,0.100,0.123,0.133
2369,597.00,870.00,447,1.999,969.8,0.108,0.108,0.227,0.159,0.075,0.088,0.081,0.153
2370,1204.00,872.62,753,1.910,969.9,0.142,0.094,0.189,0.208,0.057,0.028,0.075,0.208
2371,620.00,874.12,576,2.033,970.4,0.083,0.128,0.219,0.172,0.119,0.075,0.106,0.097
2372,951.00,877.49,725,1.981,970.8,0.089,0.103,0.286,0.155,0.113,0.085,0.089,0.080
2373,432.00,869.87,380,2.039,971.4,0.109,0.143,0.132,0.107,0.216,0.084,0.132,0.077
2374,1400.00,880.95,1145,1.977,971.7,0.143,0.149,0.186,0.205,0.099,0.062,0.081,0.075
2375,965.00,878.09,504,1.998,972.1,0.122,0.151,0.143,0.127,0.159,0.098,0.118,0.082
2376,700.00,880.54,619,2.006,972.5,0.161,0.143,0.223,0.125,0.066,0.073,0.114,0.095
2377,1296.00,890.15,1213,1.982,972.9,0.203,0.116,0.165,0.100,0.084,0.094,0.123,0.116
2378,1201.00,894.61,1151,2.039,974.1,0.183,0.135,0.111,0.129,0.129,0.098,0.079,0.135
2379,848.00,895.62,775,2.030,975.1,0.143,0.132,0.118,0.145,0.122,0.087,0.126,0.126
2380,1082.00,892.64,1056,2.026,975.9,0.140,0.116,0.140,0.110,0.126,0.079,0.163,0.126
2381,386.00,884.52,368,2.022,976.2,0.107,0.185,0.195,0.122,0.093,0.054,0.156,0.088
2382,1203.00,889.30,1029,2.035,976.8,0.154,0.161,0.142,0.087,0.102,0.102,0.135,0.118
2383,668.00,890.70,590,2.052,977.2,0.146,0.146,0.150,0.107,0.107,0.111,0.143,0.089
2384,595.00,894.05,351,2.030,977.5,0.115,0.220,0.093,0.055,0.115,0.088,0.176,0.137
2385,767.00,898.82,707,2.041,978.4,0.163,0.153,0.078,0.117,0.130,0.125,0.121,0.112
2386,1498.00,910.84,1440,1.777,978.6,0.231,0.106,0.029,0.125,0.029,0.192,0.231,0.058
2387,751.00,913.68,559,1.688,979.0,0.190,0.303,0.014,0.041,0.095,0.127,0.195,0.036
2388,473.00,914.16,462,1.459,979.1,0.227,0.303,0.015,0.030,0.076,0.030,0.288,0.030
2389,543.00,912.19,525,1.448,979.2,0.236,0.327,0.000,0.018,0.018,0.073,0.309,0.018
2390,1089.00,909.41,829,1.697,979.5,0.223,0.315,0.038,0.038,0.085,0.062,0.208,0.031
2391,668.00,911.29,611,1.794,979.9,0.267,0.216,0.013,0.022,0.159,0.116,0.190,0.017
2392,856.00,915.62,833,1.964,980.6,0.228,0.154,0.040,0.094,0.172,0.112,0.123,0.076
2393,943.00,919.60,774,1.690,980.7,0.236,0.055,0.000,0.145,0.127,0.091,0.345,0.000
2394,778.00,914.35,677,1.899,981.1,0.250,0.152,0.049,0.041,0.148,0.164,0.160,0.037
2395,756.00,914.34,598,1.862,981.4,0.260,0.163,0.034,0.053,0.130,0.135,0.154,0.072
2396,1507.00,923.64,1052,1.792,981.6,0.269,0.177,0.046,0.092,0.108,0.123,0.115,0.069
2397,1372.00,925.47,949,1.697,981.8,0.202,0.298,0.019,0.173,0.058,0.029,0.077,0.144
2398,1504.00,932.45,1236,1.631,982.0,0.314,0.163,0.000,0.140,0.023,0.058,0.128,0.174
2399,891.00,932.18,874,2.001,983.0,0.219,0.171,0.081,0.102,0.123,0.091,0.120,0.093
2400,2306.00,944.06,2187,1.550,983.3,0.167,0.210,0.048,0.295,0.062,0.052,0.071,0.095
2401,1006.00,949.19,855,1.881,983.9,0.258,0.178,0.062,0.133,0.093,0.085,0.122,0.068
2402,1194.00,954.38,1113,1.816,984.4,0.168,0.149,0.097,0.172,0.087,0.084,0.184,0.058
2403,579.00,953.68,298,1.968,984.9,0.168,0.207,0.060,0.168,0.105,0.081,0.123,0.087
2404,310.00,945.42,223,1.945,985.2,0.199,0.199,0.088,0.133,0.044,0.072,0.215,0.050
2405,452.00,944.22,422,1.912,985.5,0.144,0.268,0.067,0.043,0.062,0.100,0.201,0.115
2406,864.00,942.17,748,1.715,985.7,0.067,0.403,0.042,0.076,0.067,0.050,0.218,0.076
2407,428.00,938.90,276,2.012,986.1,0.170,0.160,0.087,0.070,0.090,0.150,0.160,0.113
2408,538.00,930.66,394,1.946,986.5,0.107,0.256,0.132,0.068,0.077,0.103,0.171,0.085
2409,732.00,922.68,482,1.520,986.7,0.031,0.398,0.078,0.297,0.039,0.055,0.055,0.047
2410,452.00,914.87,367,2.002,987.0,0.097,0.280,0.140,0.126,0.068,0.126,0.087,0.077
2411,965.00,917.33,713,1.886,987.2,0.143,0.229,0.124,0.190,0.048,0.076,0.095,0.095
2412,1406.00,924.77,980,1.855,987.4,0.074,0.270,0.117,0.178,0.067,0.074,0.123,0.098
2413,886.00,924.52,802,1.893,987.8,0.107,0.254,0.156,0.161,0.045,0.089,0.094,0.094
2414,328.00,919.23,288,2.024,988.3,0.109,0.232,0.135,0.055,0.102,0.169,0.086,0.112
2415,424.00,909.99,391,2.047,989.2,0.109,0.222,0.097,0.138,0.110,0.102,0.091,0.130
2416,769.00,910.88,766,1.895,989.3,0.000,0.262,0.131,0.238,0.024,0.071,0.167,0.107
2417,1060.00,908.41,754,2.017,989.6,0.084,0.207,0.112,0.101,0.067,0.134,0.128,0.168
2418,432.00,902.59,430,1.944,989.9,0.095,0.292,0.071,0.101,0.095,0.101,0.131,0.113
2419,1091.00,904.47,853,1.706,990.0,0.101,0.323,0.061,0.172,0.030,0.020,0.152,0.141
2420,809.00,909.10,796,1.949,990.4,0.116,0.237,0.108,0.064,0.084,0.104,0.145,0.141
2421,1097.00,911.61,695,1.875,990.7,0.118,0.297,0.066,0.118,0.042,0.094,0.142,0.123
2422,899.00,911.88,854,2.029,991.5,0.149,0.166,0.102,0.110,0.091,0.119,0.127,0.136
2423,1654.00,920.35,1295,1.897,991.8,0.104,0.261,0.081,0.137,0.123,0.104,0.100,0.090
2424,585.00,918.62,567,2.031,992.8,0.140,0.154,0.122,0.095,0.077,0.152,0.128,0.132
2425,1311.00,919.31,507,1.794,993.0,0.051,0.202,0.101,0.270,0.039,0.107,0.084,0.146
2426,777.00,925.03,693,1.990,993.6,0.098,0.083,0.155,0.083,0.050,0.175,0.145,0.211
2427,965.00,928.77,842,1.945,994.0,0.099,0.090,0.152,0.188,0.049,0.139,0.139,0.143
2428,1017.00,935.20,586,1.570,994.1,0.047,0.129,0.059,0.435,0.000,0.047,0.141,0.141
2429,600.00,936.69,387,1.911,994.4,0.093,0.087,0.087,0.217,0.006,0.224,0.149,0.137
2430,606.00,931.42,548,2.008,995.0,0.129,0.107,0.118,0.099,0.044,0.209,0.121,0.173
2431,680.00,929.83,547,1.738,995.0,0.038,0.226,0.075,0.226,0.019,0.075,0.264,0.075
2432,1017.00,924.48,688,1.899,995.3,0.077,0.121,0.082,0.110,0.049,0.165,0.253,0.143
2433,1018.00,928.57,883,2.012,995.9,0.146,0.110,0.117,0.095,0.068,0.132,0.185,0.146
2434,1011.00,931.36,991,1.778,996.1,0.067,0.101,0.112,0.202,0.000,0.079,0.247,0.191
2435,1702.00,935.88,1587,1.553,996.3,0.043,0.140,0.065,0.290,0.000,0.022,0.247,0.194
2436,578.00,928.71,575,1.607,996.4,0.080,0.070,0.100,0.210,0.020,0.030,0.360,0.130
2437,1458.00,939.04,1452,1.248,996.6,0.038,0.067,0.096,0.462,0.000,0.010,0.250,0.077
2438,576.00,937.79,576,1.910,997.0,0.106,0.163,0.079,0.110,0.031,0.070,0.260,0.181
2439,1409.00,944.17,1313,1.997,997.5,0.158,0.123,0.141,0.085,0.092,0.113,0.127,0.162
2440,480.00,941.18,425,1.809,997.6,0.056,0.224,0.084,0.215,0.000,0.047,0.243,0.131
2441,492.00,924.79,490,1.849,997.9,0.054,0.215,0.154,0.181,0.000,0.054,0.255,0.087
2442,595.00,918.02,562,1.989,998.1,0.090,0.157,0.172,0.149,0.037,0.067,0.231,0.097
2443,432.00,915.82,282,2.050,998.6,0.121,0.174,0.121,0.109,0.075,0.099,0.127,0.174
2444,1093.00,908.74,897,1.559,998.7,0.048,0.143,0.067,0.419,0.010,0.095,0.095,0.124
2445,799.00,897.32,753,2.029,999.8,0.151,0.131,0.131,0.112,0.105,0.109,0.115,0.147
2446,528.00,891.74,451,1.991,1000.3,0.214,0.153,0.118,0.128,0.121,0.086,0.089,0.089
2447,926.00,888.37,773,2.000,1000.7,0.203,0.132,0.105,0.071,0.135,0.086,0.128,0.139
2448,423.00,872.37,383,2.007,1001.2,0.191,0.161,0.085,0.100,0.067,0.136,0.106,0.155
2449,846.00,866.90,704,2.008,1001.8,0.171,0.129,0.099,0.117,0.087,0.119,0.149,0.129
2450,476.00,864.92,342,1.977,1002.2,0.170,0.184,0.135,0.063,0.076,0.099,0.135,0.139
2451,284.00,862.73,281,2.004,1002.6,0.107,0.090,0.164,0.115,0.074,0.090,0.168,0.193
2452,593.00,859.17,524,2.017,1002.9,0.098,0.109,0.126,0.115,0.098,0.087,0.164,0.202
2453,526.00,856.57,438,2.041,1003.4,0.110,0.135,0.179,0.102,0.110,0.061,0.132,0.171
2454,841.00,853.95,784,2.049,1004.1,0.141,0.093,0.141,0.099,0.095,0.121,0.148,0.161
2455,379.00,843.26,257,2.000,1004.4,0.123,0.117,0.266,0.084,0.058,0.123,0.123,0.104
2456,768.00,845.62,635,2.013,1004.9,0.124,0.101,0.178,0.075,0.086,0.167,0.170,0.101
2457,484.00,844.57,466,2.028,1005.6,0.115,0.121,0.134,0.098,0.104,0.124,0.145,0.158
2458,641.00,845.00,441,1.961,1005.8,0.076,0.146,0.132,0.042,0.090,0.236,0.201,0.076
2459,400.00,838.70,236,2.044,1006.4,0.113,0.128,0.128,0.113,0.079,0.151,0.169,0.118
2460,1397.00,841.31,1007,1.923,1006.6,0.025,0.158,0.050,0.183,0.033,0.275,0.192,0.083
2461,604.00,840.04,601,2.032,1007.3,0.118,0.118,0.124,0.156,0.077,0.144,0.156,0.108
