episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,stay,north,east,south,west,random,home,prospect
1128,664.00,854.62,562,1.897,474.5,0.055,0.164,0.118,0.027,0.127,0.245,0.164,0.100
1129,1032.00,860.12,907,1.854,474.6,0.080,0.140,0.100,0.030,0.140,0.260,0.200,0.050
1130,873.00,862.21,783,2.002,474.9,0.118,0.246,0.123,0.064,0.096,0.203,0.096,0.053
1131,539.00,859.19,453,2.041,475.3,0.119,0.149,0.119,0.115,0.115,0.169,0.096,0.119
1132,912.00,855.71,768,1.993,475.8,0.108,0.147,0.091,0.126,0.119,0.231,0.077,0.101
1133,1090.00,862.50,393,1.773,475.9,0.047,0.131,0.150,0.009,0.318,0.224,0.093,0.028
1134,1653.00,867.49,1127,1.894,476.1,0.061,0.101,0.111,0.081,0.222,0.263,0.071,0.091
1135,891.00,872.37,728,1.942,476.3,0.101,0.067,0.101,0.034,0.195,0.295,0.114,0.094
1136,878.00,872.67,679,1.949,476.5,0.094,0.109,0.125,0.055,0.172,0.234,0.117,0.094
1137,810.00,875.79,578,1.902,476.6,0.014,0.096,0.110,0.055,0.233,0.233,0.137,0.123
1138,887.00,871.71,706,1.949,476.8,0.056,0.129,0.081,0.073,0.073,0.298,0.129,0.161
1139,928.00,873.62,768,2.046,477.7,0.114,0.111,0.106,0.125,0.098,0.186,0.110,0.149
1140,880.00,876.55,837,2.022,478.5,0.100,0.139,0.094,0.137,0.086,0.175,0.116,0.153
1141,596.00,874.43,596,1.971,478.7,0.188,0.076,0.056,0.097,0.069,0.153,0.174,0.188
1142,762.00,876.07,713,1.971,479.0,0.100,0.132,0.089,0.042,0.142,0.111,0.168,0.216
1143,807.00,877.09,550,1.729,479.1,0.056,0.197,0.000,0.028,0.183,0.070,0.366,0.099
1144,335.00,876.09,320,1.910,479.3,0.051,0.152,0.030,0.030,0.192,0.121,0.253,0.172
1145,476.00,867.07,449,1.743,479.4,0.016,0.095,0.127,0.016,0.175,0.032,0.317,0.222
1146,636.00,867.80,526,2.045,479.9,0.063,0.123,0.114,0.117,0.099,0.151,0.136,0.196
1147,712.00,865.97,640,1.380,480.0,0.042,0.042,0.125,0.021,0.229,0.000,0.438,0.104
1148,690.00,864.43,535,1.526,480.1,0.045,0.106,0.045,0.061,0.212,0.000,0.455,0.076
1149,524.00,856.98,477,2.048,480.4,0.110,0.089,0.102,0.165,0.123,0.123,0.161,0.127
1150,812.00,860.54,706,2.033,480.8,0.097,0.085,0.120,0.275,0.070,0.093,0.124,0.136
1151,349.00,856.78,283,2.043,481.2,0.114,0.143,0.072,0.169,0.072,0.118,0.148,0.165
1152,1087.00,859.80,1027,1.985,481.5,0.112,0.157,0.126,0.188,0.067,0.117,0.117,0.117
1153,924.00,863.99,682,2.014,482.4,0.115,0.184,0.113,0.176,0.080,0.095,0.135,0.104
1154,579.00,863.68,579,1.640,482.5,0.125,0.089,0.125,0.196,0.036,0.000,0.393,0.036
1155,345.00,855.90,345,1.376,482.5,0.182,0.091,0.000,0.068,0.000,0.000,0.659,0.000
1156,341.00,848.32,239,1.997,482.8,0.134,0.187,0.096,0.193,0.080,0.064,0.166,0.080
1157,659.00,847.78,629,1.996,483.1,0.087,0.167,0.101,0.167,0.080,0.043,0.239,0.116
1158,773.00,845.23,690,1.954,483.2,0.171,0.171,0.130,0.179,0.057,0.098,0.154,0.041
1159,573.00,838.98,500,1.889,483.4,0.161,0.153,0.153,0.177,0.065,0.040,0.210,0.040
1160,448.00,834.76,417,1.990,483.9,0.137,0.161,0.144,0.168,0.084,0.084,0.168,0.053
1161,837.00,831.73,786,1.743,484.0,0.212,0.075,0.188,0.250,0.025,0.013,0.200,0.037
1162,577.00,826.64,351,1.845,484.2,0.156,0.066,0.148,0.279,0.049,0.066,0.172,0.066
1163,734.00,824.48,529,1.945,484.5,0.192,0.079,0.143,0.266,0.064,0.049,0.123,0.084
1164,914.00,817.49,856,1.945,484.8,0.185,0.118,0.118,0.180,0.107,0.039,0.157,0.096
1165,799.00,814.30,744,1.687,484.9,0.188,0.082,0.071,0.188,0.071,0.000,0.365,0.035
1166,673.00,806.84,632,1.508,485.0,0.127,0.032,0.159,0.095,0.048,0.016,0.524,0.000
1167,395.00,798.81,380,2.003,485.4,0.212,0.100,0.095,0.208,0.052,0.104,0.160,0.069
1168,577.00,789.01,493,2.014,485.7,0.142,0.117,0.138,0.167,0.059,0.113,0.163,0.100
1169,575.00,782.54,447,1.982,486.0,0.194,0.153,0.090,0.167,0.097,0.062,0.174,0.062
1170,1097.00,782.11,993,1.895,486.1,0.172,0.232,0.182,0.111,0.061,0.051,0.162,0.030
1171,660.00,783.13,470,1.987,486.5,0.207,0.139,0.120,0.124,0.120,0.040,0.159,0.092
1172,1046.00,788.72,753,1.932,486.8,0.205,0.167,0.136,0.091,0.098,0.030,0.174,0.098
1173,593.00,788.39,553,1.925,487.1,0.183,0.193,0.119,0.104,0.104,0.040,0.203,0.054
1174,543.00,779.95,505,2.006,487.5,0.188,0.155,0.127,0.127,0.098,0.078,0.176,0.053
1175,1228.00,781.81,784,1.478,487.6,0.175,0.050,0.013,0.075,0.362,0.013,0.287,0.025
1176,926.00,784.09,796,2.042,488.7,0.152,0.131,0.091,0.177,0.132,0.109,0.105,0.103
1177,1372.00,786.07,1225,1.936,488.9,0.157,0.121,0.079,0.114,0.164,0.079,0.243,0.043
1178,672.00,786.25,393,1.887,489.2,0.252,0.210,0.042,0.126,0.119,0.084,0.133,0.035
1179,1199.00,787.60,948,1.959,489.6,0.196,0.188,0.044,0.122,0.151,0.103,0.103,0.092
1180,678.00,785.49,534,2.011,490.2,0.186,0.153,0.062,0.148,0.091,0.088,0.107,0.165
1181,589.00,781.54,466,1.968,490.6,0.179,0.129,0.040,0.085,0.237,0.116,0.116,0.098
1182,413.00,779.08,256,2.003,490.9,0.111,0.153,0.037,0.120,0.218,0.079,0.139,0.144
1183,711.00,780.86,622,2.019,491.4,0.118,0.110,0.054,0.121,0.144,0.146,0.144,0.163
1184,977.00,781.48,702,2.030,492.0,0.110,0.141,0.044,0.099,0.162,0.123,0.138,0.183
1185,770.00,783.68,763,2.053,493.2,0.131,0.147,0.091,0.112,0.127,0.155,0.102,0.135
1186,1073.00,786.86,795,1.672,493.5,0.041,0.254,0.136,0.083,0.083,0.053,0.213,0.136
1187,378.00,786.68,375,1.628,493.8,0.034,0.221,0.137,0.093,0.039,0.044,0.333,0.098
1188,423.00,780.54,407,1.579,494.1,0.019,0.206,0.148,0.045,0.045,0.019,0.413,0.103
1189,87.00,768.54,87,0.170,494.1,0.000,0.026,0.000,0.000,0.000,0.000,0.974,0.000
1190,754.00,763.30,671,1.494,494.4,0.028,0.197,0.146,0.062,0.028,0.017,0.438,0.084
1191,429.00,758.67,273,1.618,494.7,0.016,0.191,0.186,0.048,0.027,0.011,0.394,0.128
1192,442.00,755.00,358,1.912,495.2,0.041,0.176,0.144,0.088,0.075,0.050,0.241,0.185
1193,502.00,754.59,463,1.741,495.4,0.006,0.227,0.227,0.078,0.071,0.013,0.247,0.130
1194,870.00,752.05,768,1.752,495.6,0.016,0.156,0.230,0.090,0.049,0.025,0.295,0.139
1195,620.00,744.58,503,1.997,496.7,0.104,0.139,0.138,0.124,0.096,0.062,0.163,0.174
1196,363.00,742.51,363,0.903,496.8,0.029,0.029,0.029,0.000,0.029,0.000,0.829,0.057
1197,438.00,737.02,307,1.727,496.9,0.016,0.094,0.156,0.156,0.016,0.016,0.469,0.078
1198,1592.00,741.57,1248,1.483,497.0,0.037,0.111,0.074,0.074,0.086,0.025,0.457,0.136
1199,370.00,738.10,330,1.802,497.2,0.040,0.050,0.198,0.149,0.059,0.020,0.366,0.119
1200,732.00,736.73,732,0.893,497.3,0.000,0.017,0.117,0.017,0.083,0.000,0.767,0.000
1201,354.00,731.76,354,0.736,497.4,0.000,0.100,0.050,0.000,0.050,0.000,0.800,0.000
1202,348.00,723.44,327,1.994,497.8,0.108,0.084,0.132,0.139,0.094,0.094,0.202,0.146
1203,635.00,722.45,541,1.976,498.1,0.138,0.069,0.133,0.128,0.064,0.069,0.250,0.149
1204,513.00,720.52,484,1.312,498.2,0.026,0.079,0.053,0.000,0.289,0.000,0.526,0.026
1205,1212.00,724.43,1156,2.012,498.9,0.138,0.087,0.126,0.138,0.085,0.114,0.167,0.145
1206,847.00,727.40,700,1.682,499.0,0.070,0.140,0.163,0.012,0.291,0.012,0.256,0.058
1207,1026.00,725.64,773,1.859,499.2,0.085,0.119,0.144,0.034,0.237,0.017,0.229,0.136
1208,898.00,723.92,674,1.996,499.5,0.098,0.163,0.181,0.084,0.140,0.074,0.130,0.130
1209,1024.00,725.56,911,1.980,499.8,0.132,0.157,0.239,0.057,0.107,0.031,0.132,0.145
1210,433.00,720.34,352,2.033,500.6,0.163,0.103,0.149,0.124,0.065,0.091,0.123,0.182
1211,608.00,723.83,497,2.003,501.8,0.127,0.115,0.177,0.148,0.056,0.081,0.137,0.159
1212,402.00,724.66,374,1.713,502.2,0.108,0.101,0.042,0.042,0.354,0.059,0.163,0.132
1213,1142.00,732.45,1047,1.537,502.8,0.035,0.099,0.030,0.057,0.342,0.094,0.205,0.139
1214,741.00,726.56,693,1.427,503.1,0.000,0.094,0.006,0.017,0.448,0.044,0.293,0.099
1215,949.00,731.77,938,1.195,503.3,0.000,0.088,0.008,0.000,0.480,0.032,0.344,0.048
1216,1157.00,731.34,1123,1.171,503.5,0.000,0.051,0.000,0.007,0.375,0.007,0.522,0.037
1217,338.00,729.81,292,1.495,503.7,0.000,0.071,0.000,0.048,0.206,0.079,0.476,0.119
1218,347.00,728.77,320,1.676,504.0,0.016,0.164,0.022,0.082,0.202,0.044,0.311,0.158
1219,745.00,732.87,745,0.994,504.1,0.000,0.132,0.000,0.000,0.574,0.000,0.265,0.029
1220,1248.00,730.98,1124,1.317,504.3,0.000,0.165,0.000,0.000,0.454,0.010,0.268,0.103
1221,822.00,737.10,741,1.768,504.7,0.052,0.155,0.018,0.063,0.166,0.107,0.251,0.188
1222,149.00,729.03,145,1.650,504.9,0.006,0.186,0.006,0.012,0.199,0.043,0.354,0.193
1223,886.00,729.11,787,1.931,505.7,0.063,0.180,0.061,0.108,0.094,0.112,0.180,0.202
1224,459.00,725.95,444,1.802,506.2,0.041,0.208,0.014,0.058,0.126,0.096,0.225,0.232
1225,392.00,716.25,392,1.845,506.6,0.030,0.175,0.042,0.049,0.167,0.106,0.266,0.163
1226,912.00,722.17,702,1.587,506.8,0.012,0.190,0.024,0.024,0.369,0.071,0.179,0.131
1227,1532.00,732.12,528,1.685,507.1,0.021,0.200,0.021,0.029,0.321,0.057,0.164,0.186
1228,884.00,734.32,767,1.726,507.3,0.006,0.225,0.018,0.024,0.325,0.089,0.166,0.148
1229,452.00,728.52,376,1.463,507.5,0.000,0.341,0.000,0.023,0.420,0.011,0.159,0.045
1230,480.00,724.59,462,1.829,507.7,0.007,0.194,0.052,0.060,0.164,0.097,0.269,0.157
1231,778.00,726.98,513,1.609,507.8,0.000,0.394,0.028,0.000,0.225,0.028,0.225,0.099
1232,644.00,724.30,594,1.946,508.4,0.045,0.177,0.063,0.090,0.161,0.135,0.188,0.140
1233,650.00,719.90,599,1.910,508.8,0.034,0.170,0.068,0.083,0.125,0.125,0.249,0.147
1234,1038.00,713.75,850,1.736,508.9,0.000,0.243,0.054,0.014,0.203,0.054,0.338,0.095
1235,435.00,709.19,410,1.928,509.3,0.040,0.129,0.058,0.080,0.152,0.179,0.214,0.147
1236,930.00,709.71,905,1.886,509.4,0.039,0.142,0.063,0.071,0.157,0.173,0.213,0.142
1237,828.00,709.89,705,1.808,509.6,0.019,0.170,0.104,0.019,0.217,0.132,0.217,0.123
1238,840.00,709.42,663,1.916,509.9,0.033,0.196,0.085,0.033,0.157,0.190,0.176,0.131
1239,821.00,708.35,755,1.808,510.0,0.010,0.127,0.098,0.039,0.265,0.118,0.235,0.108
1240,744.00,706.99,711,1.961,510.4,0.036,0.188,0.112,0.080,0.196,0.136,0.144,0.108
1241,934.00,710.37,920,1.721,510.5,0.015,0.162,0.206,0.029,0.162,0.132,0.235,0.059
1242,1323.00,715.98,1317,1.878,510.8,0.019,0.154,0.167,0.064,0.167,0.109,0.199,0.122
1243,485.00,712.76,484,1.727,510.9,0.000,0.203,0.351,0.027,0.095,0.014,0.270,0.041
1244,692.00,716.33,584,1.928,511.1,0.010,0.232,0.091,0.040,0.192,0.081,0.242,0.111
1245,822.00,719.79,663,1.943,511.2,0.030,0.170,0.140,0.130,0.150,0.110,0.140,0.130
1246,421.00,717.64,362,2.019,511.5,0.051,0.173,0.076,0.107,0.132,0.142,0.168,0.152
1247,1042.00,720.94,692,2.000,512.0,0.082,0.116,0.097,0.094,0.123,0.173,0.173,0.142
1248,519.00,719.23,481,1.992,512.6,0.040,0.113,0.050,0.078,0.213,0.248,0.144,0.113
1249,507.00,719.06,486,2.036,513.3,0.095,0.122,0.081,0.079,0.174,0.184,0.126,0.140
1250,618.00,717.12,282,1.938,513.7,0.049,0.098,0.134,0.112,0.232,0.156,0.121,0.098
1251,468.00,718.31,427,2.034,514.2,0.041,0.088,0.110,0.124,0.185,0.177,0.138,0.135
1252,639.00,713.83,614,1.943,514.4,0.060,0.090,0.180,0.060,0.190,0.120,0.150,0.150
1253,815.00,712.74,807,1.965,514.7,0.115,0.075,0.119,0.093,0.164,0.159,0.159,0.115
1254,1250.00,719.45,1044,1.598,514.9,0.000,0.036,0.145,0.072,0.434,0.024,0.277,0.012
1255,891.00,724.91,862,1.535,515.0,0.000,0.062,0.125,0.016,0.375,0.078,0.344,0.000
1256,998.00,731.48,838,1.857,515.2,0.030,0.090,0.075,0.097,0.366,0.134,0.157,0.052
1257,703.00,731.92,659,2.038,515.9,0.082,0.126,0.108,0.126,0.166,0.116,0.152,0.124
1258,1054.00,734.73,788,2.009,516.4,0.088,0.102,0.091,0.095,0.154,0.225,0.147,0.098
1259,602.00,735.02,449,2.052,516.9,0.091,0.112,0.134,0.067,0.140,0.176,0.173,0.106
1260,395.00,734.49,376,2.057,517.4,0.112,0.077,0.138,0.106,0.158,0.146,0.155,0.109
1261,619.00,732.31,439,1.863,517.6,0.049,0.131,0.238,0.049,0.213,0.115,0.115,0.090
1262,680.00,733.34,622,2.053,518.4,0.116,0.146,0.101,0.114,0.125,0.110,0.151,0.138
1263,1036.00,736.36,880,1.984,518.9,0.150,0.117,0.128,0.098,0.153,0.134,0.112,0.109
1264,314.00,730.36,270,1.994,519.5,0.123,0.162,0.110,0.061,0.228,0.091,0.130,0.096
1265,783.00,730.20,736,1.965,520.0,0.106,0.220,0.147,0.077,0.183,0.084,0.099,0.084
1266,1200.00,735.47,989,1.985,520.4,0.200,0.141,0.180,0.079,0.141,0.082,0.118,0.059
1267,1267.00,744.19,1021,1.967,520.8,0.159,0.163,0.240,0.034,0.142,0.073,0.103,0.086
1268,548.00,743.90,499,2.016,521.2,0.149,0.149,0.201,0.061,0.100,0.103,0.122,0.116
1269,731.00,745.46,614,2.021,522.4,0.157,0.136,0.168,0.124,0.091,0.107,0.092,0.125
1270,831.00,742.80,620,1.885,522.7,0.233,0.069,0.243,0.050,0.134,0.059,0.158,0.054
1271,1381.00,750.01,1154,1.841,523.0,0.284,0.089,0.166,0.053,0.142,0.077,0.112,0.077
1272,1036.00,749.91,665,1.389,523.0,0.678,0.017,0.068,0.000,0.102,0.068,0.051,0.017
1273,1460.00,758.58,1259,1.688,523.3,0.420,0.063,0.132,0.017,0.121,0.138,0.063,0.046
1274,1205.00,765.20,729,1.305,523.5,0.642,0.042,0.147,0.000,0.021,0.032,0.095,0.021
1275,1384.00,766.76,1058,1.708,523.7,0.427,0.112,0.146,0.028,0.062,0.135,0.079,0.011
1276,416.00,761.66,402,2.006,524.5,0.216,0.163,0.137,0.082,0.095,0.130,0.110,0.068
1277,299.00,750.93,274,1.961,525.0,0.242,0.142,0.103,0.057,0.096,0.114,0.167,0.078
1278,715.00,751.36,673,1.952,525.2,0.196,0.209,0.120,0.038,0.108,0.095,0.184,0.051
1279,1587.00,755.24,1315,1.958,525.6,0.209,0.201,0.138,0.059,0.092,0.079,0.142,0.079
1280,783.00,756.29,359,1.830,525.7,0.139,0.257,0.248,0.030,0.079,0.099,0.139,0.010
1281,604.00,756.44,476,1.855,525.9,0.100,0.263,0.200,0.013,0.138,0.087,0.175,0.025
1282,979.00,762.10,412,2.034,526.3,0.156,0.187,0.162,0.079,0.102,0.073,0.130,0.111
1283,446.00,759.45,442,2.030,526.7,0.180,0.149,0.180,0.059,0.122,0.086,0.167,0.059
1284,1159.00,761.27,940,2.005,526.9,0.220,0.157,0.126,0.039,0.102,0.142,0.126,0.087
1285,461.00,758.18,448,2.036,527.3,0.155,0.106,0.114,0.087,0.117,0.163,0.144,0.114
1286,900.00,756.45,610,1.932,527.4,0.089,0.196,0.161,0.036,0.054,0.232,0.161,0.071
1287,831.00,760.98,645,2.039,527.8,0.141,0.166,0.110,0.102,0.106,0.141,0.117,0.117
1288,1858.00,775.33,1713,1.923,527.9,0.108,0.140,0.129,0.043,0.108,0.226,0.118,0.129
1289,1132.00,785.78,1094,1.862,528.1,0.140,0.140,0.105,0.023,0.081,0.267,0.198,0.047
1290,692.00,785.16,442,2.017,528.4,0.116,0.133,0.129,0.037,0.129,0.191,0.162,0.104
1291,1124.00,792.11,789,1.867,528.6,0.147,0.147,0.138,0.009,0.055,0.239,0.220,0.046
1292,782.00,795.51,609,2.047,529.5,0.136,0.154,0.136,0.116,0.085,0.102,0.137,0.134
1293,886.00,799.35,750,1.909,529.9,0.200,0.174,0.123,0.103,0.077,0.132,0.132,0.058
1294,651.00,797.16,619,1.909,530.9,0.269,0.090,0.115,0.079,0.068,0.213,0.126,0.041
1295,1925.00,810.21,1327,1.732,531.2,0.244,0.095,0.132,0.021,0.054,0.347,0.062,0.045
1296,651.00,813.09,580,1.938,532.2,0.216,0.102,0.121,0.099,0.070,0.243,0.084,0.064
1297,1165.00,820.36,958,1.829,532.4,0.347,0.054,0.156,0.068,0.150,0.082,0.088,0.054
1298,898.00,813.42,785,1.902,532.8,0.247,0.088,0.138,0.096,0.197,0.054,0.117,0.063
1299,800.00,817.72,627,2.019,533.7,0.181,0.123,0.126,0.101,0.167,0.090,0.126,0.088
1300,379.00,814.19,364,1.970,534.1,0.203,0.084,0.111,0.108,0.155,0.095,0.193,0.051
1301,964.00,820.29,770,1.956,534.7,0.176,0.161,0.102,0.138,0.066,0.125,0.169,0.061
1302,733.00,824.14,595,1.965,535.2,0.158,0.161,0.103,0.126,0.090,0.094,0.177,0.090
1303,1298.00,830.77,1148,1.692,535.4,0.104,0.164,0.358,0.052,0.030,0.075,0.209,0.007
1304,563.00,831.27,507,1.939,535.8,0.166,0.139,0.197,0.085,0.049,0.081,0.251,0.031
1305,1618.00,835.33,1098,1.865,536.0,0.154,0.196,0.189,0.154,0.042,0.084,0.168,0.014
1306,386.00,830.72,338,2.021,536.4,0.163,0.125,0.128,0.178,0.078,0.128,0.141,0.059
1307,607.00,826.53,565,2.023,536.9,0.161,0.158,0.112,0.186,0.067,0.060,0.175,0.081
1308,826.00,825.81,800,1.986,537.2,0.138,0.194,0.121,0.186,0.036,0.097,0.150,0.077
1309,581.00,821.38,495,1.995,537.6,0.179,0.142,0.163,0.167,0.058,0.108,0.133,0.050
1310,797.00,825.02,742,2.037,538.3,0.154,0.164,0.150,0.152,0.074,0.115,0.115,0.078
1311,754.00,826.48,710,2.027,538.9,0.133,0.152,0.112,0.219,0.112,0.120,0.080,0.072
1312,769.00,830.15,562,2.051,539.5,0.147,0.130,0.098,0.232,0.103,0.108,0.088,0.095
1313,314.00,821.87,314,2.052,539.9,0.127,0.188,0.094,0.174,0.091,0.094,0.127,0.105
1314,1001.00,824.47,795,2.050,540.4,0.118,0.142,0.112,0.170,0.104,0.118,0.090,0.145
1315,1167.00,826.65,1035,2.052,541.0,0.139,0.087,0.111,0.180,0.125,0.120,0.103,0.135
1316,842.00,823.50,761,2.011,541.3,0.142,0.118,0.123,0.198,0.094,0.099,0.104,0.123
1317,603.00,826.15,484,1.894,541.6,0.194,0.054,0.134,0.349,0.054,0.097,0.086,0.032
1318,1326.00,835.94,1120,1.867,541.8,0.127,0.036,0.091,0.300,0.055,0.127,0.218,0.045
1319,831.00,836.80,693,1.981,541.9,0.185,0.120,0.130,0.120,0.037,0.148,0.167,0.093
1320,811.00,832.43,694,1.949,542.2,0.233,0.060,0.150,0.105,0.068,0.083,0.211,0.090
1321,265.00,826.86,231,2.006,542.4,0.129,0.072,0.144,0.158,0.058,0.187,0.180,0.072
1322,645.00,831.82,625,2.044,542.8,0.154,0.095,0.114,0.132,0.084,0.147,0.165,0.110
1323,739.00,830.35,592,2.037,543.3,0.150,0.108,0.150,0.133,0.071,0.130,0.136,0.122
1324,905.00,834.81,836,2.024,543.8,0.153,0.134,0.103,0.100,0.094,0.163,0.131,0.122
1325,1339.00,844.28,1068,2.058,544.7,0.130,0.158,0.134,0.121,0.095,0.148,0.087,0.127
1326,784.00,843.00,559,2.034,545.0,0.115,0.148,0.148,0.091,0.134,0.148,0.062,0.153
1327,990.00,837.58,971,2.038,547.5,0.118,0.171,0.122,0.162,0.096,0.110,0.076,0.143
1328,693.00,835.67,576,1.894,548.1,0.114,0.161,0.100,0.091,0.108,0.269,0.080,0.078
1329,555.00,836.70,508,1.955,548.7,0.119,0.186,0.139,0.104,0.109,0.213,0.074,0.055
1330,1084.00,842.74,1005,1.658,548.8,0.220,0.085,0.134,0.061,0.037,0.341,0.110,0.012
1331,825.00,843.21,812,1.903,549.3,0.165,0.080,0.142,0.091,0.083,0.260,0.115,0.065
1332,1654.00,853.31,1327,1.686,549.5,0.167,0.118,0.157,0.039,0.029,0.343,0.098,0.049
1333,1093.00,857.74,913,1.884,549.9,0.154,0.077,0.196,0.074,0.070,0.270,0.112,0.046
1334,242.00,849.78,225,1.988,550.5,0.181,0.090,0.176,0.067,0.045,0.207,0.157,0.078
1335,1352.00,858.95,1209,1.847,550.7,0.175,0.133,0.083,0.075,0.050,0.267,0.167,0.050
1336,1305.00,862.70,1013,1.580,550.8,0.375,0.172,0.000,0.016,0.016,0.250,0.062,0.109
1337,934.00,863.76,798,1.897,551.2,0.176,0.130,0.118,0.057,0.050,0.260,0.126,0.084
1338,626.00,861.62,617,1.891,551.5,0.233,0.155,0.098,0.057,0.073,0.166,0.155,0.062
1339,827.00,861.68,642,1.615,551.7,0.400,0.074,0.168,0.011,0.021,0.137,0.095,0.095
1340,1246.00,866.70,1116,1.965,552.1,0.185,0.164,0.127,0.109,0.062,0.116,0.116,0.120
1341,794.00,865.30,736,1.910,552.4,0.262,0.139,0.112,0.064,0.048,0.166,0.128,0.080
1342,1385.00,865.92,1189,1.785,552.6,0.275,0.110,0.193,0.000,0.028,0.156,0.128,0.110
1343,1507.00,876.14,728,1.789,552.8,0.231,0.131,0.131,0.031,0.038,0.192,0.123,0.123
1344,800.00,877.22,724,1.915,553.1,0.206,0.137,0.157,0.025,0.034,0.118,0.147,0.176
1345,571.00,874.71,419,2.034,554.0,0.139,0.166,0.147,0.105,0.080,0.110,0.125,0.127
1346,674.00,877.24,663,2.027,555.2,0.162,0.160,0.152,0.083,0.106,0.092,0.119,0.126
1347,698.00,873.80,577,1.847,555.7,0.213,0.098,0.086,0.063,0.095,0.225,0.098,0.121
1348,1101.00,879.62,878,1.878,556.2,0.268,0.103,0.122,0.081,0.081,0.160,0.079,0.106
1349,969.00,884.24,732,1.616,556.5,0.370,0.043,0.071,0.038,0.114,0.234,0.082,0.049
1350,441.00,882.47,441,0.283,556.5,0.946,0.000,0.000,0.000,0.000,0.027,0.000,0.027
1351,411.00,881.90,0,0.292,556.6,0.971,0.000,0.000,0.000,0.000,0.000,0.000,0.029
1352,531.00,880.82,324,1.419,556.8,0.534,0.017,0.069,0.009,0.017,0.190,0.103,0.060
1353,289.00,875.56,252,1.908,557.4,0.310,0.071,0.116,0.043,0.086,0.123,0.156,0.096
1354,948.00,872.54,897,1.329,557.6,0.588,0.012,0.035,0.000,0.012,0.188,0.106,0.059
1355,1435.00,877.98,1282,1.234,557.7,0.672,0.034,0.034,0.017,0.000,0.121,0.052,0.069
1356,2446.00,892.46,1204,1.445,557.8,0.396,0.018,0.090,0.018,0.027,0.162,0.135,0.153
1357,787.00,893.30,765,1.647,558.3,0.427,0.036,0.094,0.003,0.072,0.140,0.085,0.143
1358,1778.00,900.54,1610,1.490,558.5,0.452,0.032,0.113,0.000,0.024,0.169,0.048,0.161
1359,562.00,900.14,530,1.861,559.0,0.311,0.043,0.149,0.054,0.070,0.170,0.095,0.108
1360,659.00,902.78,560,1.837,559.4,0.286,0.050,0.100,0.046,0.091,0.183,0.112,0.133
1361,1880.00,915.39,1644,1.800,559.7,0.281,0.073,0.057,0.026,0.135,0.146,0.104,0.177
1362,855.00,917.14,798,1.850,560.1,0.313,0.076,0.087,0.044,0.069,0.160,0.095,0.156
1363,625.00,913.03,541,2.000,560.9,0.214,0.109,0.111,0.077,0.133,0.109,0.105,0.141
1364,521.00,915.10,433,1.774,561.1,0.279,0.029,0.096,0.029,0.096,0.088,0.206,0.176
1365,1201.00,919.28,1059,1.789,561.4,0.264,0.059,0.075,0.071,0.134,0.071,0.121,0.205
1366,1341.00,920.69,889,1.209,561.6,0.576,0.020,0.051,0.010,0.010,0.051,0.081,0.202
1367,270.00,910.72,146,1.686,561.8,0.449,0.029,0.066,0.037,0.140,0.110,0.096,0.074
1368,295.00,908.19,272,1.869,562.1,0.351,0.079,0.147,0.037,0.094,0.089,0.110,0.094
1369,890.00,909.78,711,1.917,562.4,0.253,0.063,0.163,0.054,0.136,0.109,0.122,0.100
1370,998.00,911.45,715,1.860,562.8,0.312,0.071,0.152,0.076,0.094,0.116,0.098,0.080
1371,782.00,905.46,729,2.021,563.8,0.174,0.106,0.135,0.091,0.138,0.092,0.133,0.130
1372,1553.00,910.63,1339,1.928,564.1,0.202,0.039,0.145,0.035,0.145,0.154,0.105,0.175
1373,569.00,901.72,417,1.827,564.5,0.166,0.028,0.207,0.041,0.101,0.092,0.115,0.249
1374,538.00,895.05,504,2.013,565.1,0.105,0.076,0.197,0.070,0.130,0.121,0.170,0.130
1375,1142.00,892.63,893,1.838,565.4,0.113,0.027,0.167,0.059,0.108,0.124,0.177,0.226
1376,512.00,893.59,487,1.493,565.5,0.048,0.024,0.214,0.000,0.036,0.048,0.262,0.369
1377,478.00,895.38,431,1.945,566.0,0.064,0.071,0.244,0.061,0.099,0.115,0.192,0.154
1378,721.00,895.44,634,2.011,566.8,0.107,0.082,0.151,0.101,0.142,0.133,0.144,0.139
1379,523.00,884.80,453,1.953,567.1,0.062,0.045,0.209,0.062,0.107,0.192,0.147,0.175
1380,1831.00,895.28,1608,1.825,567.4,0.062,0.093,0.150,0.097,0.057,0.172,0.145,0.225
1381,509.00,894.33,478,1.959,567.8,0.110,0.083,0.106,0.087,0.106,0.173,0.138,0.197
1382,795.00,892.49,771,1.782,568.0,0.086,0.040,0.113,0.053,0.086,0.126,0.152,0.344
1383,635.00,894.38,618,2.014,568.4,0.104,0.104,0.115,0.122,0.093,0.144,0.156,0.163
1384,1430.00,897.09,887,1.670,568.7,0.122,0.081,0.095,0.047,0.041,0.101,0.115,0.399
1385,366.00,896.14,330,2.053,569.3,0.108,0.118,0.178,0.135,0.080,0.115,0.163,0.103
1386,778.00,894.92,444,1.844,569.4,0.028,0.183,0.165,0.055,0.055,0.110,0.101,0.303
1387,1261.00,899.22,1157,1.818,569.6,0.092,0.092,0.217,0.058,0.058,0.150,0.092,0.242
1388,1127.00,891.91,1074,1.845,569.8,0.044,0.059,0.265,0.081,0.118,0.096,0.176,0.162
