episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,opponent,current_lr,stay,north,east,south,west,random,home,prospect
901,2600.00,3904.16,0,1.124,1468.7,self-play,2.58e-04,0.003,0.000,0.349,0.277,0.000,0.000,0.000,0.370
902,1743.00,3881.21,0,1.125,1469.3,self-play,2.58e-04,0.020,0.000,0.392,0.322,0.000,0.000,0.000,0.266
903,2659.50,3857.45,5,1.174,1470.2,self-play,2.58e-04,0.021,0.000,0.246,0.380,0.000,0.000,0.000,0.352
904,1476.50,3829.03,0,1.208,1470.8,self-play,2.58e-04,0.042,0.000,0.278,0.373,0.000,0.000,0.000,0.307
905,3192.50,3798.40,0,1.219,1471.7,self-play,2.58e-04,0.045,0.007,0.299,0.299,0.000,0.000,0.000,0.351
906,1447.50,3783.50,50,1.274,1472.2,self-play,2.58e-04,0.098,0.000,0.280,0.228,0.000,0.000,0.000,0.394
907,1693.50,3760.66,83,1.314,1472.7,self-play,2.58e-04,0.213,0.000,0.324,0.147,0.000,0.000,0.000,0.316
908,1370.50,3741.05,0,1.310,1473.0,self-play,2.58e-04,0.160,0.000,0.377,0.236,0.000,0.000,0.000,0.226
909,2792.50,3746.32,0,1.301,1473.7,self-play,2.58e-04,0.101,0.000,0.318,0.182,0.000,0.000,0.000,0.399
910,2519.50,3735.43,0,1.373,1474.9,self-play,2.58e-04,0.111,0.016,0.340,0.191,0.000,0.000,0.000,0.342
911,1734.00,3716.83,8,1.290,1475.8,self-play,2.58e-04,0.171,0.000,0.400,0.196,0.000,0.000,0.000,0.233
912,3365.50,3728.18,0,1.271,1477.0,self-play,2.58e-04,0.080,0.014,0.310,0.219,0.000,0.000,0.000,0.378
913,1374.50,3698.32,0,1.262,1477.5,self-play,2.58e-04,0.062,0.000,0.375,0.284,0.000,0.000,0.000,0.278
914,1650.50,3674.91,25,1.317,1478.4,self-play,2.58e-04,0.116,0.007,0.327,0.289,0.000,0.000,0.000,0.261
915,3934.00,3676.24,0,1.312,1479.3,self-play,2.58e-04,0.102,0.003,0.268,0.272,0.000,0.000,0.000,0.355
916,2971.50,3682.55,0,1.342,1480.7,self-play,2.58e-04,0.157,0.009,0.310,0.280,0.000,0.000,0.000,0.245
917,3056.00,3701.97,0,1.313,1481.3,self-play,2.58e-04,0.230,0.000,0.346,0.277,0.000,0.000,0.000,0.147
918,3580.00,3726.30,0,1.352,1482.4,self-play,2.58e-04,0.195,0.019,0.219,0.245,0.000,0.000,0.000,0.323
919,3321.00,3748.18,0,1.307,1483.3,self-play,2.58e-04,0.232,0.007,0.265,0.302,0.000,0.000,0.000,0.195
920,4526.50,3753.68,0,1.351,1484.4,self-play,2.58e-04,0.167,0.014,0.299,0.203,0.000,0.000,0.000,0.318
921,2055.00,3747.70,0,1.224,1484.9,self-play,2.58e-04,0.268,0.000,0.390,0.256,0.000,0.000,0.000,0.085
922,1537.50,3727.38,0,1.235,1485.6,self-play,2.58e-04,0.216,0.000,0.481,0.173,0.000,0.000,0.000,0.130
923,3542.50,3720.99,0,1.354,1486.6,self-play,2.58e-04,0.239,0.000,0.330,0.224,0.000,0.000,0.000,0.207
924,2307.50,3677.51,0,1.172,1487.0,self-play,2.58e-04,0.250,0.000,0.481,0.222,0.000,0.000,0.000,0.046
925,4532.50,3652.55,0,1.311,1488.3,self-play,2.58e-04,0.255,0.006,0.367,0.236,0.000,0.000,0.000,0.135
926,8488.00,3685.72,0,1.318,1490.9,self-play,2.58e-04,0.126,0.042,0.335,0.183,0.000,0.000,0.000,0.314
927,1166.00,3605.24,114,1.166,1491.3,self-play,2.58e-04,0.129,0.000,0.424,0.235,0.000,0.000,0.000,0.212
928,5149.50,3609.18,5,1.035,1492.6,self-play,2.58e-04,0.023,0.002,0.425,0.119,0.000,0.000,0.000,0.430
929,8050.50,3662.56,0,1.194,1495.8,self-play,2.58e-04,0.041,0.039,0.412,0.146,0.000,0.000,0.000,0.362
930,2899.50,3657.89,0,0.842,1496.8,self-play,2.58e-04,0.017,0.000,0.432,0.051,0.000,0.000,0.000,0.500
931,2159.50,3612.36,0,0.815,1497.4,self-play,2.58e-04,0.000,0.000,0.341,0.057,0.000,0.000,0.000,0.602
932,2864.00,3590.07,56,0.940,1497.9,self-play,2.58e-04,0.000,0.000,0.373,0.065,0.000,0.000,0.000,0.562
933,7563.50,3597.41,0,1.312,1501.7,self-play,2.58e-04,0.062,0.099,0.484,0.141,0.000,0.000,0.000,0.215
934,2467.50,3574.69,11,1.360,1502.3,self-play,2.58e-04,0.065,0.009,0.267,0.259,0.000,0.000,0.000,0.401
935,2701.50,3556.91,0,1.453,1503.1,self-play,2.58e-04,0.202,0.028,0.210,0.290,0.000,0.000,0.000,0.270
936,2327.00,3527.74,29,1.343,1503.7,self-play,2.58e-04,0.155,0.006,0.190,0.414,0.000,0.000,0.000,0.236
937,2542.50,3497.30,0,1.474,1504.3,self-play,2.58e-04,0.149,0.045,0.199,0.299,0.000,0.000,0.000,0.308
938,988.00,3461.05,15,1.544,1505.0,self-play,2.58e-04,0.223,0.092,0.231,0.275,0.000,0.000,0.000,0.179
939,3055.50,3448.07,0,1.506,1506.0,self-play,2.58e-04,0.140,0.173,0.274,0.217,0.000,0.000,0.000,0.196
940,3632.50,3462.53,0,1.389,1506.5,self-play,2.58e-04,0.237,0.071,0.340,0.250,0.000,0.000,0.000,0.103
941,3580.00,3470.57,0,1.500,1507.6,self-play,2.58e-04,0.178,0.173,0.228,0.237,0.000,0.000,0.000,0.184
942,3892.50,3465.95,13,1.455,1508.4,self-play,2.58e-04,0.147,0.159,0.216,0.318,0.000,0.000,0.000,0.159
943,2284.50,3476.23,35,1.538,1509.4,self-play,2.58e-04,0.182,0.244,0.127,0.279,0.000,0.000,0.000,0.169
944,1640.50,3463.05,126,1.390,1509.8,self-play,2.58e-04,0.118,0.091,0.218,0.391,0.000,0.000,0.000,0.182
945,1648.50,3454.47,0,1.401,1510.5,self-play,2.58e-04,0.110,0.190,0.129,0.471,0.000,0.000,0.000,0.100
946,2184.50,3445.94,146,1.459,1511.2,self-play,2.58e-04,0.159,0.176,0.100,0.424,0.000,0.000,0.000,0.141
947,1347.00,3407.26,106,1.472,1511.8,self-play,2.58e-04,0.137,0.213,0.104,0.404,0.000,0.000,0.000,0.142
948,3168.00,3373.14,23,1.488,1514.0,self-play,2.58e-04,0.155,0.330,0.209,0.229,0.000,0.000,0.000,0.076
949,1743.50,3337.32,197,1.300,1514.4,self-play,2.58e-04,0.109,0.435,0.203,0.130,0.000,0.000,0.000,0.123
950,3322.50,3307.19,59,1.096,1516.7,self-play,2.58e-04,0.026,0.504,0.353,0.093,0.000,0.000,0.000,0.025
951,4292.00,3285.59,655,0.850,1518.2,self-play,2.58e-04,0.264,0.602,0.055,0.006,0.000,0.000,0.000,0.073
952,6612.00,3292.24,771,0.754,1520.4,self-play,2.58e-04,0.277,0.640,0.000,0.000,0.000,0.000,0.000,0.083
953,8467.50,3320.71,3089,0.650,1524.2,self-play,2.58e-04,0.435,0.565,0.000,0.000,0.000,0.000,0.000,0.000
954,4879.50,3326.64,736,0.594,1524.6,self-play,2.58e-04,0.367,0.633,0.000,0.000,0.000,0.000,0.000,0.000
955,2231.50,3281.68,594,0.650,1525.6,self-play,2.58e-04,0.410,0.590,0.000,0.000,0.000,0.000,0.000,0.000
956,3921.50,3282.82,838,0.596,1526.9,self-play,2.58e-04,0.314,0.686,0.000,0.000,0.000,0.000,0.000,0.000
957,1370.00,3258.16,9,0.591,1527.5,self-play,2.58e-04,0.322,0.678,0.000,0.000,0.000,0.000,0.000,0.000
958,2778.00,3260.10,0,0.664,1528.1,self-play,2.58e-04,0.456,0.544,0.000,0.000,0.000,0.000,0.000,0.000
959,2178.50,3242.79,0,0.654,1528.6,self-play,2.58e-04,0.418,0.576,0.000,0.000,0.000,0.000,0.000,0.006
960,2765.50,3240.66,359,0.582,1529.2,self-play,2.58e-04,0.269,0.731,0.000,0.000,0.000,0.000,0.000,0.000
961,1471.00,3184.89,392,0.632,1530.0,self-play,2.58e-04,0.598,0.402,0.000,0.000,0.000,0.000,0.000,0.000
962,2779.50,3186.19,620,0.615,1531.0,self-play,2.58e-04,0.510,0.488,0.000,0.003,0.000,0.000,0.000,0.000
963,905.50,3156.43,0,0.649,1531.7,self-play,2.58e-04,0.555,0.441,0.000,0.000,0.000,0.000,0.000,0.004
964,4078.00,3156.95,1094,0.656,1533.7,self-play,2.58e-04,0.606,0.389,0.003,0.000,0.000,0.000,0.000,0.002
965,4183.00,3185.22,1046,0.674,1534.6,self-play,2.58e-04,0.607,0.393,0.000,0.000,0.000,0.000,0.000,0.000
966,3999.50,3182.84,1042,0.689,1535.9,self-play,2.58e-04,0.570,0.428,0.000,0.000,0.000,0.000,0.000,0.002
967,4375.50,3182.46,1431,0.666,1537.4,self-play,2.58e-04,0.481,0.515,0.000,0.000,0.000,0.000,0.000,0.004
968,4627.00,3163.07,1388,0.648,1538.2,self-play,2.58e-04,0.554,0.446,0.000,0.000,0.000,0.000,0.000,0.000
969,1574.00,3143.61,227,0.683,1539.1,self-play,2.58e-04,0.604,0.396,0.000,0.000,0.000,0.000,0.000,0.000
970,4659.00,3140.07,1146,0.646,1539.8,self-play,2.58e-04,0.443,0.557,0.000,0.000,0.000,0.000,0.000,0.000
971,3044.00,3099.70,404,0.682,1540.8,self-play,2.58e-04,0.517,0.483,0.000,0.000,0.000,0.000,0.000,0.000
972,4804.50,3116.07,1607,0.688,1542.8,self-play,2.58e-04,0.382,0.613,0.000,0.000,0.000,0.000,0.000,0.005
973,9307.00,3155.17,2689,0.630,1544.4,self-play,2.58e-04,0.421,0.566,0.000,0.002,0.000,0.000,0.000,0.010
974,2530.00,3144.18,197,0.358,1545.3,self-play,2.58e-04,0.130,0.870,0.000,0.000,0.000,0.000,0.000,0.000
975,3445.50,3151.95,0,0.550,1545.9,self-play,2.58e-04,0.264,0.736,0.000,0.000,0.000,0.000,0.000,0.000
976,11644.00,3257.47,2321,0.708,1548.4,self-play,2.58e-04,0.528,0.453,0.000,0.001,0.000,0.000,0.000,0.017
977,4034.50,3241.69,701,0.641,1549.3,self-play,2.58e-04,0.569,0.431,0.000,0.000,0.000,0.000,0.000,0.000
978,3835.50,3251.73,1190,0.638,1550.3,self-play,2.58e-04,0.413,0.587,0.000,0.000,0.000,0.000,0.000,0.000
979,5148.50,3288.41,1711,0.575,1551.4,self-play,2.58e-04,0.384,0.613,0.000,0.003,0.000,0.000,0.000,0.000
980,5421.00,3297.91,1638,0.651,1553.1,self-play,2.58e-04,0.396,0.600,0.000,0.000,0.000,0.000,0.000,0.004
981,1828.00,3280.59,0,0.672,1553.6,self-play,2.58e-04,0.316,0.684,0.000,0.000,0.000,0.000,0.000,0.000
982,9112.00,3341.92,3250,0.689,1555.5,self-play,2.58e-04,0.689,0.289,0.000,0.002,0.000,0.000,0.000,0.020
983,1617.50,3330.71,0,0.448,1556.1,self-play,2.58e-04,0.758,0.242,0.000,0.000,0.000,0.000,0.000,0.000
984,689.00,3315.57,0,0.322,1556.8,self-play,2.58e-04,0.901,0.095,0.000,0.000,0.000,0.000,0.000,0.005
985,1124.00,3279.78,0,0.326,1557.5,self-play,2.58e-04,0.948,0.052,0.000,0.000,0.000,0.000,0.000,0.000
986,1291.00,3292.69,0,0.582,1558.6,self-play,2.58e-04,0.874,0.105,0.000,0.000,0.000,0.000,0.000,0.021
987,5739.50,3328.60,1296,0.740,1559.7,self-play,2.58e-04,0.609,0.367,0.000,0.000,0.000,0.000,0.000,0.024
988,1223.50,3327.58,0,0.676,1560.1,self-play,2.58e-04,0.355,0.645,0.000,0.000,0.000,0.000,0.000,0.000
989,2318.50,3318.74,0,0.700,1560.6,self-play,2.58e-04,0.425,0.567,0.000,0.000,0.000,0.000,0.000,0.008
990,9620.00,3372.91,2699,0.707,1563.3,self-play,2.58e-04,0.602,0.368,0.000,0.001,0.000,0.000,0.000,0.028
991,2934.00,3377.23,814,0.579,1564.1,self-play,2.58e-04,0.864,0.123,0.000,0.000,0.000,0.000,0.000,0.012
992,4099.50,3380.78,868,0.618,1564.7,self-play,2.58e-04,0.810,0.180,0.000,0.000,0.000,0.000,0.000,0.010
993,7803.50,3419.58,2143,0.738,1566.4,self-play,2.58e-04,0.634,0.320,0.000,0.000,0.000,0.000,0.000,0.047
994,2181.50,3398.99,287,0.545,1567.1,self-play,2.58e-04,0.118,0.873,0.000,0.000,0.000,0.000,0.000,0.010
995,4800.50,3425.84,520,0.760,1567.8,self-play,2.58e-04,0.534,0.422,0.000,0.000,0.000,0.000,0.000,0.044
996,7060.50,3478.88,1799,0.922,1569.7,self-play,2.58e-04,0.469,0.449,0.000,0.000,0.000,0.000,0.000,0.082
997,4680.00,3492.49,694,0.559,1570.4,self-play,2.58e-04,0.220,0.745,0.000,0.000,0.000,0.000,0.000,0.035
998,6406.50,3507.73,1410,0.874,1571.5,self-play,2.58e-04,0.436,0.495,0.000,0.000,0.000,0.000,0.000,0.069
999,3357.00,3515.74,0,0.846,1572.0,self-play,2.58e-04,0.281,0.612,0.000,0.000,0.000,0.000,0.000,0.108
1000,4768.50,3538.67,0,0.997,1573.4,self-play,2.50e-04,0.218,0.513,0.000,0.000,0.000,0.000,0.000,0.269
1001,5721.50,3569.89,632,0.983,1574.7,self-play,2.50e-04,0.185,0.509,0.000,0.000,0.000,0.000,0.000,0.306
1002,6811.50,3620.57,630,1.053,1576.7,self-play,2.50e-04,0.275,0.408,0.000,0.001,0.000,0.000,0.000,0.315
1003,8033.00,3674.30,2169,0.880,1578.0,self-play,2.50e-04,0.368,0.235,0.000,0.000,0.000,0.000,0.000,0.397
1004,5342.50,3712.97,1995,0.833,1578.2,self-play,2.50e-04,0.654,0.010,0.000,0.000,0.000,0.000,0.000,0.337
1005,7017.50,3751.22,1200,0.859,1578.8,self-play,2.50e-04,0.460,0.033,0.000,0.000,0.000,0.000,0.000,0.507
1006,11858.00,3855.32,2781,0.946,1579.9,self-play,2.50e-04,0.527,0.084,0.000,0.000,0.000,0.000,0.000,0.389
1007,14468.50,3983.07,3706,0.950,1581.4,self-play,2.50e-04,0.512,0.111,0.000,0.000,0.000,0.000,0.000,0.377
1008,6999.50,4039.36,1118,0.978,1582.0,self-play,2.50e-04,0.408,0.196,0.000,0.000,0.000,0.000,0.000,0.396
1009,6642.00,4077.86,1717,1.016,1582.7,self-play,2.50e-04,0.422,0.178,0.000,0.000,0.000,0.000,0.000,0.401
1010,9514.00,4147.80,1819,1.036,1583.6,self-play,2.50e-04,0.390,0.228,0.000,0.000,0.000,0.000,0.000,0.382
1011,3719.50,4167.65,441,0.967,1584.0,self-play,2.50e-04,0.331,0.231,0.000,0.000,0.000,0.000,0.000,0.438
1012,3414.50,4168.15,147,0.804,1584.4,self-play,2.50e-04,0.074,0.184,0.000,0.000,0.000,0.000,0.000,0.743
1013,5804.50,4212.44,481,0.930,1585.1,self-play,2.50e-04,0.118,0.196,0.000,0.000,0.000,0.000,0.000,0.686
1014,10045.50,4296.40,1210,1.028,1586.4,self-play,2.50e-04,0.268,0.273,0.000,0.004,0.000,0.000,0.000,0.455
1015,6700.00,4324.06,1232,1.043,1587.0,self-play,2.50e-04,0.373,0.205,0.000,0.000,0.000,0.000,0.000,0.422
1016,2765.00,4321.99,0,1.050,1587.3,self-play,2.50e-04,0.287,0.393,0.000,0.000,0.000,0.000,0.000,0.320
1017,4042.50,4331.85,135,1.059,1587.6,self-play,2.50e-04,0.355,0.264,0.000,0.000,0.000,0.000,0.000,0.382
1018,3166.00,4327.72,184,1.069,1587.9,self-play,2.50e-04,0.295,0.318,0.000,0.000,0.000,0.000,0.000,0.388
1019,7178.00,4366.28,1837,1.060,1588.6,self-play,2.50e-04,0.404,0.193,0.000,0.000,0.000,0.000,0.000,0.404
1020,3532.50,4356.35,33,1.071,1589.1,self-play,2.50e-04,0.364,0.283,0.000,0.000,0.000,0.000,0.000,0.354
1021,6048.50,4396.28,1082,1.066,1589.8,self-play,2.50e-04,0.426,0.275,0.000,0.000,0.000,0.000,0.000,0.298
1022,5293.50,4433.84,444,1.045,1590.7,self-play,2.50e-04,0.270,0.307,0.000,0.000,0.000,0.000,0.000,0.423
1023,8974.50,4488.16,827,1.143,1592.8,self-play,2.50e-04,0.285,0.390,0.021,0.010,0.000,0.003,0.000,0.290
1024,7702.50,4542.11,1767,0.998,1593.8,self-play,2.50e-04,0.285,0.345,0.003,0.003,0.000,0.000,0.000,0.365
1025,5507.50,4551.86,0,1.008,1594.8,self-play,2.50e-04,0.228,0.347,0.000,0.000,0.000,0.000,0.000,0.425
1026,3598.50,4502.97,0,0.903,1595.3,self-play,2.50e-04,0.274,0.417,0.000,0.000,0.000,0.000,0.000,0.309
1027,10906.50,4600.37,2274,0.869,1596.7,self-play,2.50e-04,0.400,0.464,0.003,0.002,0.000,0.000,0.000,0.130
1028,5886.00,4607.73,942,0.685,1597.4,self-play,2.50e-04,0.511,0.470,0.000,0.000,0.000,0.000,0.000,0.019
1029,1445.00,4541.68,22,0.646,1597.8,self-play,2.50e-04,0.328,0.661,0.000,0.000,0.000,0.000,0.000,0.011
1030,5420.50,4566.89,1016,0.741,1598.5,self-play,2.50e-04,0.249,0.726,0.000,0.000,0.000,0.000,0.000,0.025
1031,6538.50,4610.68,1210,0.951,1599.5,self-play,2.50e-04,0.342,0.477,0.000,0.000,0.000,0.000,0.000,0.182
1032,10074.50,4682.78,2000,1.066,1601.7,self-play,2.50e-04,0.394,0.391,0.003,0.006,0.000,0.001,0.000,0.204
1033,3084.00,4637.99,0,0.936,1602.0,self-play,2.50e-04,0.341,0.571,0.000,0.000,0.000,0.000,0.000,0.087
1034,6060.50,4673.92,611,0.911,1603.0,self-play,2.50e-04,0.569,0.300,0.000,0.000,0.000,0.000,0.000,0.131
1035,5697.50,4703.88,1190,0.957,1603.2,self-play,2.50e-04,0.469,0.395,0.000,0.000,0.000,0.000,0.000,0.136
1036,4125.00,4721.86,0,0.982,1604.1,self-play,2.50e-04,0.228,0.519,0.000,0.000,0.000,0.000,0.000,0.253
1037,2011.50,4716.55,201,0.926,1604.3,self-play,2.50e-04,0.149,0.605,0.000,0.000,0.000,0.000,0.000,0.246
1038,4533.50,4752.01,643,1.063,1605.0,self-play,2.50e-04,0.335,0.358,0.000,0.000,0.000,0.000,0.000,0.307
1039,5965.00,4781.10,546,1.016,1606.4,self-play,2.50e-04,0.275,0.488,0.000,0.000,0.000,0.000,0.000,0.237
1040,10822.00,4852.99,2103,0.983,1607.6,self-play,2.50e-04,0.394,0.323,0.000,0.000,0.000,0.000,0.000,0.283
1041,1557.50,4832.77,182,0.994,1607.9,self-play,2.50e-04,0.178,0.456,0.000,0.000,0.000,0.000,0.000,0.367
1042,4933.00,4843.18,0,0.971,1608.9,self-play,2.50e-04,0.154,0.406,0.000,0.000,0.000,0.000,0.000,0.441
1043,9346.00,4913.79,1995,1.024,1610.3,self-play,2.50e-04,0.273,0.354,0.000,0.000,0.000,0.000,0.000,0.373
1044,4251.50,4939.90,62,1.039,1610.7,self-play,2.50e-04,0.234,0.285,0.000,0.000,0.000,0.000,0.000,0.481
1045,5891.50,4982.33,1290,1.056,1611.1,self-play,2.50e-04,0.347,0.190,0.000,0.000,0.000,0.000,0.000,0.463
1046,6433.50,5024.82,1142,1.015,1612.2,self-play,2.50e-04,0.401,0.311,0.000,0.000,0.000,0.000,0.000,0.287
1047,5602.50,5067.38,565,0.802,1613.8,self-play,2.50e-04,0.197,0.493,0.000,0.000,0.000,0.000,0.000,0.310
1048,3920.00,5074.90,40,0.463,1614.3,self-play,2.50e-04,0.057,0.159,0.000,0.000,0.000,0.000,0.000,0.784
1049,5603.00,5113.49,0,0.558,1615.4,self-play,2.50e-04,0.071,0.297,0.000,0.000,0.000,0.000,0.000,0.632
1050,3725.50,5117.52,0,0.613,1616.1,self-play,2.50e-04,0.018,0.100,0.000,0.000,0.000,0.000,0.000,0.882
1051,6380.00,5138.40,0,0.900,1617.0,self-play,2.50e-04,0.129,0.346,0.000,0.000,0.000,0.000,0.000,0.525
1052,6765.00,5139.93,868,1.018,1618.2,self-play,2.50e-04,0.256,0.417,0.000,0.000,0.000,0.002,0.000,0.324
1053,4330.00,5098.56,0,0.960,1618.5,self-play,2.50e-04,0.252,0.282,0.000,0.000,0.000,0.000,0.000,0.466
1054,6825.00,5118.01,1293,0.926,1619.3,self-play,2.50e-04,0.221,0.389,0.000,0.000,0.000,0.000,0.000,0.389
1055,4002.50,5135.72,348,0.817,1619.8,self-play,2.50e-04,0.161,0.219,0.000,0.000,0.000,0.000,0.000,0.620
1056,4716.50,5143.67,950,0.919,1620.7,self-play,2.50e-04,0.317,0.263,0.000,0.000,0.000,0.000,0.000,0.420
1057,3440.00,5164.37,503,0.852,1621.1,self-play,2.50e-04,0.135,0.365,0.000,0.000,0.000,0.000,0.000,0.500
1058,1770.50,5154.30,2,0.517,1621.6,self-play,2.50e-04,0.082,0.827,0.000,0.000,0.000,0.000,0.000,0.092
1059,1116.00,5143.67,0,0.604,1622.3,self-play,2.50e-04,0.089,0.829,0.000,0.000,0.000,0.000,0.000,0.082
1060,1618.00,5132.19,148,0.736,1622.7,self-play,2.50e-04,0.076,0.785,0.000,0.000,0.000,0.000,0.000,0.139
1061,1686.00,5134.35,0,0.893,1623.1,self-play,2.50e-04,0.172,0.697,0.000,0.000,0.000,0.000,0.000,0.131
1062,3010.00,5136.65,0,0.905,1623.6,self-play,2.50e-04,0.368,0.543,0.000,0.000,0.000,0.000,0.000,0.090
1063,2480.50,5152.40,0,1.042,1624.1,self-play,2.50e-04,0.337,0.500,0.000,0.000,0.000,0.000,0.000,0.163
1064,5510.00,5166.72,937,1.060,1624.5,self-play,2.50e-04,0.361,0.405,0.000,0.000,0.000,0.000,0.000,0.234
1065,2444.00,5149.33,329,1.043,1625.0,self-play,2.50e-04,0.207,0.520,0.000,0.000,0.000,0.000,0.000,0.274
1066,3386.50,5143.20,0,1.060,1625.4,self-play,2.50e-04,0.267,0.474,0.000,0.000,0.000,0.000,0.000,0.259
1067,3805.50,5137.50,466,1.074,1625.9,self-play,2.50e-04,0.341,0.303,0.000,0.000,0.000,0.000,0.000,0.355
1068,11044.50,5201.68,3527,0.961,1628.0,self-play,2.50e-04,0.522,0.268,0.000,0.000,0.000,0.001,0.000,0.208
1069,7058.00,5256.52,1963,1.020,1628.6,self-play,2.50e-04,0.379,0.249,0.000,0.000,0.000,0.000,0.000,0.372
1070,2655.00,5236.48,0,1.039,1629.1,self-play,2.50e-04,0.379,0.416,0.000,0.000,0.000,0.000,0.000,0.205
1071,5258.00,5258.61,495,1.059,1630.4,self-play,2.50e-04,0.335,0.385,0.000,0.000,0.000,0.000,0.000,0.281
1072,6905.00,5279.62,1638,1.019,1630.6,self-play,2.50e-04,0.490,0.337,0.000,0.000,0.000,0.000,0.000,0.173
1073,5732.00,5243.87,614,1.027,1631.1,self-play,2.50e-04,0.273,0.278,0.000,0.000,0.000,0.000,0.000,0.448
1074,8730.50,5305.88,1079,1.028,1631.9,self-play,2.50e-04,0.302,0.269,0.000,0.000,0.000,0.000,0.000,0.429
1075,5132.00,5322.74,0,1.044,1633.2,self-play,2.50e-04,0.286,0.376,0.000,0.000,0.000,0.000,0.000,0.338
1076,3330.00,5239.60,453,0.935,1633.6,self-play,2.50e-04,0.193,0.413,0.000,0.000,0.000,0.000,0.000,0.393
1077,4961.00,5248.86,882,0.704,1634.0,self-play,2.50e-04,0.359,0.042,0.000,0.000,0.000,0.000,0.000,0.599
1078,7776.50,5288.27,1867,0.672,1635.0,self-play,2.50e-04,0.451,0.013,0.000,0.000,0.000,0.000,0.000,0.536
1079,4198.00,5278.77,869,0.545,1635.4,self-play,2.50e-04,0.701,0.000,0.000,0.000,0.000,0.000,0.000,0.299
1080,4382.00,5268.38,734,0.655,1635.8,self-play,2.50e-04,0.701,0.000,0.000,0.000,0.000,0.000,0.000,0.299
1081,634.50,5256.44,0,0.195,1635.9,self-play,2.50e-04,0.974,0.000,0.000,0.000,0.000,0.000,0.000,0.026
1082,19061.00,5355.94,4360,0.640,1638.6,self-play,2.50e-04,0.665,0.032,0.000,0.000,0.000,0.000,0.000,0.304
1083,2210.00,5361.86,836,0.540,1638.8,self-play,2.50e-04,0.838,0.000,0.000,0.000,0.000,0.000,0.000,0.163
1084,8679.50,5441.77,1872,0.790,1639.9,self-play,2.50e-04,0.491,0.049,0.000,0.000,0.000,0.000,0.000,0.460
1085,4176.50,5472.29,702,0.784,1640.5,self-play,2.50e-04,0.675,0.063,0.000,0.000,0.000,0.000,0.000,0.262
1086,11171.50,5571.10,2455,0.810,1641.7,self-play,2.50e-04,0.408,0.057,0.000,0.000,0.000,0.000,0.000,0.535
1087,7998.50,5593.69,2044,0.957,1643.0,self-play,2.50e-04,0.370,0.123,0.000,0.000,0.000,0.000,0.000,0.507
1088,5669.00,5638.14,987,0.979,1643.4,self-play,2.50e-04,0.384,0.226,0.000,0.000,0.000,0.000,0.000,0.390
1089,3324.50,5648.20,0,0.903,1644.2,self-play,2.50e-04,0.096,0.497,0.000,0.000,0.000,0.000,0.000,0.407
1090,1303.50,5565.03,0,0.881,1644.6,self-play,2.50e-04,0.129,0.565,0.000,0.000,0.000,0.000,0.000,0.306
1091,2317.50,5558.87,142,0.932,1644.9,self-play,2.50e-04,0.185,0.508,0.000,0.000,0.000,0.000,0.000,0.306
1092,7805.00,5595.93,707,1.081,1646.1,self-play,2.50e-04,0.244,0.305,0.000,0.002,0.000,0.000,0.000,0.450
1093,4964.50,5567.53,596,1.057,1646.7,self-play,2.50e-04,0.278,0.456,0.000,0.000,0.000,0.000,0.000,0.266
1094,8788.50,5633.60,1545,0.601,1647.2,self-play,2.50e-04,0.500,0.307,0.000,0.000,0.000,0.000,0.000,0.193
1095,4999.50,5635.60,1496,0.648,1648.0,self-play,2.50e-04,0.825,0.042,0.000,0.000,0.000,0.000,0.000,0.133
1096,2067.50,5585.66,797,0.380,1648.2,self-play,2.50e-04,0.831,0.065,0.000,0.000,0.000,0.000,0.000,0.104
1097,1207.50,5550.94,0,0.195,1648.6,self-play,2.50e-04,0.955,0.037,0.000,0.000,0.000,0.000,0.000,0.007
1098,505.00,5491.93,0,0.284,1648.8,self-play,2.50e-04,0.944,0.047,0.000,0.000,0.000,0.000,0.000,0.009
1099,1239.00,5470.74,0,0.382,1649.1,self-play,2.50e-04,0.912,0.088,0.000,0.000,0.000,0.000,0.000,0.000
1100,4523.50,5468.30,719,0.689,1649.9,self-play,2.42e-04,0.766,0.199,0.000,0.006,0.000,0.000,0.000,0.028
1101,4935.50,5460.44,710,0.704,1650.7,self-play,2.42e-04,0.654,0.332,0.000,0.000,0.000,0.000,0.000,0.014
1102,6482.50,5457.15,1672,0.712,1651.4,self-play,2.42e-04,0.763,0.217,0.000,0.000,0.000,0.000,0.000,0.020
1103,1061.00,5387.43,0,0.626,1651.9,self-play,2.42e-04,0.627,0.346,0.000,0.000,0.000,0.000,0.000,0.026
1104,3355.00,5367.55,767,0.730,1652.1,self-play,2.42e-04,0.835,0.124,0.000,0.000,0.000,0.000,0.000,0.041
1105,2677.50,5324.15,0,0.793,1652.5,self-play,2.42e-04,0.767,0.178,0.000,0.000,0.000,0.000,0.000,0.054
1106,5956.50,5265.14,1362,1.012,1653.4,self-play,2.42e-04,0.493,0.367,0.000,0.003,0.000,0.000,0.000,0.136
1107,5735.00,5177.80,944,1.039,1654.2,self-play,2.42e-04,0.466,0.334,0.000,0.006,0.000,0.000,0.000,0.193
1108,10749.50,5215.30,3046,1.017,1656.1,self-play,2.42e-04,0.465,0.356,0.000,0.006,0.000,0.001,0.000,0.171
