episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,opponent,current_lr,stay,north,east,south,west,random,home,prospect
1109,2195.50,5170.84,132,1.032,1656.5,self-play,2.42e-04,0.333,0.488,0.000,0.000,0.000,0.000,0.000,0.178
1110,13173.50,5207.43,3690,0.767,1659.7,self-play,2.42e-04,0.635,0.253,0.000,0.000,0.000,0.000,0.000,0.113
1111,6238.50,5232.62,1797,0.632,1659.9,self-play,2.42e-04,0.593,0.012,0.000,0.000,0.000,0.000,0.000,0.395
1112,2670.50,5225.18,745,0.348,1660.1,self-play,2.42e-04,0.824,0.000,0.000,0.000,0.000,0.000,0.000,0.176
1113,1855.00,5185.69,0,0.536,1660.5,self-play,2.42e-04,0.875,0.000,0.000,0.000,0.000,0.000,0.000,0.125
1114,5947.50,5144.70,1401,0.650,1660.9,self-play,2.42e-04,0.715,0.000,0.000,0.000,0.000,0.000,0.000,0.285
1115,6729.00,5144.99,1675,0.702,1661.5,self-play,2.42e-04,0.592,0.004,0.000,0.000,0.000,0.000,0.000,0.404
1116,8495.00,5202.30,1332,0.691,1662.3,self-play,2.42e-04,0.453,0.003,0.000,0.000,0.000,0.000,0.000,0.544
1117,9860.00,5260.47,2182,0.660,1663.2,self-play,2.42e-04,0.604,0.006,0.000,0.000,0.000,0.000,0.000,0.390
1118,25890.00,5487.71,6812,0.842,1667.1,self-play,2.42e-04,0.526,0.062,0.000,0.000,0.000,0.000,0.000,0.412
1119,8903.00,5504.96,1446,0.644,1668.1,self-play,2.42e-04,0.425,0.023,0.000,0.000,0.000,0.000,0.000,0.552
1120,9683.50,5566.47,2122,0.607,1669.2,self-play,2.42e-04,0.350,0.000,0.000,0.000,0.000,0.000,0.000,0.650
1121,6572.50,5571.71,1488,0.637,1669.6,self-play,2.42e-04,0.471,0.000,0.000,0.000,0.000,0.000,0.000,0.529
1122,5669.50,5575.47,1869,0.619,1670.1,self-play,2.42e-04,0.679,0.000,0.000,0.000,0.000,0.000,0.000,0.321
1123,5382.50,5539.55,1008,0.659,1670.9,self-play,2.42e-04,0.476,0.000,0.000,0.000,0.000,0.000,0.000,0.524
1124,8971.00,5552.23,2820,0.660,1671.5,self-play,2.42e-04,0.488,0.000,0.000,0.000,0.000,0.000,0.000,0.512
1125,7250.00,5569.66,1439,0.603,1672.3,self-play,2.42e-04,0.597,0.004,0.000,0.000,0.000,0.000,0.000,0.399
1126,16234.00,5696.02,3912,0.647,1674.3,self-play,2.42e-04,0.567,0.004,0.000,0.000,0.000,0.000,0.000,0.429
1127,529.50,5592.24,0,0.153,1674.4,self-play,2.42e-04,0.977,0.000,0.000,0.000,0.000,0.000,0.000,0.023
1128,17052.50,5703.91,3931,0.641,1677.4,self-play,2.42e-04,0.618,0.018,0.000,0.000,0.000,0.000,0.000,0.364
1129,7389.50,5763.35,2038,0.654,1678.2,self-play,2.42e-04,0.567,0.004,0.000,0.000,0.000,0.000,0.000,0.429
1130,6751.00,5776.66,965,0.830,1679.3,self-play,2.42e-04,0.426,0.034,0.000,0.000,0.000,0.000,0.000,0.539
1131,5510.50,5766.38,1487,0.984,1679.6,self-play,2.42e-04,0.545,0.236,0.000,0.009,0.000,0.000,0.000,0.209
1132,17054.00,5836.18,4861,0.806,1681.5,self-play,2.42e-04,0.431,0.058,0.000,0.004,0.000,0.000,0.000,0.507
1133,3140.00,5836.73,37,1.098,1682.5,self-play,2.42e-04,0.390,0.010,0.000,0.269,0.000,0.000,0.000,0.331
1134,2794.50,5804.07,161,1.187,1683.1,self-play,2.42e-04,0.138,0.050,0.000,0.306,0.000,0.000,0.000,0.506
1135,3497.00,5782.07,0,1.297,1683.6,self-play,2.42e-04,0.198,0.136,0.000,0.327,0.000,0.000,0.000,0.340
1136,3175.00,5772.57,129,1.309,1684.4,self-play,2.42e-04,0.307,0.111,0.000,0.231,0.000,0.000,0.000,0.352
1137,4798.50,5800.44,59,1.305,1685.2,self-play,2.42e-04,0.366,0.074,0.000,0.272,0.000,0.000,0.000,0.287
1138,5411.50,5809.22,788,1.281,1686.3,self-play,2.42e-04,0.347,0.128,0.000,0.243,0.000,0.000,0.000,0.281
1139,4228.50,5791.85,800,1.307,1687.1,self-play,2.42e-04,0.377,0.131,0.000,0.234,0.000,0.000,0.000,0.258
1140,3717.50,5720.81,396,1.355,1687.4,self-play,2.42e-04,0.360,0.167,0.000,0.237,0.000,0.000,0.000,0.237
1141,4959.50,5754.83,1024,1.186,1688.3,self-play,2.42e-04,0.317,0.162,0.000,0.119,0.000,0.000,0.000,0.403
1142,12393.50,5829.44,1909,1.064,1691.2,self-play,2.42e-04,0.411,0.260,0.000,0.102,0.000,0.000,0.000,0.227
1143,3348.50,5769.46,352,1.195,1691.9,self-play,2.42e-04,0.166,0.236,0.000,0.296,0.000,0.000,0.000,0.302
1144,3696.50,5763.91,197,1.269,1692.5,self-play,2.42e-04,0.178,0.393,0.000,0.147,0.000,0.000,0.000,0.283
1145,3583.00,5740.82,7,1.279,1693.2,self-play,2.42e-04,0.227,0.218,0.000,0.303,0.000,0.000,0.000,0.252
1146,1772.50,5694.22,24,1.192,1693.9,self-play,2.42e-04,0.263,0.236,0.000,0.251,0.000,0.000,0.000,0.251
1147,4648.00,5684.67,734,1.185,1694.6,self-play,2.42e-04,0.336,0.211,0.000,0.082,0.000,0.000,0.000,0.371
1148,3771.50,5683.19,859,1.248,1695.4,self-play,2.42e-04,0.358,0.384,0.000,0.049,0.000,0.000,0.000,0.209
1149,5069.50,5677.85,67,1.316,1696.1,self-play,2.42e-04,0.339,0.267,0.000,0.181,0.000,0.000,0.000,0.213
1150,4625.50,5686.85,19,1.320,1696.7,self-play,2.42e-04,0.242,0.336,0.000,0.184,0.000,0.000,0.000,0.238
1151,5701.50,5680.06,701,1.323,1697.5,self-play,2.42e-04,0.249,0.291,0.000,0.199,0.000,0.000,0.000,0.261
1152,4866.50,5661.08,200,1.274,1698.0,self-play,2.42e-04,0.280,0.140,0.000,0.235,0.000,0.000,0.000,0.345
1153,14685.00,5764.63,2244,1.262,1700.1,self-play,2.42e-04,0.373,0.196,0.005,0.130,0.000,0.001,0.000,0.295
1154,5512.50,5751.51,667,1.312,1700.8,self-play,2.42e-04,0.330,0.138,0.000,0.167,0.000,0.000,0.000,0.365
1155,7039.50,5781.88,1258,1.260,1702.3,self-play,2.42e-04,0.356,0.179,0.000,0.122,0.000,0.000,0.000,0.344
1156,2085.00,5755.56,214,1.348,1702.6,self-play,2.42e-04,0.174,0.505,0.000,0.193,0.000,0.000,0.000,0.128
1157,4035.50,5761.52,30,1.319,1703.3,self-play,2.42e-04,0.292,0.165,0.000,0.186,0.000,0.000,0.000,0.357
1158,7172.50,5815.53,1320,1.271,1704.4,self-play,2.42e-04,0.249,0.177,0.000,0.173,0.000,0.000,0.000,0.401
1159,13227.00,5936.65,2412,1.244,1706.7,self-play,2.42e-04,0.360,0.238,0.000,0.127,0.000,0.000,0.000,0.274
1160,4219.00,5962.65,13,1.347,1707.6,self-play,2.42e-04,0.223,0.269,0.000,0.362,0.000,0.000,0.000,0.146
1161,2254.00,5968.34,14,1.304,1708.4,self-play,2.42e-04,0.217,0.258,0.000,0.388,0.000,0.000,0.000,0.136
1162,2754.50,5965.78,45,1.264,1708.9,self-play,2.42e-04,0.196,0.289,0.000,0.392,0.000,0.000,0.000,0.123
1163,8563.50,6026.61,89,1.262,1710.7,self-play,2.42e-04,0.180,0.395,0.000,0.152,0.000,0.000,0.000,0.274
1164,5829.00,6029.80,100,1.321,1711.9,self-play,2.42e-04,0.195,0.329,0.000,0.252,0.000,0.000,0.000,0.224
1165,8363.50,6088.99,1138,1.326,1713.6,self-play,2.42e-04,0.177,0.242,0.000,0.196,0.000,0.000,0.000,0.385
1166,6993.50,6125.06,36,1.298,1715.2,self-play,2.42e-04,0.154,0.231,0.000,0.146,0.000,0.000,0.000,0.469
1167,2935.50,6116.36,279,1.266,1715.7,self-play,2.42e-04,0.153,0.296,0.000,0.102,0.000,0.000,0.000,0.449
1168,2501.00,6030.93,0,1.176,1716.1,self-play,2.42e-04,0.089,0.518,0.000,0.071,0.000,0.000,0.000,0.321
1169,7364.00,6033.99,294,1.291,1718.2,self-play,2.42e-04,0.255,0.304,0.000,0.139,0.000,0.000,0.000,0.302
1170,2666.00,6034.10,372,0.696,1718.6,self-play,2.42e-04,0.021,0.225,0.000,0.345,0.000,0.000,0.000,0.408
1171,3860.50,6020.12,5,0.613,1719.7,self-play,2.42e-04,0.002,0.050,0.000,0.075,0.000,0.000,0.000,0.873
1172,4209.50,5993.17,0,0.642,1720.5,self-play,2.42e-04,0.000,0.046,0.000,0.052,0.000,0.000,0.000,0.901
1173,2541.00,5961.26,167,0.510,1720.9,self-play,2.42e-04,0.000,0.096,0.000,0.096,0.000,0.000,0.000,0.809
1174,2194.50,5895.90,0,0.567,1721.3,self-play,2.42e-04,0.000,0.125,0.000,0.039,0.000,0.000,0.000,0.836
1175,3455.50,5879.14,0,0.872,1722.0,self-play,2.42e-04,0.000,0.133,0.000,0.148,0.000,0.000,0.000,0.720
1176,2867.00,5874.51,0,0.746,1722.5,self-play,2.42e-04,0.000,0.107,0.000,0.092,0.000,0.000,0.000,0.801
1177,3847.50,5863.37,4,1.022,1723.2,self-play,2.42e-04,0.008,0.261,0.000,0.157,0.000,0.000,0.000,0.575
1178,2563.50,5811.24,5,0.941,1724.2,self-play,2.42e-04,0.031,0.267,0.000,0.221,0.000,0.000,0.000,0.481
1179,2438.50,5793.65,0,0.971,1724.5,self-play,2.42e-04,0.000,0.133,0.000,0.350,0.000,0.000,0.000,0.517
1180,1013.00,5759.95,21,0.587,1725.1,self-play,2.42e-04,0.004,0.091,0.000,0.786,0.000,0.000,0.000,0.119
1181,3759.00,5791.20,43,0.842,1726.7,self-play,2.42e-04,0.024,0.322,0.006,0.615,0.000,0.000,0.000,0.034
1182,1481.00,5615.40,191,0.905,1727.2,self-play,2.42e-04,0.005,0.233,0.000,0.709,0.000,0.032,0.000,0.021
1183,1493.50,5608.23,60,0.986,1728.0,self-play,2.42e-04,0.000,0.463,0.000,0.466,0.000,0.046,0.000,0.025
1184,2588.50,5547.32,373,1.077,1728.4,self-play,2.42e-04,0.018,0.404,0.000,0.439,0.000,0.035,0.000,0.105
1185,2734.00,5532.90,38,1.201,1729.2,self-play,2.42e-04,0.048,0.301,0.000,0.446,0.000,0.032,0.000,0.173
1186,1619.50,5437.38,0,0.972,1729.6,self-play,2.42e-04,0.006,0.290,0.000,0.562,0.000,0.011,0.000,0.131
1187,2333.00,5380.73,523,1.006,1730.1,self-play,2.42e-04,0.018,0.376,0.000,0.565,0.000,0.012,0.000,0.029
1188,1286.00,5336.90,90,1.182,1730.8,self-play,2.42e-04,0.029,0.292,0.003,0.315,0.000,0.341,0.000,0.019
1189,1921.50,5322.86,113,1.295,1731.5,self-play,2.42e-04,0.040,0.319,0.000,0.339,0.000,0.289,0.000,0.013
1190,3098.00,5340.81,0,1.210,1732.3,self-play,2.42e-04,0.090,0.513,0.000,0.060,0.000,0.203,0.000,0.133
1191,3852.50,5356.16,0,1.061,1733.1,self-play,2.42e-04,0.091,0.506,0.003,0.010,0.000,0.140,0.000,0.250
1192,2804.00,5306.15,0,1.186,1733.9,self-play,2.42e-04,0.087,0.436,0.003,0.000,0.000,0.168,0.000,0.305
1193,2782.50,5284.33,0,1.085,1734.5,self-play,2.42e-04,0.153,0.468,0.000,0.000,0.000,0.120,0.000,0.259
1194,2272.00,5219.16,0,1.116,1735.0,self-play,2.42e-04,0.178,0.541,0.000,0.000,0.000,0.032,0.000,0.248
1195,3342.00,5202.59,0,1.212,1735.5,self-play,2.42e-04,0.306,0.417,0.000,0.005,0.000,0.134,0.000,0.139
1196,4668.50,5228.60,1071,1.164,1735.8,self-play,2.42e-04,0.395,0.349,0.008,0.008,0.000,0.054,0.000,0.186
1197,2142.00,5237.94,29,1.196,1736.5,self-play,2.42e-04,0.270,0.426,0.004,0.004,0.000,0.109,0.000,0.187
1198,3035.50,5263.25,0,1.234,1737.0,self-play,2.42e-04,0.325,0.356,0.010,0.010,0.000,0.160,0.000,0.139
1199,7884.50,5329.70,1700,1.303,1738.5,self-play,2.42e-04,0.358,0.225,0.007,0.003,0.000,0.264,0.000,0.142
1200,2276.00,5307.23,138,1.105,1738.9,self-play,2.35e-04,0.183,0.412,0.000,0.000,0.000,0.000,0.000,0.405
1201,5723.00,5315.10,35,1.199,1739.7,self-play,2.35e-04,0.246,0.289,0.013,0.000,0.000,0.066,0.000,0.387
1202,2364.00,5273.92,177,1.069,1740.0,self-play,2.35e-04,0.141,0.344,0.000,0.000,0.000,0.000,0.000,0.516
1203,7289.50,5336.20,921,1.231,1741.1,self-play,2.35e-04,0.255,0.264,0.002,0.002,0.000,0.064,0.000,0.412
1204,2802.00,5330.68,32,1.193,1741.6,self-play,2.35e-04,0.259,0.245,0.000,0.000,0.000,0.056,0.000,0.440
1205,9390.50,5397.81,1961,1.202,1742.4,self-play,2.35e-04,0.282,0.118,0.000,0.000,0.000,0.074,0.000,0.526
1206,8483.00,5423.07,1699,1.153,1743.0,self-play,2.35e-04,0.389,0.082,0.000,0.000,0.000,0.090,0.000,0.439
1207,11516.00,5480.88,2420,1.250,1744.4,self-play,2.35e-04,0.349,0.138,0.005,0.005,0.000,0.135,0.000,0.367
1208,4396.50,5417.35,520,1.207,1744.9,self-play,2.35e-04,0.421,0.100,0.000,0.000,0.000,0.105,0.000,0.373
1209,5509.00,5450.48,1100,1.278,1745.4,self-play,2.35e-04,0.321,0.132,0.000,0.000,0.000,0.137,0.000,0.410
1210,5381.00,5372.56,1041,1.192,1745.7,self-play,2.35e-04,0.414,0.091,0.000,0.000,0.000,0.121,0.000,0.374
1211,11381.50,5423.99,2325,1.308,1746.8,self-play,2.35e-04,0.378,0.116,0.007,0.000,0.000,0.164,0.000,0.336
1212,9895.00,5496.23,2767,1.287,1747.9,self-play,2.35e-04,0.418,0.169,0.007,0.000,0.000,0.151,0.000,0.256
1213,10909.50,5586.78,2771,1.220,1748.7,self-play,2.35e-04,0.497,0.089,0.000,0.000,0.000,0.130,0.000,0.285
1214,7082.00,5598.12,1472,1.220,1749.1,self-play,2.35e-04,0.510,0.129,0.000,0.000,0.000,0.075,0.000,0.286
1215,6950.00,5600.34,805,1.344,1749.9,self-play,2.35e-04,0.381,0.202,0.000,0.000,0.000,0.151,0.000,0.266
1216,6879.50,5584.18,1232,1.354,1750.7,self-play,2.35e-04,0.327,0.174,0.000,0.000,0.000,0.187,0.000,0.312
1217,5175.00,5537.33,512,1.364,1751.4,self-play,2.35e-04,0.302,0.283,0.000,0.000,0.000,0.192,0.000,0.223
1218,11954.00,5397.97,2526,1.438,1753.9,self-play,2.35e-04,0.252,0.164,0.038,0.026,0.000,0.350,0.000,0.170
1219,6094.50,5369.89,1213,1.485,1754.9,self-play,2.35e-04,0.312,0.165,0.015,0.000,0.000,0.298,0.000,0.211
1220,2208.50,5295.14,258,1.501,1755.2,self-play,2.35e-04,0.191,0.191,0.130,0.000,0.000,0.391,0.000,0.096
1221,1806.00,5247.47,62,1.490,1755.6,self-play,2.35e-04,0.201,0.201,0.245,0.000,0.000,0.281,0.000,0.072
1222,3974.50,5230.52,0,1.539,1756.1,self-play,2.35e-04,0.218,0.158,0.332,0.000,0.000,0.183,0.000,0.109
1223,3208.00,5208.77,433,1.564,1756.5,self-play,2.35e-04,0.285,0.126,0.252,0.000,0.000,0.265,0.000,0.073
1224,8036.00,5199.43,955,1.541,1758.1,self-play,2.35e-04,0.241,0.194,0.122,0.006,0.000,0.221,0.000,0.216
1225,3602.50,5162.95,0,1.587,1758.6,self-play,2.35e-04,0.207,0.163,0.245,0.000,0.000,0.183,0.000,0.202
1226,2418.50,5024.80,215,1.591,1759.0,self-play,2.35e-04,0.238,0.116,0.224,0.000,0.000,0.163,0.000,0.259
1227,4998.50,5069.48,563,1.575,1759.5,self-play,2.35e-04,0.273,0.121,0.173,0.000,0.000,0.203,0.000,0.229
1228,5537.50,4954.34,685,1.557,1761.0,self-play,2.35e-04,0.248,0.186,0.127,0.008,0.000,0.222,0.000,0.209
1229,3241.00,4912.85,0,0.742,1761.5,self-play,2.35e-04,0.122,0.078,0.533,0.000,0.000,0.061,0.000,0.206
1230,2534.50,4870.69,17,0.763,1762.5,self-play,2.35e-04,0.051,0.042,0.701,0.005,0.000,0.016,0.000,0.185
1231,2530.50,4840.89,200,0.549,1763.1,self-play,2.35e-04,0.016,0.036,0.800,0.000,0.000,0.004,0.000,0.144
1232,1551.50,4685.86,0,0.796,1763.6,self-play,2.35e-04,0.044,0.050,0.828,0.000,0.000,0.000,0.000,0.078
1233,1921.50,4673.68,0,1.331,1764.4,self-play,2.35e-04,0.142,0.186,0.442,0.000,0.000,0.012,0.000,0.218
1234,3256.50,4678.30,0,1.166,1765.1,self-play,2.35e-04,0.130,0.168,0.431,0.000,0.000,0.023,0.000,0.248
1235,1171.00,4655.03,0,0.726,1765.3,self-play,2.35e-04,0.023,0.080,0.682,0.000,0.000,0.011,0.000,0.205
1236,1316.50,4636.45,35,0.925,1765.9,self-play,2.35e-04,0.047,0.147,0.677,0.000,0.000,0.022,0.000,0.108
1237,1550.50,4603.97,0,0.947,1766.2,self-play,2.35e-04,0.100,0.208,0.658,0.000,0.000,0.000,0.000,0.033
1238,7127.00,4621.12,546,1.284,1767.5,self-play,2.35e-04,0.198,0.399,0.232,0.002,0.000,0.115,0.000,0.054
1239,2743.50,4606.27,0,1.302,1768.3,self-play,2.35e-04,0.181,0.369,0.356,0.000,0.000,0.050,0.000,0.044
1240,2277.50,4591.88,0,1.263,1768.8,self-play,2.35e-04,0.208,0.339,0.371,0.000,0.000,0.024,0.000,0.057
1241,1823.00,4560.51,0,1.338,1769.4,self-play,2.35e-04,0.140,0.285,0.430,0.000,0.000,0.077,0.000,0.068
1242,7115.00,4507.73,466,1.370,1772.5,self-play,2.35e-04,0.166,0.189,0.113,0.013,0.000,0.465,0.000,0.054
1243,3053.50,4504.77,0,1.411,1773.1,self-play,2.35e-04,0.235,0.165,0.090,0.008,0.000,0.431,0.000,0.071
1244,1244.50,4480.26,172,1.381,1773.5,self-play,2.35e-04,0.018,0.163,0.271,0.000,0.000,0.428,0.000,0.120
1245,1461.00,4459.03,74,1.409,1774.2,self-play,2.35e-04,0.038,0.187,0.305,0.008,0.000,0.378,0.000,0.084
1246,2023.00,4461.54,0,1.444,1774.7,self-play,2.35e-04,0.059,0.308,0.281,0.000,0.000,0.270,0.000,0.081
1247,1647.00,4431.53,0,1.518,1775.1,self-play,2.35e-04,0.029,0.253,0.206,0.006,0.000,0.341,0.000,0.165
1248,1007.50,4403.89,0,1.569,1775.7,self-play,2.35e-04,0.069,0.254,0.250,0.004,0.000,0.233,0.000,0.190
1249,2835.50,4381.55,0,1.557,1776.9,self-play,2.35e-04,0.087,0.269,0.157,0.021,0.000,0.381,0.000,0.085
1250,2205.50,4357.35,75,1.636,1777.7,self-play,2.35e-04,0.104,0.267,0.177,0.042,0.000,0.211,0.000,0.199
1251,2645.50,4326.79,0,1.673,1778.4,self-play,2.35e-04,0.224,0.168,0.116,0.013,0.000,0.259,0.000,0.220
1252,2411.00,4302.23,214,1.652,1778.8,self-play,2.35e-04,0.188,0.206,0.175,0.050,0.000,0.119,0.000,0.263
1253,2338.50,4178.77,13,1.677,1779.5,self-play,2.35e-04,0.176,0.228,0.169,0.075,0.000,0.124,0.000,0.228
1254,6703.50,4190.68,552,1.630,1780.9,self-play,2.35e-04,0.220,0.211,0.097,0.077,0.000,0.240,0.000,0.156
1255,3446.00,4154.74,400,1.582,1781.5,self-play,2.35e-04,0.278,0.195,0.062,0.021,0.000,0.083,0.000,0.361
1256,4417.50,4178.07,0,1.603,1782.4,self-play,2.35e-04,0.226,0.176,0.063,0.031,0.000,0.151,0.000,0.352
1257,3194.50,4169.66,117,1.574,1782.7,self-play,2.35e-04,0.253,0.081,0.040,0.020,0.000,0.273,0.000,0.333
1258,4746.00,4145.40,587,1.707,1783.4,self-play,2.35e-04,0.209,0.095,0.132,0.059,0.000,0.141,0.000,0.364
1259,3112.00,4044.24,0,1.751,1784.4,self-play,2.35e-04,0.203,0.160,0.155,0.155,0.000,0.166,0.000,0.160
1260,2576.00,4027.82,356,1.751,1785.5,self-play,2.35e-04,0.180,0.165,0.112,0.171,0.000,0.180,0.000,0.192
1261,3081.50,4036.09,322,1.728,1786.5,self-play,2.35e-04,0.214,0.165,0.113,0.133,0.000,0.236,0.000,0.139
1262,7092.50,4079.47,21,1.659,1788.0,self-play,2.35e-04,0.209,0.231,0.083,0.130,0.000,0.211,0.000,0.136
1263,2447.00,4018.30,136,1.617,1788.5,self-play,2.35e-04,0.128,0.300,0.117,0.067,0.000,0.111,0.000,0.278
1264,5557.50,4015.59,739,1.523,1789.6,self-play,2.35e-04,0.333,0.142,0.064,0.133,0.000,0.245,0.000,0.083
1265,5714.00,3989.09,1083,1.493,1790.1,self-play,2.35e-04,0.466,0.155,0.020,0.054,0.000,0.264,0.000,0.041
1266,2771.00,3946.87,316,1.549,1790.4,self-play,2.35e-04,0.269,0.216,0.037,0.082,0.000,0.351,0.000,0.045
1267,2694.50,3944.46,51,1.706,1791.2,self-play,2.35e-04,0.278,0.203,0.148,0.172,0.000,0.117,0.000,0.082
1268,5531.50,3974.76,1327,1.591,1791.5,self-play,2.35e-04,0.429,0.051,0.122,0.112,0.000,0.112,0.000,0.173
1269,3412.50,3935.25,193,1.619,1791.8,self-play,2.35e-04,0.359,0.117,0.078,0.195,0.000,0.109,0.000,0.141
1270,3387.00,3942.46,88,1.713,1792.4,self-play,2.35e-04,0.293,0.140,0.135,0.153,0.000,0.108,0.000,0.171
1271,2825.00,3932.11,132,1.686,1792.6,self-play,2.35e-04,0.333,0.148,0.111,0.160,0.000,0.123,0.000,0.123
1272,4437.00,3934.38,1089,1.730,1793.1,self-play,2.35e-04,0.240,0.100,0.087,0.253,0.000,0.147,0.000,0.173
1273,2409.00,3933.06,0,1.718,1794.0,self-play,2.35e-04,0.247,0.102,0.091,0.198,0.000,0.216,0.000,0.146
1274,3778.50,3948.90,592,1.498,1794.3,self-play,2.35e-04,0.115,0.205,0.103,0.141,0.000,0.026,0.000,0.410
1275,3815.50,3952.50,33,1.582,1795.2,self-play,2.35e-04,0.168,0.182,0.080,0.168,0.000,0.123,0.000,0.279
1276,2944.50,3953.28,20,1.568,1795.9,self-play,2.35e-04,0.201,0.332,0.069,0.153,0.000,0.011,0.000,0.234
1277,8970.50,4004.51,1373,1.632,1798.0,self-play,2.35e-04,0.254,0.213,0.089,0.175,0.000,0.119,0.000,0.149
1278,2952.00,4008.39,47,1.471,1798.3,self-play,2.35e-04,0.256,0.231,0.066,0.182,0.000,0.008,0.000,0.256
1279,2000.00,4004.01,0,1.571,1798.8,self-play,2.35e-04,0.167,0.294,0.093,0.118,0.000,0.015,0.000,0.314
1280,7660.50,4070.48,1054,1.628,1800.7,self-play,2.35e-04,0.281,0.245,0.091,0.139,0.000,0.061,0.000,0.183
1281,2473.50,4057.62,29,1.631,1801.4,self-play,2.35e-04,0.261,0.207,0.136,0.175,0.000,0.021,0.000,0.200
1282,6653.50,4109.35,1251,1.434,1801.8,self-play,2.35e-04,0.438,0.212,0.051,0.124,0.000,0.015,0.000,0.161
1283,4733.50,4141.75,0,1.630,1802.9,self-play,2.35e-04,0.301,0.158,0.128,0.196,0.000,0.033,0.000,0.184
1284,2035.00,4136.22,0,1.667,1803.3,self-play,2.35e-04,0.234,0.102,0.222,0.186,0.000,0.030,0.000,0.228
1285,6435.00,4173.23,1615,1.551,1803.6,self-play,2.35e-04,0.325,0.100,0.113,0.125,0.000,0.050,0.000,0.287
1286,1906.50,4176.10,24,1.733,1804.5,self-play,2.35e-04,0.179,0.133,0.218,0.169,0.000,0.114,0.000,0.188
1287,3345.50,4186.22,0,1.758,1805.4,self-play,2.35e-04,0.165,0.114,0.203,0.155,0.000,0.108,0.000,0.256
1288,2551.50,4198.88,0,1.737,1805.8,self-play,2.35e-04,0.230,0.128,0.169,0.155,0.000,0.108,0.000,0.209
1289,3024.50,4209.90,342,1.721,1806.5,self-play,2.35e-04,0.240,0.109,0.229,0.080,0.000,0.166,0.000,0.177
1290,3478.50,4213.71,119,1.726,1807.2,self-play,2.35e-04,0.248,0.203,0.183,0.079,0.000,0.168,0.000,0.119
1291,2621.00,4201.40,236,1.663,1807.4,self-play,2.35e-04,0.378,0.135,0.081,0.081,0.000,0.122,0.000,0.203
1292,2888.50,4202.24,400,1.724,1808.0,self-play,2.35e-04,0.204,0.139,0.139,0.124,0.000,0.124,0.000,0.270
1293,3611.50,4210.53,48,1.709,1808.6,self-play,2.35e-04,0.140,0.214,0.140,0.192,0.000,0.087,0.000,0.227
1294,1981.50,4207.62,0,1.698,1809.1,self-play,2.35e-04,0.048,0.202,0.167,0.220,0.000,0.095,0.000,0.268
1295,4801.50,4222.22,0,1.737,1810.9,self-play,2.35e-04,0.126,0.169,0.165,0.236,0.000,0.132,0.000,0.171
1296,3853.50,4214.07,0,1.732,1813.3,self-play,2.35e-04,0.163,0.141,0.166,0.190,0.000,0.153,0.000,0.188
1297,3573.50,4228.39,0,1.744,1814.8,self-play,2.35e-04,0.142,0.116,0.177,0.187,0.000,0.147,0.000,0.230
1298,2611.00,4224.14,391,1.649,1815.2,self-play,2.35e-04,0.098,0.246,0.107,0.213,0.000,0.131,0.000,0.205
1299,1918.00,4164.48,45,1.352,1815.7,self-play,2.35e-04,0.048,0.138,0.148,0.487,0.000,0.106,0.000,0.074
1300,3829.00,4180.01,0,1.495,1816.8,self-play,2.28e-04,0.064,0.102,0.138,0.462,0.000,0.064,0.000,0.171
1301,1714.00,4139.91,146,1.403,1817.5,self-play,2.28e-04,0.048,0.054,0.125,0.494,0.000,0.107,0.000,0.173
1302,1873.50,4135.01,0,1.502,1818.2,self-play,2.28e-04,0.047,0.099,0.064,0.512,0.000,0.128,0.000,0.151
1303,1501.50,4077.13,0,1.610,1818.6,self-play,2.28e-04,0.142,0.142,0.039,0.402,0.000,0.142,0.000,0.134
1304,2812.00,4077.23,499,1.638,1818.9,self-play,2.28e-04,0.140,0.224,0.028,0.318,0.000,0.093,0.000,0.196
1305,3615.50,4019.48,366,1.688,1819.8,self-play,2.28e-04,0.206,0.158,0.047,0.282,0.000,0.120,0.000,0.187
1306,2671.50,3961.36,0,1.695,1820.7,self-play,2.28e-04,0.147,0.198,0.043,0.227,0.000,0.158,0.000,0.227
1307,2847.00,3874.68,180,1.665,1821.2,self-play,2.28e-04,0.053,0.237,0.061,0.221,0.000,0.191,0.000,0.237
1308,2177.50,3852.49,0,1.670,1821.5,self-play,2.28e-04,0.104,0.148,0.043,0.200,0.000,0.209,0.000,0.296
1309,2710.50,3824.50,111,1.692,1822.7,self-play,2.28e-04,0.192,0.146,0.052,0.198,0.000,0.220,0.000,0.192
1310,3817.00,3808.86,43,1.702,1823.6,self-play,2.28e-04,0.220,0.145,0.041,0.236,0.000,0.206,0.000,0.152
1311,6664.00,3761.68,738,1.698,1824.9,self-play,2.28e-04,0.200,0.123,0.086,0.210,0.000,0.217,0.000,0.163
1312,7377.50,3736.51,1163,1.647,1827.8,self-play,2.28e-04,0.279,0.137,0.096,0.123,0.000,0.286,0.000,0.079
1313,2339.00,3650.80,3,0.669,1828.5,self-play,2.28e-04,0.152,0.093,0.030,0.093,0.000,0.574,0.000,0.059
1314,2621.50,3606.20,150,0.583,1829.1,self-play,2.28e-04,0.011,0.000,0.011,0.115,0.000,0.863,0.000,0.000
1315,3202.00,3568.72,0,0.775,1829.9,self-play,2.28e-04,0.030,0.007,0.010,0.401,0.000,0.545,0.000,0.007
