episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,stay,north,east,south,west,random,home
6576,983.00,600.62,790,1.735,2298.0,0.083,0.120,0.250,0.037,0.120,0.176,0.213
6577,1110.00,603.50,942,1.832,2298.2,0.069,0.121,0.231,0.046,0.121,0.197,0.214
6578,828.00,607.30,813,1.498,2298.4,0.013,0.064,0.372,0.090,0.051,0.154,0.256
6579,555.00,606.84,544,1.894,2299.5,0.107,0.151,0.171,0.136,0.113,0.126,0.196
6580,1086.00,602.81,867,1.643,2299.7,0.018,0.061,0.412,0.048,0.176,0.158,0.127
6581,51.00,584.51,131,1.690,2299.9,0.028,0.092,0.349,0.064,0.202,0.110,0.156
6582,231.00,581.46,308,1.900,2300.5,0.106,0.088,0.265,0.085,0.167,0.164,0.125
6583,330.00,577.69,270,1.914,2300.8,0.104,0.188,0.233,0.059,0.183,0.109,0.124
6584,576.00,578.15,489,1.076,2300.9,0.029,0.000,0.657,0.000,0.157,0.071,0.086
6585,623.00,582.07,643,1.312,2301.1,0.040,0.050,0.560,0.020,0.170,0.110,0.050
6586,520.00,579.03,529,1.895,2301.3,0.130,0.141,0.156,0.146,0.203,0.135,0.089
6587,998.00,581.98,681,1.528,2301.6,0.039,0.047,0.395,0.008,0.372,0.093,0.047
6588,279.00,580.47,342,1.763,2301.7,0.027,0.186,0.354,0.044,0.221,0.071,0.097
6589,212.00,569.86,225,1.891,2302.0,0.130,0.115,0.216,0.087,0.260,0.091,0.101
6590,718.00,576.44,493,1.837,2302.3,0.096,0.111,0.222,0.059,0.259,0.111,0.141
6591,1213.00,582.44,985,1.885,2302.5,0.106,0.148,0.197,0.070,0.218,0.127,0.134
6592,219.00,575.37,299,1.932,2302.9,0.143,0.172,0.159,0.140,0.140,0.124,0.121
6593,267.00,573.52,347,1.903,2303.3,0.166,0.162,0.103,0.126,0.170,0.178,0.095
6594,362.00,573.20,372,1.905,2303.7,0.131,0.171,0.110,0.114,0.208,0.151,0.114
6595,859.00,572.78,688,1.761,2303.8,0.164,0.147,0.095,0.043,0.328,0.147,0.078
6596,234.00,564.73,234,1.900,2304.2,0.100,0.208,0.136,0.113,0.199,0.118,0.127
6597,1759.00,579.30,1717,1.674,2304.4,0.153,0.102,0.088,0.066,0.328,0.153,0.109
6598,826.00,584.57,704,1.833,2304.8,0.174,0.133,0.096,0.111,0.237,0.148,0.100
6599,414.00,586.29,267,1.900,2305.2,0.165,0.133,0.129,0.112,0.230,0.119,0.112
6600,931.00,587.97,801,1.786,2305.5,0.161,0.111,0.101,0.069,0.221,0.203,0.134
6601,764.00,588.25,502,1.602,2305.7,0.089,0.111,0.011,0.011,0.289,0.233,0.256
6602,533.00,588.59,509,1.794,2306.0,0.189,0.055,0.075,0.040,0.299,0.184,0.159
6603,370.00,590.94,342,1.888,2306.4,0.194,0.132,0.099,0.083,0.227,0.145,0.120
6604,391.00,591.08,422,1.878,2306.7,0.199,0.127,0.072,0.104,0.239,0.147,0.112
6605,1115.00,597.40,845,1.862,2306.9,0.175,0.275,0.117,0.058,0.092,0.142,0.142
6606,575.00,599.21,481,1.929,2307.5,0.167,0.194,0.091,0.138,0.152,0.140,0.118
6607,140.00,598.14,179,1.909,2307.9,0.113,0.113,0.109,0.180,0.192,0.165,0.128
6608,309.00,598.34,308,1.912,2308.3,0.160,0.129,0.129,0.209,0.147,0.133,0.093
6609,303.00,594.12,287,1.928,2308.7,0.115,0.183,0.111,0.194,0.143,0.143,0.111
6610,134.00,592.38,172,1.909,2308.9,0.163,0.116,0.102,0.163,0.129,0.109,0.218
6611,1231.00,599.04,1055,1.682,2309.0,0.110,0.024,0.159,0.183,0.110,0.146,0.268
6612,160.00,590.87,160,0.664,2309.1,0.024,0.000,0.098,0.000,0.000,0.000,0.878
6613,619.00,592.26,477,1.914,2309.4,0.159,0.133,0.102,0.239,0.106,0.093,0.168
6614,559.00,588.69,568,1.914,2309.8,0.114,0.142,0.180,0.209,0.133,0.118,0.104
6615,271.00,586.64,151,1.914,2310.1,0.177,0.129,0.134,0.196,0.110,0.120,0.134
6616,1047.00,595.99,1005,1.873,2310.4,0.210,0.121,0.117,0.150,0.084,0.145,0.173
6617,625.00,599.04,584,1.919,2311.0,0.202,0.121,0.123,0.153,0.141,0.141,0.119
6618,1072.00,606.22,492,1.482,2311.2,0.231,0.074,0.093,0.028,0.056,0.417,0.102
6619,488.00,608.01,456,1.928,2311.8,0.199,0.179,0.097,0.133,0.128,0.133,0.131
6620,347.00,606.25,343,1.922,2312.3,0.172,0.156,0.131,0.178,0.091,0.144,0.128
6621,467.00,604.34,409,1.910,2312.6,0.159,0.149,0.101,0.159,0.207,0.159,0.067
6622,1118.00,606.80,746,1.783,2312.8,0.200,0.104,0.096,0.064,0.112,0.336,0.088
6623,720.00,608.36,555,1.778,2312.9,0.126,0.136,0.204,0.087,0.058,0.233,0.155
6624,796.00,613.44,688,1.568,2313.1,0.108,0.149,0.149,0.054,0.054,0.351,0.135
6625,977.00,620.96,828,1.447,2313.2,0.143,0.016,0.127,0.000,0.063,0.460,0.190
6626,273.00,619.25,279,1.918,2313.4,0.172,0.172,0.167,0.115,0.094,0.161,0.120
6627,424.00,616.62,386,1.930,2313.8,0.120,0.137,0.149,0.178,0.133,0.154,0.129
6628,621.00,615.54,546,1.940,2314.4,0.113,0.178,0.128,0.151,0.143,0.153,0.133
6629,810.00,617.98,787,1.894,2314.7,0.164,0.069,0.164,0.132,0.145,0.151,0.176
6630,437.00,616.89,517,1.895,2314.9,0.234,0.139,0.168,0.117,0.117,0.102,0.124
6631,703.00,621.33,445,1.926,2315.5,0.174,0.141,0.141,0.169,0.137,0.120,0.118
6632,568.00,615.92,440,1.926,2316.0,0.138,0.165,0.150,0.183,0.135,0.120,0.108
6633,1106.00,618.30,902,1.911,2316.2,0.258,0.104,0.104,0.135,0.147,0.117,0.135
6634,133.00,611.96,176,1.893,2316.4,0.274,0.179,0.104,0.142,0.104,0.057,0.142
6635,178.00,609.45,211,1.910,2316.6,0.212,0.226,0.102,0.182,0.066,0.080,0.131
6636,644.00,605.08,677,1.925,2317.4,0.158,0.116,0.096,0.193,0.139,0.139,0.159
6637,527.00,596.51,415,1.905,2317.8,0.177,0.214,0.125,0.194,0.097,0.105,0.089
6638,1069.00,591.92,970,1.910,2318.1,0.163,0.163,0.183,0.167,0.114,0.122,0.089
6639,532.00,591.26,510,1.903,2318.4,0.208,0.140,0.135,0.152,0.118,0.146,0.101
6640,767.00,593.19,647,1.892,2318.8,0.236,0.132,0.142,0.153,0.111,0.142,0.083
6641,1242.00,601.35,708,1.875,2319.1,0.242,0.142,0.104,0.161,0.118,0.095,0.137
6642,612.00,602.37,512,1.897,2319.7,0.220,0.126,0.115,0.193,0.113,0.110,0.123
6643,602.00,603.82,556,1.856,2320.0,0.232,0.098,0.114,0.175,0.130,0.114,0.138
6644,738.00,606.93,691,1.880,2320.7,0.222,0.115,0.157,0.136,0.115,0.113,0.141
6645,378.00,605.92,229,1.861,2321.0,0.244,0.169,0.112,0.120,0.079,0.112,0.165
6646,346.00,604.61,426,1.850,2321.4,0.187,0.199,0.120,0.207,0.084,0.056,0.147
6647,530.00,605.10,376,1.888,2321.8,0.172,0.185,0.122,0.211,0.086,0.069,0.155
6648,743.00,610.12,673,1.622,2322.0,0.217,0.043,0.029,0.420,0.014,0.130,0.145
6649,437.00,608.98,401,1.847,2322.4,0.139,0.197,0.066,0.324,0.104,0.112,0.058
6650,309.00,604.68,360,1.852,2322.7,0.167,0.154,0.081,0.278,0.098,0.150,0.073
6651,346.00,605.76,271,1.833,2323.0,0.135,0.135,0.053,0.353,0.135,0.083,0.105
6652,603.00,608.41,608,1.928,2323.7,0.161,0.174,0.123,0.193,0.151,0.113,0.085
6653,368.00,601.50,221,1.882,2323.8,0.133,0.108,0.142,0.217,0.158,0.167,0.075
6654,457.00,599.29,437,1.913,2324.4,0.157,0.175,0.152,0.184,0.128,0.099,0.105
6655,703.00,600.02,680,1.922,2325.6,0.141,0.205,0.108,0.172,0.114,0.139,0.121
6656,725.00,602.11,505,1.713,2325.7,0.205,0.041,0.123,0.055,0.068,0.438,0.068
6657,353.00,589.95,302,1.894,2326.0,0.171,0.114,0.103,0.171,0.166,0.183,0.091
6658,577.00,590.36,653,1.916,2326.9,0.158,0.145,0.108,0.173,0.169,0.114,0.133
6659,439.00,575.51,385,1.906,2327.8,0.157,0.182,0.086,0.163,0.160,0.105,0.147
6660,515.00,577.69,458,1.868,2328.4,0.211,0.168,0.059,0.120,0.264,0.072,0.107
6661,1139.00,585.65,980,1.762,2328.6,0.285,0.091,0.073,0.145,0.248,0.103,0.055
6662,321.00,585.54,308,1.812,2329.0,0.237,0.089,0.093,0.136,0.263,0.085,0.097
6663,269.00,577.05,349,1.812,2329.6,0.251,0.104,0.120,0.164,0.222,0.084,0.055
6664,1013.00,585.11,937,1.792,2330.0,0.248,0.085,0.098,0.137,0.269,0.077,0.085
6665,405.00,577.32,440,1.841,2330.6,0.213,0.085,0.110,0.217,0.217,0.083,0.076
6666,446.00,577.63,369,1.897,2331.3,0.221,0.110,0.100,0.197,0.176,0.130,0.066
6667,440.00,579.57,520,1.847,2331.7,0.276,0.105,0.109,0.109,0.209,0.117,0.075
6668,564.00,584.13,501,1.608,2331.8,0.448,0.042,0.052,0.125,0.104,0.073,0.156
6669,1835.00,592.45,1661,1.755,2332.1,0.250,0.067,0.213,0.128,0.134,0.104,0.104
6670,1320.00,602.28,1217,1.894,2332.9,0.244,0.126,0.129,0.158,0.161,0.108,0.074
6671,672.00,606.11,440,1.886,2333.3,0.260,0.100,0.167,0.117,0.146,0.135,0.075
6672,1409.00,618.75,1396,1.566,2333.5,0.111,0.060,0.282,0.077,0.051,0.128,0.291
6673,722.00,620.45,542,1.843,2333.8,0.269,0.064,0.281,0.152,0.064,0.082,0.088
6674,584.00,624.60,463,1.916,2334.7,0.183,0.131,0.179,0.151,0.143,0.130,0.083
6675,0.00,622.69,0,0.119,2334.7,0.000,0.000,0.000,0.000,0.000,0.000,1.000
6676,360.00,616.46,306,0.952,2334.8,0.044,0.000,0.178,0.022,0.000,0.022,0.733
6677,341.00,608.77,262,1.909,2335.2,0.229,0.104,0.194,0.097,0.146,0.132,0.097
6678,656.00,607.05,736,1.883,2335.4,0.149,0.119,0.216,0.090,0.142,0.104,0.179
6679,930.00,610.80,851,1.909,2336.8,0.192,0.174,0.176,0.118,0.130,0.122,0.088
6680,595.00,605.89,540,1.909,2337.1,0.243,0.099,0.111,0.128,0.160,0.107,0.152
6681,809.00,613.47,802,1.826,2337.3,0.122,0.195,0.085,0.220,0.073,0.159,0.146
6682,888.00,620.04,795,1.817,2337.4,0.167,0.108,0.127,0.216,0.088,0.157,0.137
6683,228.00,619.02,288,1.885,2337.7,0.150,0.144,0.210,0.246,0.072,0.102,0.078
6684,1430.00,627.56,600,1.749,2337.9,0.160,0.184,0.088,0.184,0.112,0.184,0.088
6685,671.00,628.04,540,1.875,2338.1,0.207,0.180,0.063,0.261,0.090,0.126,0.072
6686,460.00,627.44,396,1.904,2338.6,0.148,0.202,0.175,0.190,0.131,0.098,0.056
6687,430.00,621.76,405,1.921,2339.2,0.155,0.167,0.179,0.150,0.167,0.098,0.084
6688,1051.00,629.48,938,1.859,2339.4,0.188,0.211,0.141,0.086,0.188,0.102,0.086
6689,1483.00,642.19,1309,1.767,2339.5,0.308,0.154,0.154,0.103,0.115,0.090,0.077
6690,1238.00,647.39,1131,1.797,2339.8,0.266,0.175,0.083,0.135,0.087,0.157,0.096
6691,594.00,641.20,561,1.815,2340.1,0.244,0.160,0.046,0.168,0.107,0.176,0.099
6692,1536.00,654.37,1365,1.886,2340.4,0.143,0.166,0.120,0.184,0.120,0.143,0.124
6693,528.00,656.98,604,1.911,2341.0,0.194,0.121,0.135,0.172,0.124,0.144,0.110
6694,298.00,656.34,311,1.887,2341.3,0.150,0.195,0.100,0.236,0.145,0.082,0.091
6695,235.00,650.10,299,1.884,2341.6,0.240,0.140,0.113,0.220,0.113,0.133,0.040
6696,1150.00,659.26,677,1.856,2341.9,0.195,0.138,0.154,0.241,0.108,0.087,0.077
6697,266.00,644.33,346,1.916,2342.4,0.133,0.159,0.159,0.173,0.159,0.106,0.110
6698,966.00,645.73,697,1.697,2342.5,0.105,0.128,0.047,0.419,0.070,0.105,0.128
6699,713.00,648.72,552,1.885,2342.9,0.162,0.208,0.109,0.192,0.170,0.072,0.087
6700,556.00,644.97,471,1.916,2344.3,0.146,0.177,0.130,0.188,0.161,0.113,0.086
6701,1013.00,647.46,996,1.814,2345.0,0.165,0.136,0.110,0.183,0.230,0.087,0.089
6702,606.00,648.19,480,1.551,2345.2,0.297,0.030,0.158,0.069,0.347,0.000,0.099
6703,499.00,649.48,468,1.783,2345.9,0.247,0.091,0.150,0.137,0.241,0.035,0.098
6704,355.00,649.12,393,1.815,2346.4,0.235,0.068,0.142,0.228,0.230,0.023,0.073
6705,988.00,647.85,767,1.767,2346.8,0.248,0.062,0.162,0.214,0.200,0.029,0.086
6706,297.00,645.07,306,1.720,2347.0,0.221,0.133,0.133,0.190,0.231,0.015,0.077
6707,837.00,652.04,866,1.858,2347.9,0.245,0.093,0.121,0.234,0.145,0.070,0.093
6708,281.00,651.76,180,1.597,2348.0,0.119,0.203,0.051,0.254,0.102,0.000,0.271
6709,468.00,653.41,548,1.840,2348.4,0.185,0.131,0.111,0.188,0.208,0.044,0.134
6710,610.00,658.17,568,1.891,2349.2,0.183,0.121,0.167,0.155,0.176,0.090,0.109
6711,323.00,649.09,269,1.049,2349.4,0.034,0.625,0.080,0.011,0.034,0.000,0.216
6712,724.00,654.73,658,1.782,2349.9,0.156,0.257,0.087,0.139,0.139,0.052,0.171
6713,132.00,649.86,203,1.296,2350.0,0.111,0.519,0.000,0.012,0.012,0.012,0.333
6714,290.00,647.17,325,1.869,2350.6,0.189,0.220,0.136,0.113,0.100,0.043,0.199
6715,178.00,646.24,190,1.805,2350.9,0.234,0.196,0.163,0.096,0.096,0.033,0.182
6716,342.00,639.19,342,1.005,2351.0,0.000,0.382,0.000,0.029,0.000,0.000,0.588
6717,849.00,641.43,538,1.860,2351.3,0.227,0.137,0.147,0.166,0.118,0.081,0.123
6718,636.00,637.07,493,1.520,2351.5,0.125,0.425,0.075,0.113,0.000,0.000,0.263
6719,913.00,641.32,730,1.656,2351.6,0.216,0.320,0.103,0.113,0.041,0.052,0.155
6720,896.00,646.81,642,1.843,2352.1,0.257,0.189,0.113,0.138,0.093,0.068,0.141
6721,99.00,643.13,0,0.365,2352.2,0.000,0.026,0.000,0.000,0.000,0.000,0.974
6722,78.00,632.73,158,1.653,2352.4,0.309,0.187,0.072,0.144,0.014,0.014,0.259
6723,236.00,627.89,235,1.643,2352.6,0.368,0.246,0.096,0.053,0.035,0.026,0.175
6724,938.00,629.31,689,1.808,2353.0,0.293,0.152,0.115,0.126,0.078,0.070,0.167
6725,322.00,622.76,256,1.761,2353.3,0.329,0.122,0.146,0.108,0.070,0.019,0.207
6726,418.00,624.21,366,1.859,2353.7,0.229,0.143,0.132,0.171,0.078,0.074,0.174
6727,556.00,625.53,507,1.417,2353.8,0.089,0.089,0.143,0.143,0.036,0.018,0.482
6728,528.00,624.60,497,1.273,2353.9,0.093,0.074,0.074,0.278,0.000,0.000,0.481
6729,420.00,620.70,265,1.318,2354.0,0.091,0.109,0.036,0.255,0.000,0.000,0.509
6730,513.00,621.46,466,1.819,2354.4,0.229,0.124,0.055,0.261,0.083,0.028,0.220
6731,843.00,622.86,858,1.442,2354.5,0.111,0.111,0.014,0.347,0.000,0.042,0.375
6732,580.00,622.98,594,1.832,2354.9,0.276,0.106,0.057,0.252,0.089,0.085,0.134
6733,575.00,617.67,588,1.816,2355.1,0.119,0.178,0.074,0.230,0.133,0.059,0.207
6734,393.00,620.27,401,1.880,2355.5,0.228,0.107,0.096,0.213,0.158,0.059,0.140
6735,325.00,621.74,400,1.916,2356.1,0.166,0.145,0.081,0.169,0.189,0.111,0.139
6736,2274.00,638.04,1230,1.790,2356.3,0.243,0.107,0.155,0.165,0.117,0.049,0.165
6737,447.00,637.24,484,1.847,2356.6,0.229,0.112,0.207,0.202,0.133,0.037,0.080
6738,706.00,633.61,376,1.778,2356.8,0.244,0.191,0.214,0.214,0.023,0.046,0.069
6739,609.00,634.38,415,1.804,2357.1,0.274,0.089,0.174,0.189,0.121,0.058,0.095
6740,1604.00,642.75,1242,1.673,2357.2,0.248,0.105,0.238,0.190,0.048,0.038,0.133
6741,405.00,634.38,427,1.886,2357.8,0.248,0.128,0.144,0.139,0.171,0.080,0.091
6742,1012.00,638.38,862,1.880,2358.3,0.198,0.155,0.183,0.155,0.134,0.113,0.061
6743,1028.00,642.64,922,1.824,2358.6,0.278,0.141,0.136,0.152,0.091,0.076,0.126
6744,1521.00,650.47,1305,1.589,2358.8,0.365,0.148,0.157,0.078,0.043,0.122,0.087
6745,1329.00,659.98,1180,1.619,2359.0,0.348,0.099,0.220,0.092,0.035,0.128,0.078
6746,367.00,660.19,315,1.702,2359.2,0.421,0.149,0.132,0.079,0.035,0.123,0.061
6747,508.00,659.97,543,1.891,2359.7,0.257,0.138,0.135,0.132,0.153,0.090,0.096
6748,829.00,660.83,726,1.826,2360.0,0.272,0.117,0.100,0.138,0.126,0.138,0.109
6749,493.00,661.39,480,1.853,2360.3,0.325,0.165,0.175,0.130,0.075,0.065,0.065
6750,1662.00,674.92,1614,1.828,2360.7,0.182,0.133,0.200,0.133,0.142,0.102,0.107
6751,394.00,675.40,361,1.922,2361.4,0.199,0.144,0.152,0.148,0.187,0.098,0.073
6752,687.00,676.24,577,0.889,2361.5,0.057,0.019,0.057,0.057,0.000,0.151,0.660
6753,728.00,679.84,754,1.924,2362.3,0.161,0.117,0.132,0.161,0.135,0.167,0.126
6754,641.00,681.68,588,1.859,2362.6,0.108,0.178,0.124,0.162,0.086,0.151,0.189
6755,850.00,683.15,691,1.911,2363.3,0.167,0.179,0.126,0.111,0.130,0.181,0.105
6756,585.00,681.75,496,1.898,2363.6,0.142,0.205,0.137,0.100,0.147,0.179,0.089
6757,671.00,684.93,671,1.348,2363.7,0.046,0.046,0.077,0.031,0.015,0.277,0.508
6758,537.00,684.53,507,1.906,2364.0,0.162,0.178,0.157,0.084,0.131,0.178,0.110
6759,301.00,683.15,343,1.858,2364.4,0.154,0.141,0.224,0.046,0.079,0.249,0.108
6760,26.00,678.26,81,1.655,2364.5,0.187,0.080,0.120,0.053,0.027,0.387,0.147
6761,549.00,672.36,467,1.910,2365.3,0.197,0.172,0.113,0.121,0.132,0.181,0.083
6762,405.00,673.20,377,1.733,2365.6,0.128,0.106,0.138,0.112,0.154,0.250,0.112
6763,551.00,676.02,477,1.834,2366.1,0.135,0.146,0.095,0.093,0.170,0.286,0.074
6764,1291.00,678.80,1009,1.108,2366.2,0.061,0.045,0.091,0.030,0.015,0.652,0.106
6765,961.00,684.36,835,1.670,2366.5,0.068,0.106,0.129,0.091,0.136,0.364,0.106
6766,321.00,683.11,306,1.906,2367.3,0.162,0.176,0.102,0.116,0.137,0.203,0.103
6767,320.00,681.91,267,1.878,2367.8,0.160,0.234,0.103,0.131,0.097,0.163,0.111
6768,670.00,682.97,424,1.870,2368.0,0.147,0.163,0.109,0.174,0.087,0.207,0.114
6769,618.00,670.80,475,1.224,2368.2,0.018,0.009,0.061,0.211,0.000,0.605,0.096
6770,586.00,663.46,518,1.862,2368.6,0.168,0.179,0.088,0.172,0.088,0.186,0.119
6771,661.00,663.35,701,1.749,2368.8,0.096,0.064,0.072,0.216,0.000,0.320,0.232
6772,778.00,657.04,637,1.837,2369.1,0.177,0.211,0.046,0.160,0.034,0.234,0.137
6773,1139.00,661.21,1082,1.784,2369.3,0.127,0.178,0.153,0.153,0.017,0.220,0.153
6774,785.00,663.22,606,1.913,2370.4,0.203,0.164,0.114,0.122,0.146,0.152,0.099
6775,283.00,666.05,233,1.644,2370.7,0.156,0.156,0.178,0.052,0.037,0.289,0.133
6776,759.00,670.04,739,1.407,2370.9,0.101,0.107,0.045,0.045,0.028,0.579,0.096
6777,1064.00,677.27,566,1.322,2371.1,0.098,0.074,0.033,0.082,0.049,0.615,0.049
6778,1266.00,683.37,969,1.454,2371.4,0.132,0.116,0.032,0.095,0.058,0.481,0.085
6779,823.00,682.30,764,1.850,2372.2,0.208,0.132,0.053,0.110,0.130,0.285,0.082
6780,771.00,684.06,690,1.836,2372.9,0.170,0.151,0.059,0.180,0.104,0.239,0.096
6781,434.00,680.31,450,1.818,2373.1,0.180,0.083,0.083,0.135,0.045,0.301,0.173
6782,495.00,676.38,438,1.900,2373.6,0.235,0.114,0.068,0.127,0.107,0.189,0.160
6783,479.00,678.89,414,1.913,2374.1,0.150,0.173,0.036,0.203,0.118,0.239,0.082
6784,780.00,672.39,770,1.879,2374.4,0.157,0.120,0.102,0.205,0.060,0.187,0.169
6785,886.00,674.54,701,1.833,2374.6,0.087,0.183,0.106,0.298,0.038,0.135,0.154
6786,620.00,676.14,454,1.895,2374.8,0.168,0.213,0.110,0.148,0.123,0.110,0.129
6787,522.00,677.06,478,1.919,2375.2,0.189,0.168,0.074,0.189,0.111,0.143,0.127
6788,958.00,676.13,978,1.913,2376.3,0.148,0.157,0.106,0.148,0.132,0.183,0.125
6789,995.00,671.25,880,1.909,2377.3,0.199,0.142,0.144,0.119,0.141,0.158,0.096
6790,394.00,662.81,390,1.722,2377.4,0.069,0.028,0.264,0.097,0.069,0.333,0.139
6791,783.00,664.70,863,1.882,2377.6,0.121,0.060,0.112,0.112,0.138,0.241,0.216
6792,496.00,654.30,555,1.857,2377.8,0.122,0.074,0.230,0.101,0.101,0.189,0.182
6793,1205.00,661.07,963,1.851,2378.0,0.208,0.096,0.224,0.064,0.136,0.120,0.152
6794,862.00,666.71,738,1.877,2378.3,0.226,0.055,0.177,0.134,0.134,0.134,0.140
6795,393.00,668.29,335,1.890,2378.6,0.266,0.087,0.174,0.116,0.121,0.106,0.130
6796,452.00,661.31,432,1.932,2379.0,0.184,0.118,0.086,0.139,0.131,0.163,0.180
6797,497.00,663.62,470,1.932,2379.2,0.127,0.127,0.073,0.180,0.127,0.187,0.180
6798,312.00,657.08,162,1.696,2379.3,0.048,0.096,0.217,0.205,0.048,0.108,0.277
6799,468.00,654.63,508,1.901,2379.5,0.066,0.149,0.165,0.116,0.132,0.124,0.248
6800,300.00,652.07,298,1.934,2379.8,0.148,0.120,0.157,0.125,0.185,0.153,0.111
6801,565.00,647.59,502,1.930,2380.1,0.161,0.138,0.126,0.167,0.149,0.126,0.132
6802,968.00,651.21,699,1.928,2380.3,0.211,0.099,0.134,0.162,0.162,0.106,0.127
6803,600.00,652.22,603,1.892,2380.6,0.180,0.120,0.164,0.131,0.137,0.104,0.164
6804,502.00,653.69,499,1.927,2381.3,0.204,0.152,0.123,0.141,0.121,0.130,0.130
6805,894.00,652.75,821,1.437,2381.3,0.022,0.000,0.348,0.174,0.000,0.065,0.391
6806,590.00,655.68,581,1.914,2382.1,0.224,0.137,0.116,0.177,0.137,0.112,0.097
6807,788.00,655.19,590,1.871,2382.5,0.238,0.141,0.141,0.155,0.138,0.086,0.100
6808,503.00,657.41,539,1.846,2383.0,0.278,0.137,0.126,0.097,0.108,0.116,0.137
6809,1213.00,664.86,1187,1.720,2383.1,0.383,0.070,0.113,0.113,0.009,0.148,0.165
6810,452.00,663.28,414,1.853,2383.7,0.288,0.121,0.123,0.134,0.105,0.126,0.103
6811,1025.00,670.30,1105,1.875,2384.3,0.273,0.085,0.103,0.150,0.103,0.185,0.100
6812,1192.00,674.98,1074,1.679,2384.6,0.283,0.066,0.211,0.132,0.059,0.164,0.086
6813,514.00,678.80,495,1.912,2385.1,0.223,0.099,0.133,0.116,0.148,0.139,0.142
6814,595.00,681.85,479,1.404,2385.2,0.123,0.027,0.260,0.164,0.027,0.055,0.342
6815,916.00,689.23,783,1.845,2385.5,0.200,0.100,0.159,0.188,0.112,0.094,0.147
6816,960.00,695.41,987,1.896,2386.5,0.206,0.130,0.138,0.161,0.141,0.120,0.105
6817,364.00,690.56,390,1.624,2386.6,0.119,0.083,0.071,0.274,0.071,0.060,0.321
6818,548.00,689.68,570,1.897,2387.3,0.225,0.101,0.123,0.152,0.181,0.081,0.137
6819,290.00,683.45,330,1.720,2387.5,0.277,0.062,0.162,0.108,0.115,0.108,0.169
6820,498.00,679.47,397,1.732,2387.8,0.326,0.090,0.135,0.112,0.140,0.045,0.152
6821,750.00,685.98,704,1.109,2387.9,0.125,0.000,0.396,0.021,0.000,0.021,0.438
6822,762.00,692.82,799,1.561,2388.0,0.343,0.039,0.216,0.020,0.108,0.029,0.245
6823,382.00,694.28,362,1.864,2388.6,0.275,0.093,0.119,0.090,0.169,0.101,0.153
6824,467.00,689.57,403,1.824,2389.0,0.293,0.093,0.173,0.062,0.076,0.133,0.169
6825,617.00,692.52,559,1.760,2389.4,0.330,0.121,0.220,0.053,0.082,0.117,0.078
6826,235.00,690.69,260,1.536,2389.6,0.218,0.084,0.441,0.050,0.089,0.067,0.050
6827,363.00,688.76,429,1.835,2389.9,0.303,0.164,0.158,0.048,0.127,0.085,0.115
6828,31.00,683.79,111,1.828,2390.1,0.221,0.114,0.228,0.040,0.087,0.148,0.161
6829,717.00,686.76,611,1.929,2390.5,0.189,0.119,0.119,0.137,0.176,0.167,0.093
6830,544.00,687.07,410,1.924,2390.8,0.161,0.170,0.135,0.085,0.166,0.148,0.135
6831,428.00,682.92,493,1.509,2390.9,0.095,0.048,0.476,0.032,0.048,0.127,0.175
6832,1551.00,692.63,1413,1.784,2391.1,0.207,0.099,0.207,0.045,0.171,0.108,0.162
6833,706.00,693.94,620,1.786,2391.3,0.132,0.107,0.182,0.091,0.132,0.165,0.190
6834,367.00,693.68,330,1.867,2391.4,0.131,0.084,0.224,0.093,0.112,0.131,0.224
6835,476.00,695.19,453,1.924,2392.2,0.165,0.159,0.147,0.112,0.116,0.140,0.161
6836,689.00,679.34,568,1.675,2392.3,0.051,0.111,0.242,0.010,0.172,0.263,0.152
6837,377.00,678.64,457,1.445,2392.4,0.045,0.061,0.333,0.000,0.182,0.273,0.106
6838,214.00,673.72,213,1.855,2392.7,0.153,0.128,0.189,0.041,0.281,0.128,0.082
6839,627.00,673.90,686,1.904,2393.1,0.128,0.133,0.168,0.075,0.243,0.150,0.102
6840,735.00,665.21,707,1.796,2393.2,0.103,0.207,0.161,0.057,0.184,0.172,0.115
6841,1288.00,674.04,778,1.891,2393.4,0.158,0.123,0.184,0.114,0.167,0.158,0.096
6842,1198.00,675.90,1112,1.890,2393.6,0.133,0.141,0.180,0.109,0.258,0.102,0.078
6843,197.00,667.59,205,1.918,2394.0,0.137,0.123,0.167,0.143,0.195,0.123,0.113
6844,1318.00,665.56,378,1.799,2394.3,0.181,0.101,0.181,0.072,0.210,0.174,0.080
6845,520.00,657.47,514,1.882,2394.7,0.194,0.152,0.149,0.069,0.194,0.149,0.093
6846,723.00,661.03,720,1.912,2395.2,0.196,0.136,0.141,0.118,0.183,0.134,0.092
6847,537.00,661.32,572,1.928,2396.0,0.184,0.129,0.154,0.116,0.127,0.158,0.131
6848,1376.00,666.79,908,1.836,2396.3,0.270,0.132,0.101,0.132,0.063,0.208,0.094
6849,246.00,664.32,326,1.894,2396.9,0.213,0.137,0.132,0.103,0.182,0.106,0.127
6850,959.00,657.29,880,1.726,2397.0,0.421,0.053,0.105,0.095,0.116,0.084,0.126
6851,349.00,656.84,405,1.895,2397.4,0.213,0.189,0.104,0.112,0.129,0.120,0.133
6852,496.00,654.93,429,1.920,2398.0,0.215,0.152,0.141,0.115,0.134,0.126,0.118
