episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,stay,north,east,south,west,random,home
6299,509.00,774.41,500,1.936,2201.8,0.144,0.146,0.144,0.140,0.110,0.168,0.148
6300,795.00,772.79,835,1.838,2202.2,0.230,0.126,0.096,0.155,0.084,0.155,0.155
6301,651.00,771.06,578,1.745,2202.4,0.283,0.132,0.086,0.145,0.092,0.178,0.086
6302,300.00,766.17,253,1.869,2202.7,0.207,0.103,0.120,0.141,0.092,0.174,0.163
6303,670.00,749.77,639,1.922,2203.2,0.192,0.087,0.144,0.127,0.132,0.194,0.124
6304,432.00,747.78,512,1.869,2203.4,0.231,0.119,0.154,0.154,0.133,0.168,0.042
6305,65.00,737.51,145,1.901,2203.7,0.133,0.104,0.202,0.173,0.081,0.179,0.127
6306,123.00,728.34,203,1.902,2203.9,0.090,0.179,0.145,0.159,0.117,0.207,0.103
6307,1086.00,728.29,884,1.891,2204.1,0.184,0.153,0.224,0.122,0.112,0.122,0.082
6308,1657.00,740.71,1224,1.805,2204.3,0.227,0.144,0.113,0.196,0.113,0.093,0.113
6309,575.00,737.98,519,1.930,2204.7,0.131,0.162,0.151,0.112,0.158,0.154,0.131
6310,238.00,732.11,235,1.933,2205.2,0.183,0.111,0.188,0.119,0.127,0.133,0.139
6311,882.00,723.77,918,1.911,2205.7,0.132,0.144,0.129,0.147,0.168,0.150,0.129
6312,467.00,722.40,462,1.893,2205.9,0.227,0.142,0.085,0.085,0.170,0.142,0.149
6313,797.00,724.99,679,1.842,2206.0,0.133,0.229,0.193,0.133,0.108,0.084,0.120
6314,845.00,718.60,641,1.919,2206.4,0.129,0.140,0.132,0.143,0.103,0.173,0.180
6315,420.00,716.87,444,1.846,2206.7,0.167,0.127,0.173,0.167,0.147,0.100,0.120
6316,472.00,703.28,437,1.885,2206.9,0.194,0.137,0.160,0.103,0.091,0.143,0.171
6317,337.00,699.11,301,1.930,2207.6,0.142,0.127,0.104,0.146,0.123,0.165,0.192
6318,302.00,687.21,327,1.820,2208.0,0.190,0.128,0.175,0.062,0.213,0.076,0.156
6319,220.00,678.56,281,1.591,2208.1,0.098,0.205,0.045,0.045,0.446,0.054,0.107
6320,895.00,674.04,546,1.733,2208.4,0.116,0.209,0.041,0.029,0.320,0.151,0.134
6321,443.00,675.00,410,1.863,2208.9,0.146,0.226,0.048,0.067,0.172,0.162,0.178
6322,704.00,677.24,613,1.878,2209.7,0.119,0.198,0.079,0.092,0.158,0.162,0.192
6323,220.00,665.90,252,1.799,2210.0,0.149,0.241,0.051,0.087,0.195,0.154,0.123
6324,1234.00,673.46,962,1.579,2210.2,0.205,0.205,0.038,0.030,0.394,0.045,0.083
6325,598.00,677.21,556,1.805,2210.5,0.245,0.189,0.071,0.104,0.104,0.156,0.132
6326,1023.00,680.61,606,1.672,2210.7,0.256,0.155,0.023,0.047,0.372,0.070,0.078
6327,899.00,683.05,633,1.666,2210.9,0.333,0.186,0.039,0.029,0.294,0.039,0.078
6328,617.00,682.08,609,1.845,2211.2,0.211,0.197,0.072,0.121,0.117,0.161,0.121
6329,899.00,675.73,939,1.763,2211.3,0.289,0.060,0.084,0.181,0.169,0.133,0.084
6330,325.00,674.96,318,1.895,2211.9,0.203,0.195,0.061,0.142,0.110,0.154,0.134
6331,666.00,674.48,589,1.901,2212.3,0.166,0.207,0.080,0.127,0.115,0.156,0.150
6332,501.00,679.49,442,1.887,2212.7,0.145,0.216,0.104,0.120,0.120,0.149,0.145
6333,887.00,682.89,734,1.904,2212.9,0.110,0.246,0.068,0.127,0.093,0.229,0.127
6334,392.00,680.82,382,1.899,2213.1,0.131,0.156,0.119,0.125,0.094,0.225,0.150
6335,473.00,683.48,395,1.900,2213.4,0.143,0.223,0.086,0.160,0.046,0.183,0.160
6336,710.00,688.90,642,1.928,2214.3,0.159,0.134,0.122,0.120,0.151,0.145,0.169
6337,7.00,683.38,80,1.436,2214.4,0.073,0.055,0.309,0.345,0.145,0.018,0.055
6338,641.00,689.79,585,1.872,2214.8,0.176,0.155,0.122,0.227,0.101,0.129,0.090
6339,1572.00,700.98,1059,1.794,2215.0,0.178,0.108,0.115,0.325,0.076,0.083,0.115
6340,1077.00,692.66,995,1.876,2215.5,0.149,0.146,0.129,0.220,0.139,0.129,0.087
6341,624.00,693.85,571,1.907,2216.1,0.170,0.113,0.153,0.235,0.118,0.106,0.106
6342,1098.00,690.38,727,1.844,2216.4,0.225,0.111,0.134,0.213,0.111,0.115,0.091
6343,754.00,692.16,562,1.709,2216.6,0.277,0.028,0.121,0.348,0.106,0.064,0.057
6344,1422.00,697.44,952,1.815,2217.0,0.244,0.088,0.120,0.212,0.129,0.143,0.065
6345,338.00,694.39,354,1.898,2217.7,0.173,0.088,0.123,0.230,0.132,0.178,0.077
6346,448.00,689.71,454,1.911,2218.2,0.193,0.094,0.131,0.180,0.136,0.159,0.107
6347,298.00,682.61,291,1.896,2218.6,0.176,0.056,0.128,0.112,0.120,0.292,0.116
6348,791.00,677.24,706,1.868,2218.8,0.206,0.071,0.155,0.110,0.213,0.148,0.097
6349,933.00,679.09,746,1.792,2219.0,0.179,0.034,0.128,0.128,0.231,0.205,0.094
6350,376.00,670.54,344,1.892,2219.4,0.160,0.082,0.126,0.122,0.133,0.235,0.143
6351,1032.00,670.41,1037,1.433,2219.6,0.170,0.057,0.068,0.057,0.102,0.455,0.091
6352,1305.00,678.41,1165,1.492,2219.8,0.078,0.087,0.039,0.049,0.107,0.524,0.117
6353,365.00,670.93,313,1.892,2220.1,0.114,0.187,0.109,0.067,0.119,0.290,0.114
6354,1306.00,680.97,1094,1.863,2220.3,0.188,0.113,0.062,0.169,0.106,0.225,0.138
6355,272.00,673.84,348,1.915,2220.6,0.191,0.130,0.117,0.111,0.136,0.167,0.148
6356,1075.00,668.28,896,1.926,2220.9,0.168,0.148,0.119,0.131,0.143,0.168,0.123
6357,359.00,662.49,307,1.940,2221.4,0.135,0.152,0.149,0.113,0.145,0.167,0.138
6358,966.00,665.64,918,1.776,2221.7,0.138,0.036,0.246,0.225,0.116,0.152,0.087
6359,398.00,655.82,470,1.922,2221.8,0.125,0.092,0.175,0.192,0.125,0.158,0.133
6360,1132.00,661.15,892,1.927,2222.1,0.156,0.131,0.176,0.176,0.121,0.126,0.116
6361,214.00,651.01,248,1.922,2222.5,0.150,0.100,0.208,0.158,0.125,0.154,0.104
6362,898.00,653.14,938,1.787,2222.6,0.320,0.027,0.133,0.080,0.147,0.173,0.120
6363,458.00,652.15,267,1.910,2222.9,0.171,0.140,0.098,0.061,0.146,0.220,0.165
6364,173.00,643.98,232,1.747,2223.0,0.312,0.042,0.094,0.062,0.229,0.167,0.094
6365,529.00,633.43,529,1.914,2223.6,0.200,0.112,0.126,0.117,0.138,0.174,0.133
6366,1097.00,634.30,1028,1.912,2224.4,0.189,0.114,0.122,0.106,0.145,0.196,0.128
6367,1249.00,633.69,1153,1.430,2224.5,0.319,0.014,0.167,0.056,0.083,0.319,0.042
6368,609.00,629.72,583,1.850,2225.0,0.193,0.085,0.098,0.142,0.159,0.241,0.081
6369,411.00,630.93,303,1.832,2225.2,0.222,0.131,0.131,0.102,0.108,0.261,0.045
6370,1649.00,641.07,1177,1.701,2225.5,0.223,0.102,0.084,0.084,0.133,0.301,0.072
6371,1129.00,648.95,936,1.856,2225.8,0.209,0.173,0.102,0.107,0.120,0.204,0.084
6372,665.00,653.65,682,1.910,2226.5,0.177,0.167,0.104,0.110,0.113,0.193,0.136
6373,585.00,654.26,618,1.899,2227.2,0.165,0.154,0.108,0.099,0.116,0.181,0.177
6374,588.00,650.42,607,1.909,2227.8,0.146,0.149,0.120,0.107,0.095,0.224,0.159
6375,2981.00,668.22,2706,1.615,2228.0,0.291,0.031,0.094,0.110,0.079,0.331,0.063
6376,377.00,661.21,364,1.885,2228.4,0.152,0.107,0.165,0.128,0.033,0.288,0.128
6377,633.00,661.85,484,1.902,2228.8,0.220,0.109,0.151,0.122,0.109,0.178,0.112
6378,693.00,663.91,713,1.897,2229.0,0.221,0.152,0.131,0.117,0.110,0.193,0.076
6379,883.00,668.92,648,1.916,2229.4,0.186,0.193,0.139,0.106,0.106,0.142,0.128
6380,411.00,668.94,423,1.913,2229.8,0.196,0.125,0.138,0.076,0.107,0.179,0.179
6381,525.00,666.77,524,1.910,2230.2,0.117,0.211,0.184,0.098,0.083,0.165,0.143
6382,896.00,670.57,791,1.766,2230.4,0.163,0.082,0.272,0.109,0.156,0.122,0.095
6383,1616.00,679.80,1310,1.763,2230.6,0.311,0.091,0.121,0.152,0.121,0.152,0.053
6384,553.00,682.17,348,1.664,2230.8,0.362,0.072,0.145,0.188,0.072,0.145,0.014
6385,1938.00,696.01,1469,1.728,2231.0,0.348,0.081,0.111,0.111,0.089,0.193,0.067
6386,370.00,692.25,401,1.891,2231.4,0.225,0.107,0.137,0.141,0.115,0.183,0.092
6387,503.00,694.63,484,1.901,2231.7,0.200,0.090,0.157,0.148,0.110,0.200,0.095
6388,2154.00,712.17,1498,1.571,2231.8,0.264,0.023,0.253,0.057,0.149,0.172,0.080
6389,679.00,715.00,606,1.879,2232.3,0.201,0.135,0.164,0.099,0.153,0.142,0.106
6390,1052.00,722.50,880,1.804,2232.6,0.273,0.088,0.191,0.067,0.160,0.129,0.093
6391,720.00,728.60,691,1.818,2232.9,0.283,0.125,0.163,0.100,0.125,0.121,0.083
6392,1852.00,744.09,1705,1.750,2233.3,0.251,0.125,0.218,0.066,0.111,0.137,0.092
6393,465.00,745.08,435,1.870,2233.6,0.277,0.127,0.162,0.104,0.133,0.087,0.110
6394,271.00,736.81,0,0.167,2233.7,0.974,0.000,0.026,0.000,0.000,0.000,0.000
6395,713.00,739.82,753,1.654,2233.8,0.377,0.149,0.123,0.053,0.105,0.123,0.070
6396,495.00,737.28,384,1.796,2234.1,0.365,0.045,0.185,0.073,0.135,0.124,0.073
6397,613.00,736.83,585,1.899,2234.6,0.204,0.122,0.122,0.119,0.150,0.146,0.136
6398,522.00,740.87,474,1.891,2234.9,0.216,0.147,0.135,0.131,0.118,0.135,0.118
6399,624.00,742.02,606,1.916,2235.3,0.173,0.140,0.169,0.133,0.108,0.180,0.097
6400,385.00,737.92,383,1.924,2235.9,0.153,0.147,0.096,0.141,0.204,0.138,0.120
6401,894.00,740.35,825,1.908,2236.4,0.146,0.121,0.137,0.137,0.208,0.143,0.108
6402,1019.00,747.54,724,1.705,2236.6,0.301,0.032,0.269,0.151,0.097,0.043,0.108
6403,255.00,743.39,265,1.811,2236.8,0.192,0.038,0.128,0.205,0.103,0.103,0.231
6404,509.00,744.16,517,1.813,2237.0,0.239,0.099,0.049,0.183,0.070,0.155,0.204
6405,410.00,747.61,450,1.918,2237.5,0.172,0.107,0.117,0.175,0.110,0.135,0.184
6406,698.00,753.36,734,1.896,2237.8,0.164,0.141,0.113,0.113,0.220,0.119,0.130
6407,127.00,743.77,207,1.892,2238.1,0.193,0.202,0.163,0.107,0.167,0.112,0.056
6408,699.00,734.19,573,1.927,2238.5,0.171,0.151,0.131,0.127,0.147,0.135,0.135
6409,347.00,731.91,290,1.898,2238.8,0.183,0.162,0.136,0.094,0.152,0.168,0.105
6410,816.00,737.69,717,1.912,2239.1,0.138,0.177,0.138,0.155,0.129,0.134,0.129
6411,389.00,732.76,469,1.831,2239.2,0.245,0.102,0.245,0.184,0.163,0.041,0.020
6412,640.00,734.49,359,1.905,2239.5,0.175,0.185,0.111,0.180,0.138,0.138,0.074
6413,475.00,731.27,549,1.913,2240.1,0.159,0.218,0.128,0.133,0.145,0.137,0.081
6414,470.00,727.52,244,1.798,2240.3,0.221,0.199,0.250,0.096,0.118,0.088,0.029
6415,1629.00,739.61,1053,1.885,2240.6,0.126,0.211,0.211,0.126,0.156,0.080,0.090
6416,962.00,744.51,791,1.806,2240.8,0.175,0.193,0.237,0.114,0.114,0.088,0.079
6417,820.00,749.34,740,1.862,2241.1,0.209,0.178,0.199,0.168,0.099,0.079,0.068
6418,1081.00,757.13,843,1.842,2241.2,0.265,0.176,0.176,0.127,0.157,0.059,0.039
6419,507.00,760.00,414,1.894,2241.6,0.156,0.196,0.186,0.151,0.126,0.121,0.065
6420,587.00,756.92,608,1.868,2241.7,0.154,0.115,0.144,0.317,0.087,0.106,0.077
6421,213.00,754.62,287,1.933,2242.3,0.115,0.194,0.134,0.177,0.134,0.146,0.100
6422,1442.00,762.00,978,1.554,2242.4,0.054,0.149,0.081,0.081,0.041,0.500,0.095
6423,1157.00,771.37,1149,1.797,2242.8,0.120,0.091,0.111,0.163,0.120,0.255,0.139
6424,540.00,764.43,511,1.365,2243.0,0.018,0.167,0.044,0.158,0.009,0.500,0.105
6425,656.00,765.01,585,1.792,2243.4,0.078,0.179,0.097,0.198,0.105,0.237,0.105
6426,751.00,762.29,671,1.717,2243.6,0.029,0.187,0.072,0.165,0.029,0.417,0.101
6427,447.00,757.77,438,1.858,2244.0,0.070,0.194,0.117,0.231,0.066,0.158,0.165
6428,608.00,757.68,524,1.886,2244.3,0.067,0.150,0.161,0.283,0.078,0.172,0.089
6429,696.00,755.65,614,1.923,2245.3,0.133,0.142,0.136,0.177,0.133,0.142,0.137
6430,251.00,754.91,331,1.844,2245.5,0.093,0.093,0.148,0.137,0.049,0.335,0.143
6431,173.00,749.98,140,1.902,2245.8,0.173,0.126,0.115,0.141,0.099,0.194,0.152
6432,932.00,754.29,873,1.895,2246.0,0.156,0.098,0.098,0.148,0.090,0.287,0.123
6433,937.00,754.79,911,1.916,2246.2,0.161,0.105,0.126,0.140,0.070,0.273,0.126
6434,1079.00,761.66,941,1.652,2246.4,0.190,0.083,0.095,0.060,0.071,0.321,0.179
6435,1314.00,770.07,1167,1.689,2246.6,0.160,0.111,0.104,0.111,0.090,0.306,0.118
6436,1114.00,774.11,814,1.129,2246.7,0.063,0.032,0.048,0.000,0.048,0.619,0.190
6437,476.00,778.80,465,1.897,2247.0,0.179,0.179,0.097,0.097,0.108,0.200,0.138
6438,864.00,781.03,777,1.792,2247.3,0.118,0.158,0.099,0.118,0.072,0.230,0.204
6439,445.00,769.76,339,0.772,2247.3,0.000,0.000,0.023,0.023,0.000,0.318,0.636
6440,414.00,763.13,414,0.674,2247.4,0.000,0.000,0.000,0.000,0.000,0.268,0.732
6441,1080.00,767.69,1073,1.213,2247.5,0.031,0.016,0.031,0.031,0.031,0.375,0.484
6442,299.00,759.70,339,1.938,2248.4,0.163,0.147,0.121,0.149,0.115,0.151,0.154
6443,233.00,754.49,301,1.870,2248.6,0.233,0.109,0.132,0.085,0.171,0.140,0.132
6444,593.00,746.20,494,1.882,2249.1,0.145,0.175,0.091,0.106,0.224,0.130,0.130
6445,431.00,747.13,435,1.812,2249.5,0.135,0.234,0.099,0.080,0.230,0.124,0.099
6446,517.00,747.82,492,1.758,2249.7,0.174,0.189,0.068,0.076,0.295,0.098,0.098
6447,556.00,750.40,583,1.901,2250.2,0.182,0.194,0.097,0.082,0.176,0.144,0.124
6448,676.00,749.25,650,1.896,2250.8,0.188,0.146,0.136,0.088,0.168,0.188,0.085
6449,1337.00,753.29,1302,1.367,2250.9,0.121,0.091,0.015,0.045,0.091,0.273,0.364
6450,1238.00,761.91,814,1.463,2251.1,0.107,0.067,0.040,0.000,0.107,0.293,0.387
6451,439.00,755.98,519,1.928,2252.0,0.125,0.191,0.109,0.131,0.143,0.151,0.151
6452,0.00,742.93,0,0.031,2252.0,0.000,0.000,0.000,0.000,0.000,0.000,1.000
6453,788.00,747.16,763,1.888,2252.3,0.154,0.132,0.121,0.126,0.181,0.115,0.170
6454,314.00,737.24,352,1.930,2252.6,0.152,0.168,0.168,0.082,0.147,0.125,0.158
6455,461.00,739.13,461,1.675,2252.7,0.207,0.000,0.086,0.000,0.241,0.121,0.345
6456,535.00,733.73,474,1.320,2252.8,0.130,0.000,0.056,0.111,0.093,0.130,0.481
6457,518.00,735.32,459,1.932,2253.7,0.176,0.150,0.122,0.108,0.141,0.177,0.125
6458,826.00,733.92,855,1.781,2254.0,0.207,0.141,0.129,0.066,0.152,0.176,0.129
6459,729.00,737.23,498,1.645,2254.3,0.456,0.077,0.118,0.041,0.087,0.169,0.051
6460,1410.00,740.01,1084,1.720,2254.9,0.337,0.134,0.117,0.055,0.154,0.169,0.035
6461,1651.00,754.38,1308,1.436,2255.1,0.509,0.054,0.152,0.036,0.080,0.143,0.027
6462,2075.00,766.15,1162,1.511,2255.3,0.376,0.027,0.141,0.081,0.134,0.228,0.013
6463,1192.00,773.49,649,1.672,2255.7,0.281,0.129,0.106,0.092,0.180,0.184,0.028
6464,1174.00,783.50,854,1.581,2255.9,0.433,0.100,0.093,0.080,0.120,0.153,0.020
6465,481.00,783.02,331,0.850,2256.0,0.685,0.074,0.130,0.019,0.037,0.056,0.000
6466,1260.00,784.65,881,1.414,2256.2,0.482,0.043,0.099,0.050,0.177,0.099,0.050
6467,516.00,777.32,90,1.770,2256.6,0.300,0.154,0.121,0.073,0.178,0.158,0.016
6468,591.00,777.14,559,1.791,2256.9,0.296,0.150,0.146,0.083,0.209,0.092,0.024
6469,567.00,778.70,380,1.887,2257.6,0.227,0.155,0.157,0.114,0.108,0.190,0.051
6470,490.00,767.11,570,1.828,2257.9,0.311,0.192,0.136,0.068,0.124,0.119,0.051
6471,758.00,763.40,746,1.872,2258.3,0.217,0.213,0.124,0.060,0.150,0.157,0.079
6472,652.00,763.27,625,1.893,2258.8,0.217,0.164,0.169,0.091,0.137,0.158,0.064
6473,525.00,762.67,320,1.905,2259.2,0.225,0.215,0.124,0.067,0.134,0.187,0.048
6474,1159.00,768.38,945,1.865,2259.4,0.188,0.176,0.152,0.091,0.109,0.188,0.097
6475,472.00,743.29,478,1.920,2260.2,0.139,0.174,0.115,0.126,0.143,0.189,0.114
6476,606.00,745.58,593,1.855,2260.5,0.227,0.123,0.114,0.100,0.159,0.177,0.100
6477,822.00,747.47,465,1.893,2261.0,0.154,0.085,0.089,0.130,0.133,0.259,0.150
6478,448.00,745.02,382,1.868,2261.2,0.136,0.109,0.049,0.141,0.114,0.315,0.136
6479,601.00,742.20,547,1.886,2261.6,0.166,0.153,0.074,0.096,0.148,0.240,0.122
6480,1489.00,752.98,1049,1.699,2261.8,0.175,0.184,0.184,0.058,0.058,0.165,0.175
6481,1881.00,766.54,1879,1.608,2261.9,0.061,0.289,0.132,0.088,0.053,0.149,0.228
6482,536.00,762.94,428,1.481,2262.1,0.054,0.387,0.072,0.018,0.000,0.189,0.279
6483,707.00,753.85,663,1.858,2262.4,0.162,0.131,0.131,0.162,0.073,0.162,0.178
6484,530.00,753.62,530,1.086,2262.5,0.019,0.019,0.185,0.019,0.000,0.037,0.722
6485,231.00,736.55,308,1.821,2262.6,0.227,0.092,0.126,0.126,0.059,0.176,0.193
6486,824.00,741.09,806,1.250,2262.7,0.067,0.083,0.267,0.000,0.000,0.017,0.567
6487,703.00,743.09,703,1.067,2262.9,0.000,0.061,0.333,0.000,0.000,0.015,0.591
6488,430.00,725.85,405,1.926,2263.2,0.165,0.107,0.134,0.121,0.152,0.152,0.170
6489,1273.00,731.79,1207,1.921,2263.7,0.192,0.104,0.155,0.114,0.117,0.199,0.120
6490,60.00,721.87,139,1.818,2263.8,0.122,0.068,0.162,0.108,0.149,0.284,0.108
6491,613.00,720.80,507,1.922,2264.7,0.159,0.108,0.133,0.146,0.157,0.177,0.120
6492,926.00,711.54,790,1.881,2265.2,0.154,0.085,0.126,0.132,0.214,0.195,0.093
6493,452.00,711.41,350,1.197,2265.3,0.088,0.000,0.059,0.000,0.000,0.235,0.618
6494,394.00,712.64,377,1.856,2265.6,0.085,0.109,0.142,0.158,0.089,0.259,0.158
6495,901.00,714.52,819,1.873,2266.1,0.115,0.121,0.112,0.161,0.121,0.230,0.140
6496,1039.00,719.96,1075,1.622,2266.3,0.114,0.061,0.083,0.250,0.030,0.364,0.098
6497,302.00,716.85,368,1.842,2266.8,0.148,0.134,0.099,0.209,0.049,0.250,0.110
6498,299.00,714.62,324,1.867,2267.2,0.195,0.147,0.126,0.143,0.056,0.195,0.139
6499,242.00,710.80,278,1.862,2267.4,0.200,0.103,0.127,0.164,0.091,0.176,0.139
6500,763.00,714.58,840,1.838,2267.7,0.168,0.056,0.140,0.147,0.021,0.308,0.161
6501,736.00,713.00,810,1.834,2268.0,0.171,0.091,0.110,0.183,0.073,0.183,0.189
6502,499.00,707.80,488,1.931,2268.5,0.175,0.124,0.137,0.168,0.119,0.140,0.137
6503,135.00,706.60,174,1.875,2268.7,0.133,0.175,0.117,0.142,0.083,0.117,0.233
6504,377.00,705.28,377,0.906,2268.8,0.089,0.111,0.022,0.022,0.000,0.000,0.756
6505,483.00,706.01,523,1.597,2268.9,0.216,0.284,0.068,0.108,0.000,0.014,0.311
6506,394.00,702.97,416,1.934,2269.7,0.140,0.194,0.125,0.129,0.136,0.113,0.163
6507,247.00,704.17,316,1.895,2269.8,0.063,0.216,0.117,0.144,0.135,0.171,0.153
6508,289.00,700.07,287,1.927,2270.3,0.100,0.106,0.122,0.122,0.163,0.222,0.166
6509,725.00,703.85,621,1.884,2270.5,0.048,0.184,0.129,0.156,0.184,0.177,0.122
6510,308.00,698.77,385,1.909,2270.8,0.073,0.188,0.119,0.179,0.161,0.138,0.142
6511,565.00,700.53,542,1.924,2271.2,0.070,0.140,0.169,0.145,0.194,0.157,0.124
6512,977.00,703.90,805,1.817,2271.3,0.065,0.177,0.097,0.177,0.081,0.242,0.161
6513,480.00,703.95,443,1.930,2271.9,0.109,0.126,0.167,0.176,0.138,0.150,0.135
6514,916.00,708.41,939,1.834,2272.1,0.070,0.085,0.178,0.202,0.109,0.217,0.140
6515,476.00,696.88,556,1.933,2273.0,0.119,0.132,0.120,0.163,0.175,0.162,0.129
6516,112.00,688.38,184,1.934,2273.3,0.156,0.140,0.190,0.134,0.128,0.101,0.151
6517,320.00,683.38,265,1.899,2273.4,0.181,0.095,0.210,0.190,0.095,0.086,0.143
6518,354.00,676.11,302,1.936,2273.8,0.138,0.142,0.131,0.123,0.169,0.150,0.146
6519,309.00,674.13,389,1.920,2274.7,0.125,0.130,0.178,0.119,0.189,0.114,0.145
6520,523.00,673.49,557,1.924,2275.2,0.104,0.088,0.205,0.093,0.205,0.155,0.150
6521,658.00,677.94,536,1.877,2275.6,0.161,0.134,0.263,0.076,0.094,0.103,0.170
6522,872.00,672.24,855,1.817,2275.9,0.167,0.134,0.220,0.057,0.114,0.093,0.215
6523,564.00,666.31,604,1.147,2276.0,0.017,0.017,0.552,0.000,0.000,0.034,0.379
6524,288.00,663.79,297,1.769,2276.4,0.181,0.111,0.307,0.052,0.056,0.119,0.174
6525,225.00,659.48,262,1.813,2276.7,0.123,0.142,0.297,0.039,0.123,0.110,0.168
6526,444.00,656.41,432,1.879,2277.0,0.107,0.180,0.305,0.086,0.047,0.142,0.133
6527,687.00,658.81,560,1.877,2277.3,0.173,0.143,0.260,0.036,0.138,0.148,0.102
6528,729.00,660.02,736,1.909,2278.2,0.164,0.132,0.204,0.095,0.114,0.173,0.118
6529,566.00,658.72,470,1.898,2278.9,0.195,0.156,0.162,0.068,0.083,0.183,0.154
6530,546.00,661.67,574,1.906,2280.0,0.210,0.145,0.203,0.103,0.076,0.128,0.135
6531,259.00,662.53,229,1.849,2280.5,0.203,0.087,0.219,0.100,0.122,0.129,0.141
6532,1109.00,664.30,1049,1.918,2281.1,0.226,0.121,0.186,0.082,0.131,0.145,0.110
6533,868.00,663.61,539,1.889,2281.4,0.299,0.067,0.127,0.134,0.127,0.134,0.112
6534,767.00,660.49,487,1.915,2282.2,0.211,0.128,0.154,0.079,0.120,0.189,0.120
6535,429.00,651.64,509,1.897,2282.5,0.218,0.137,0.141,0.120,0.167,0.128,0.090
6536,1081.00,651.31,955,1.881,2282.9,0.248,0.130,0.093,0.130,0.107,0.178,0.115
6537,1384.00,660.39,1315,1.770,2283.1,0.304,0.157,0.127,0.127,0.088,0.137,0.059
6538,1528.00,667.03,1037,1.771,2283.2,0.305,0.110,0.195,0.085,0.061,0.171,0.073
6539,598.00,668.56,635,1.855,2283.5,0.263,0.086,0.109,0.091,0.223,0.154,0.074
6540,574.00,670.16,502,1.919,2283.8,0.215,0.093,0.127,0.156,0.156,0.122,0.132
6541,426.00,663.62,441,1.868,2284.1,0.235,0.104,0.109,0.137,0.153,0.142,0.120
6542,510.00,665.73,583,1.888,2284.4,0.170,0.093,0.154,0.181,0.187,0.143,0.071
6543,457.00,667.97,381,1.936,2284.7,0.161,0.113,0.187,0.157,0.126,0.091,0.165
6544,427.00,666.31,437,1.930,2285.0,0.158,0.113,0.158,0.192,0.133,0.084,0.163
6545,479.00,666.79,474,1.902,2285.3,0.200,0.147,0.073,0.167,0.147,0.133,0.133
6546,477.00,666.39,443,1.921,2285.6,0.153,0.132,0.153,0.116,0.153,0.169,0.124
6547,481.00,665.64,365,1.911,2286.1,0.210,0.129,0.149,0.133,0.113,0.191,0.074
6548,241.00,661.29,263,1.882,2286.5,0.188,0.101,0.170,0.134,0.130,0.217,0.061
6549,551.00,653.43,532,1.923,2287.5,0.159,0.155,0.148,0.153,0.130,0.143,0.113
6550,739.00,648.44,732,1.792,2287.8,0.288,0.124,0.147,0.090,0.130,0.147,0.073
6551,238.00,646.43,229,1.892,2288.2,0.242,0.155,0.167,0.087,0.183,0.131,0.036
6552,338.00,649.81,418,1.912,2288.7,0.192,0.194,0.125,0.136,0.133,0.128,0.092
6553,1059.00,652.52,966,1.877,2289.3,0.225,0.151,0.098,0.146,0.133,0.162,0.085
6554,678.00,656.16,588,1.840,2289.6,0.249,0.141,0.071,0.083,0.228,0.133,0.095
6555,630.00,657.85,630,1.829,2289.9,0.237,0.179,0.032,0.111,0.142,0.153,0.147
6556,516.00,657.66,482,1.827,2290.2,0.226,0.161,0.045,0.095,0.211,0.126,0.136
6557,1569.00,668.17,1371,1.797,2290.6,0.210,0.214,0.114,0.066,0.186,0.114,0.097
6558,536.00,665.27,576,1.898,2291.2,0.198,0.136,0.089,0.097,0.205,0.126,0.149
6559,1924.00,677.22,578,1.592,2291.5,0.153,0.347,0.112,0.012,0.118,0.106,0.153
6560,297.00,666.09,377,1.863,2292.2,0.157,0.184,0.151,0.057,0.117,0.170,0.164
6561,343.00,653.01,276,1.901,2292.6,0.159,0.207,0.134,0.072,0.124,0.124,0.179
6562,332.00,635.58,332,1.890,2293.1,0.198,0.233,0.105,0.087,0.119,0.108,0.151
6563,1118.00,634.84,1027,1.860,2293.7,0.217,0.173,0.136,0.079,0.105,0.149,0.141
6564,207.00,625.17,247,1.160,2293.8,0.040,0.480,0.020,0.020,0.020,0.020,0.400
6565,1184.00,632.20,1046,1.581,2293.9,0.106,0.404,0.021,0.000,0.138,0.085,0.245
6566,415.00,623.75,488,1.917,2294.6,0.166,0.198,0.134,0.086,0.131,0.153,0.131
6567,246.00,621.05,285,1.698,2294.9,0.277,0.146,0.028,0.033,0.315,0.131,0.070
6568,108.00,616.22,164,1.788,2295.2,0.263,0.141,0.045,0.109,0.231,0.115,0.096
6569,1003.00,620.58,845,1.744,2295.3,0.215,0.178,0.019,0.075,0.252,0.112,0.150
6570,337.00,619.05,306,1.919,2296.4,0.178,0.150,0.103,0.154,0.154,0.116,0.146
6571,289.00,614.36,200,1.158,2296.7,0.193,0.055,0.508,0.000,0.072,0.099,0.072
6572,145.00,609.29,179,1.562,2297.1,0.024,0.065,0.444,0.038,0.058,0.130,0.242
6573,552.00,609.56,441,1.059,2297.3,0.000,0.000,0.534,0.000,0.080,0.091,0.295
6574,169.00,599.66,200,1.589,2297.6,0.041,0.041,0.429,0.023,0.088,0.115,0.263
6575,191.00,596.85,270,1.189,2297.8,0.000,0.011,0.667,0.011,0.011,0.133,0.167
