episode,reward,avg100_reward,deposited,dropoffs_built,bank_margin,win_flag,mean_entropy,elapsed_sec,opponent,current_lr,stay,north,east,south,west,random,home,prospect,dropoff
692,26418.50,20611.44,26717,0,13893,1,0.619,21151.3,rl_v4,1.88e-04,0.388,0.005,0.130,0.019,0.057,0.003,0.001,0.398,0.000
693,13803.30,20633.13,14113,0,4411,1,0.771,21174.7,rl_v4,1.88e-04,0.255,0.017,0.183,0.021,0.054,0.010,0.003,0.459,0.000
694,3784.42,20565.98,5785,0,-4068,-1,0.560,21195.3,rl_v4,1.88e-04,0.247,0.006,0.073,0.011,0.026,0.004,0.000,0.633,0.000
695,17187.92,20570.99,17331,0,5856,1,0.621,21221.1,rl_v4,1.88e-04,0.388,0.009,0.069,0.028,0.023,0.003,0.001,0.479,0.000
696,8575.39,20537.42,9658,0,-302,-1,0.688,21245.9,rl_v4,1.88e-04,0.177,0.005,0.094,0.011,0.064,0.009,0.000,0.638,0.000
697,29338.00,20692.37,30129,0,18794,1,0.653,21274.5,rl_v4,1.88e-04,0.440,0.004,0.060,0.016,0.084,0.003,0.002,0.391,0.000
698,18900.99,20661.75,20185,0,10419,1,0.641,21298.2,rl_v4,1.88e-04,0.400,0.010,0.091,0.016,0.048,0.002,0.001,0.432,0.000
699,20480.49,20666.39,20936,0,8816,1,0.651,21323.9,rl_v4,1.88e-04,0.400,0.011,0.091,0.019,0.044,0.005,0.001,0.429,0.000
700,24495.00,20669.68,25160,0,13049,1,0.613,21350.2,rl_v4,1.83e-04,0.414,0.008,0.069,0.021,0.044,0.004,0.002,0.437,0.000
701,27750.00,20609.30,28823,0,15832,1,0.615,21378.0,rl_v4,1.83e-04,0.481,0.007,0.069,0.018,0.057,0.004,0.001,0.363,0.000
702,30570.50,20593.83,31453,0,19395,1,0.637,21408.1,rl_v4,1.83e-04,0.469,0.004,0.060,0.017,0.065,0.004,0.001,0.379,0.000
703,13244.56,20423.72,14090,0,5118,1,0.771,21434.3,rl_v4,1.83e-04,0.380,0.005,0.063,0.025,0.058,0.031,0.003,0.436,0.000
704,17576.32,20388.22,18556,0,8220,1,0.637,21459.0,rl_v4,1.83e-04,0.410,0.002,0.066,0.018,0.037,0.016,0.001,0.451,0.000
705,19490.99,20305.87,21240,0,8942,1,0.580,21486.7,rl_v4,1.83e-04,0.466,0.003,0.072,0.018,0.057,0.008,0.002,0.374,0.000
706,20255.99,20308.64,21238,0,9779,1,0.562,21514.2,rl_v4,1.83e-04,0.485,0.003,0.040,0.014,0.049,0.004,0.002,0.401,0.000
707,17950.84,20190.45,18616,0,5730,1,0.566,21541.7,rl_v4,1.83e-04,0.354,0.002,0.085,0.010,0.038,0.003,0.002,0.505,0.000
708,37822.50,20260.01,39692,0,27379,1,0.616,21574.7,rl_v4,1.83e-04,0.531,0.001,0.046,0.005,0.133,0.014,0.001,0.268,0.000
709,27171.00,20434.91,28025,0,16446,1,0.626,21603.1,rl_v4,1.83e-04,0.430,0.002,0.073,0.012,0.075,0.011,0.002,0.395,0.000
710,25328.00,20369.13,26795,0,13449,1,0.540,21631.4,rl_v4,1.83e-04,0.504,0.002,0.059,0.011,0.045,0.009,0.001,0.368,0.000
711,16711.98,20229.45,17456,0,7724,1,0.502,21655.4,rl_v4,1.83e-04,0.532,0.001,0.044,0.006,0.026,0.008,0.001,0.384,0.000
712,13244.71,20127.74,14352,0,2154,1,0.709,21683.6,rl_v4,1.83e-04,0.417,0.002,0.061,0.013,0.026,0.034,0.001,0.445,0.000
713,35399.00,20270.94,37060,0,25857,1,0.579,21715.3,rl_v4,1.83e-04,0.483,0.002,0.069,0.006,0.093,0.009,0.002,0.336,0.000
714,13688.82,20194.81,15203,0,4244,1,0.708,21744.6,rl_v4,1.83e-04,0.418,0.002,0.069,0.011,0.029,0.043,0.005,0.423,0.000
715,27667.00,20220.36,29331,0,17740,1,0.596,21774.0,rl_v4,1.83e-04,0.511,0.001,0.052,0.011,0.099,0.019,0.003,0.305,0.000
716,41404.50,20512.08,43292,0,32057,1,0.533,21808.0,rl_v4,1.83e-04,0.533,0.001,0.026,0.007,0.120,0.010,0.000,0.302,0.000
717,9610.73,20460.92,11190,0,-693,-1,0.595,21835.4,rl_v4,1.83e-04,0.435,0.001,0.053,0.012,0.021,0.023,0.002,0.453,0.000
718,9681.19,20303.98,10380,0,1746,1,0.761,21859.5,rl_v4,1.83e-04,0.381,0.003,0.081,0.023,0.043,0.056,0.004,0.409,0.000
719,13679.42,20248.20,14798,0,2332,1,0.502,21885.3,rl_v4,1.83e-04,0.370,0.001,0.041,0.012,0.018,0.008,0.003,0.546,0.000
720,32048.00,20393.80,33188,0,21330,1,0.607,21916.1,rl_v4,1.83e-04,0.481,0.002,0.067,0.017,0.083,0.008,0.004,0.339,0.000
721,21843.00,20481.76,22383,0,11085,1,0.626,21943.2,rl_v4,1.83e-04,0.431,0.002,0.091,0.027,0.041,0.007,0.007,0.393,0.000
722,28186.00,20561.87,29051,0,16507,1,0.660,21971.4,rl_v4,1.83e-04,0.434,0.001,0.068,0.020,0.075,0.011,0.004,0.387,0.000
723,17376.89,20510.24,18485,0,7356,1,0.559,22000.4,rl_v4,1.83e-04,0.454,0.004,0.063,0.025,0.029,0.006,0.008,0.411,0.000
724,30050.00,20628.81,30809,0,19735,1,0.711,22031.9,rl_v4,1.83e-04,0.460,0.005,0.068,0.036,0.089,0.005,0.006,0.330,0.000
725,28083.00,20671.09,29284,0,17109,1,0.671,22066.1,rl_v4,1.83e-04,0.423,0.004,0.076,0.028,0.101,0.005,0.004,0.358,0.000
726,34304.00,20818.14,34575,1,19445,1,0.766,22096.2,rl_v4,1.83e-04,0.423,0.010,0.089,0.040,0.107,0.007,0.005,0.318,0.000
727,15986.44,20698.84,16825,0,6258,1,0.725,22122.9,rl_v4,1.83e-04,0.432,0.007,0.068,0.042,0.044,0.010,0.007,0.390,0.000
728,34630.00,20870.50,34315,1,18819,1,0.743,22151.5,rl_v4,1.83e-04,0.418,0.005,0.086,0.055,0.135,0.006,0.008,0.287,0.000
729,15897.98,20782.06,15650,1,-657,-1,0.826,22179.9,rl_v4,1.83e-04,0.259,0.006,0.123,0.041,0.051,0.014,0.016,0.491,0.000
730,27026.50,20903.79,28267,0,16492,1,0.735,22210.3,rl_v4,1.83e-04,0.419,0.006,0.078,0.021,0.196,0.013,0.013,0.253,0.000
731,19925.99,20942.89,20486,0,6519,1,0.734,22237.2,rl_v4,1.83e-04,0.416,0.006,0.076,0.031,0.077,0.010,0.012,0.372,0.000
732,29989.50,20839.07,29704,1,11522,1,0.719,22268.1,rl_v4,1.83e-04,0.343,0.004,0.098,0.027,0.131,0.004,0.003,0.390,0.000
733,30865.00,21011.78,32603,0,20285,1,0.575,22297.6,rl_v4,1.83e-04,0.535,0.002,0.055,0.021,0.138,0.006,0.001,0.242,0.000
734,37956.00,21180.48,38489,2,17206,1,0.744,22327.8,rl_v4,1.83e-04,0.414,0.009,0.093,0.039,0.144,0.015,0.003,0.282,0.000
735,20264.49,21151.99,21184,0,9750,1,0.689,22357.5,rl_v4,1.83e-04,0.433,0.005,0.077,0.025,0.094,0.007,0.005,0.353,0.000
736,29044.50,21246.97,30022,0,18975,1,0.641,22390.1,rl_v4,1.83e-04,0.434,0.002,0.056,0.037,0.145,0.007,0.003,0.315,0.000
737,31065.50,21348.71,31226,1,14787,1,0.772,22419.3,rl_v4,1.83e-04,0.371,0.009,0.118,0.038,0.126,0.010,0.007,0.320,0.000
738,21829.00,21330.42,22247,0,9807,1,0.713,22447.2,rl_v4,1.83e-04,0.387,0.005,0.095,0.032,0.119,0.005,0.003,0.354,0.000
739,31151.00,21477.77,32540,0,20896,1,0.624,22477.8,rl_v4,1.83e-04,0.437,0.004,0.076,0.022,0.174,0.009,0.003,0.274,0.000
740,29682.00,21661.01,30310,0,18353,1,0.686,22507.5,rl_v4,1.83e-04,0.399,0.003,0.100,0.025,0.181,0.003,0.004,0.285,0.000
741,29823.00,21678.43,29634,2,9947,1,0.711,22542.1,rl_v4,1.83e-04,0.311,0.004,0.087,0.029,0.193,0.007,0.008,0.361,0.000
742,13894.81,21560.17,14112,0,5548,1,0.719,22565.4,rl_v4,1.83e-04,0.335,0.005,0.113,0.029,0.085,0.009,0.009,0.415,0.000
743,26698.50,21579.79,27107,0,15326,1,0.740,22594.0,rl_v4,1.83e-04,0.342,0.005,0.098,0.034,0.152,0.007,0.001,0.362,0.000
744,32021.50,21740.51,32671,0,21356,1,0.671,22624.1,rl_v4,1.83e-04,0.403,0.002,0.082,0.022,0.202,0.005,0.003,0.282,0.000
745,8964.56,21621.23,9637,0,943,1,0.830,22649.1,rl_v4,1.83e-04,0.346,0.003,0.111,0.035,0.069,0.033,0.003,0.401,0.000
746,29775.50,21634.55,30336,0,18918,1,0.690,22677.5,rl_v4,1.83e-04,0.403,0.004,0.085,0.026,0.140,0.007,0.003,0.332,0.000
747,16728.96,21569.60,17757,0,5993,1,0.572,22705.0,rl_v4,1.83e-04,0.462,0.004,0.104,0.020,0.064,0.007,0.003,0.336,0.000
748,25458.50,21563.31,25837,0,13702,1,0.623,22733.0,rl_v4,1.83e-04,0.455,0.003,0.073,0.033,0.106,0.004,0.001,0.325,0.000
749,24155.50,21682.21,24676,0,12785,1,0.658,22759.8,rl_v4,1.83e-04,0.399,0.002,0.093,0.027,0.125,0.005,0.002,0.348,0.000
750,36056.00,21948.00,37157,0,22515,1,0.631,22789.8,rl_v4,1.83e-04,0.420,0.002,0.107,0.021,0.193,0.002,0.002,0.254,0.000
751,23986.00,21986.23,24685,0,12009,1,0.562,22817.3,rl_v4,1.83e-04,0.485,0.003,0.079,0.032,0.068,0.003,0.002,0.328,0.000
752,26283.00,22015.92,26947,0,12859,1,0.693,22845.2,rl_v4,1.83e-04,0.389,0.007,0.114,0.029,0.136,0.003,0.000,0.322,0.000
753,32287.50,22153.54,33218,0,19713,1,0.662,22874.0,rl_v4,1.83e-04,0.354,0.004,0.145,0.026,0.165,0.001,0.000,0.304,0.000
754,19958.98,22235.18,20299,0,8971,1,0.695,22903.0,rl_v4,1.83e-04,0.362,0.006,0.102,0.027,0.120,0.001,0.003,0.379,0.000
755,32039.50,22440.76,32376,0,20574,1,0.687,22932.2,rl_v4,1.83e-04,0.358,0.006,0.121,0.030,0.182,0.002,0.001,0.300,0.000
756,14797.16,22313.24,15209,0,2281,1,0.588,22955.8,rl_v4,1.83e-04,0.322,0.006,0.089,0.024,0.057,0.002,0.001,0.499,0.000
757,27734.50,22306.61,28126,0,15760,1,0.721,22983.6,rl_v4,1.83e-04,0.366,0.002,0.155,0.035,0.153,0.004,0.002,0.284,0.000
758,10254.44,22107.46,10367,0,5580,1,0.670,23005.7,rl_v4,1.83e-04,0.238,0.004,0.223,0.012,0.075,0.001,0.001,0.446,0.000
759,12799.39,22078.62,13862,0,3862,1,0.782,23033.9,rl_v4,1.83e-04,0.327,0.002,0.134,0.025,0.096,0.012,0.002,0.403,0.000
760,16723.44,22062.51,16924,0,6358,1,0.687,23058.8,rl_v4,1.83e-04,0.365,0.006,0.132,0.036,0.085,0.002,0.001,0.373,0.000
761,24800.00,22143.01,25102,0,10740,1,0.728,23087.0,rl_v4,1.83e-04,0.374,0.004,0.117,0.039,0.156,0.002,0.001,0.306,0.000
762,17455.93,22088.12,17435,0,6916,1,0.721,23111.1,rl_v4,1.83e-04,0.357,0.010,0.133,0.052,0.087,0.001,0.002,0.358,0.000
763,26285.50,22140.85,26777,0,10669,1,0.744,23141.7,rl_v4,1.83e-04,0.273,0.003,0.161,0.029,0.236,0.001,0.000,0.297,0.000
764,18979.44,22073.62,19147,0,6337,1,0.737,23168.7,rl_v4,1.83e-04,0.349,0.009,0.117,0.043,0.107,0.001,0.002,0.371,0.000
765,24180.00,22099.52,24519,0,12090,1,0.752,23197.1,rl_v4,1.83e-04,0.356,0.005,0.127,0.042,0.185,0.003,0.002,0.279,0.000
766,14134.92,22080.77,15232,0,8836,1,0.539,23218.8,rl_v4,1.83e-04,0.526,0.006,0.088,0.013,0.078,0.002,0.001,0.285,0.000
767,18628.50,22118.73,19628,0,8298,1,0.658,23244.6,rl_v4,1.83e-04,0.429,0.006,0.123,0.036,0.084,0.004,0.003,0.315,0.000
768,20773.48,22103.27,21703,0,9751,1,0.681,23273.3,rl_v4,1.83e-04,0.388,0.003,0.110,0.031,0.119,0.003,0.002,0.345,0.000
769,32861.50,22286.33,33424,0,20949,1,0.666,23302.6,rl_v4,1.83e-04,0.348,0.004,0.105,0.026,0.249,0.002,0.000,0.266,0.000
770,22307.50,22359.60,22376,0,10594,1,0.720,23331.1,rl_v4,1.83e-04,0.361,0.005,0.096,0.043,0.119,0.004,0.001,0.372,0.000
771,28880.50,22438.72,29648,0,16893,1,0.755,23361.9,rl_v4,1.83e-04,0.284,0.004,0.165,0.036,0.213,0.006,0.001,0.292,0.000
772,32498.50,22462.85,32902,0,21078,1,0.748,23391.7,rl_v4,1.83e-04,0.299,0.002,0.165,0.030,0.239,0.002,0.003,0.260,0.000
773,26719.00,22475.76,26383,1,10932,1,0.784,23422.3,rl_v4,1.83e-04,0.305,0.005,0.130,0.049,0.175,0.003,0.005,0.328,0.000
774,29666.50,22661.07,29672,1,14026,1,0.735,23457.4,rl_v4,1.83e-04,0.280,0.003,0.164,0.034,0.157,0.003,0.003,0.356,0.000
775,17200.45,22719.31,17163,0,6606,1,0.767,23481.3,rl_v4,1.83e-04,0.336,0.007,0.110,0.049,0.093,0.003,0.006,0.396,0.000
776,22709.49,22790.94,22788,1,5015,1,0.838,23511.8,rl_v4,1.83e-04,0.205,0.007,0.249,0.034,0.169,0.010,0.004,0.321,0.000
777,38190.00,22883.76,37443,2,18614,1,0.759,23542.9,rl_v4,1.83e-04,0.336,0.006,0.135,0.053,0.181,0.006,0.004,0.278,0.000
778,20928.00,22978.56,21394,0,8981,1,0.751,23570.9,rl_v4,1.83e-04,0.338,0.007,0.116,0.050,0.134,0.004,0.003,0.349,0.000
779,21486.49,23014.17,22017,0,9451,1,0.729,23599.0,rl_v4,1.83e-04,0.316,0.004,0.129,0.034,0.134,0.004,0.005,0.375,0.000
780,25465.00,23103.12,26342,0,12429,1,0.817,23629.6,rl_v4,1.83e-04,0.301,0.005,0.136,0.054,0.188,0.005,0.003,0.308,0.000
781,16626.62,23187.96,16803,0,8479,1,0.680,23655.6,rl_v4,1.83e-04,0.326,0.002,0.155,0.045,0.068,0.003,0.001,0.399,0.000
782,15003.74,23033.74,14829,0,8071,1,0.765,23677.4,rl_v4,1.83e-04,0.280,0.012,0.149,0.079,0.078,0.004,0.001,0.397,0.000
783,22347.97,23101.48,22722,0,7363,1,0.734,23710.0,rl_v4,1.83e-04,0.228,0.003,0.204,0.038,0.162,0.001,0.001,0.363,0.000
784,26832.50,23260.17,27304,0,13726,1,0.762,23740.8,rl_v4,1.83e-04,0.265,0.010,0.182,0.051,0.167,0.004,0.001,0.321,0.000
785,21865.00,23263.56,22016,0,9978,1,0.678,23767.5,rl_v4,1.83e-04,0.353,0.012,0.099,0.065,0.067,0.002,0.001,0.401,0.000
786,9809.60,23094.64,9437,0,4635,1,0.765,23787.1,rl_v4,1.83e-04,0.270,0.015,0.111,0.058,0.071,0.007,0.002,0.465,0.000
787,22216.49,23217.84,22853,0,7236,1,0.730,23816.8,rl_v4,1.83e-04,0.215,0.002,0.106,0.054,0.208,0.001,0.000,0.414,0.000
788,6932.18,22950.17,6695,0,2521,1,0.689,23836.7,rl_v4,1.83e-04,0.233,0.007,0.133,0.062,0.062,0.006,0.001,0.496,0.000
789,21554.50,22911.96,21692,0,9096,1,0.696,23863.6,rl_v4,1.83e-04,0.331,0.005,0.126,0.044,0.093,0.005,0.001,0.395,0.000
790,22371.00,22896.05,23652,0,11305,1,0.856,23894.6,rl_v4,1.83e-04,0.236,0.005,0.153,0.043,0.160,0.033,0.002,0.368,0.000
791,17190.95,22957.79,17457,0,7592,1,0.687,23919.4,rl_v4,1.83e-04,0.318,0.006,0.137,0.054,0.070,0.004,0.001,0.410,0.000
792,20895.96,22902.56,21279,0,9996,1,0.726,23951.1,rl_v4,1.83e-04,0.296,0.006,0.112,0.042,0.135,0.007,0.002,0.400,0.000
793,16265.79,22927.19,16175,0,7335,1,0.724,23973.8,rl_v4,1.83e-04,0.323,0.005,0.124,0.045,0.095,0.006,0.001,0.401,0.000
794,12414.67,23013.49,12840,0,6689,1,0.748,23996.5,rl_v4,1.83e-04,0.332,0.007,0.146,0.039,0.064,0.031,0.000,0.382,0.000
795,17035.93,23011.97,17400,0,4970,1,0.635,24022.7,rl_v4,1.83e-04,0.377,0.009,0.088,0.037,0.056,0.019,0.001,0.414,0.000
796,30760.00,23233.82,30349,1,14432,1,0.745,24054.2,rl_v4,1.83e-04,0.281,0.009,0.156,0.051,0.132,0.012,0.001,0.359,0.000
797,10589.42,23046.33,10506,0,6109,1,0.721,24075.3,rl_v4,1.83e-04,0.325,0.009,0.094,0.050,0.044,0.025,0.000,0.453,0.000
798,27268.00,23130.00,27509,0,15372,1,0.766,24106.1,rl_v4,1.83e-04,0.299,0.005,0.154,0.051,0.113,0.011,0.000,0.366,0.000
799,30580.00,23231.00,30844,0,19031,1,0.718,24138.1,rl_v4,1.83e-04,0.285,0.004,0.131,0.030,0.150,0.005,0.000,0.395,0.000
800,23316.92,23219.21,23674,0,10761,1,0.784,24170.8,rl_v4,1.77e-04,0.236,0.007,0.166,0.044,0.156,0.011,0.001,0.379,0.000
801,23620.49,23177.92,24288,0,12125,1,0.758,24204.9,rl_v4,1.77e-04,0.256,0.005,0.167,0.037,0.133,0.011,0.001,0.391,0.000
802,19517.99,23067.39,19835,0,8871,1,0.664,24229.7,rl_v4,1.77e-04,0.341,0.003,0.104,0.052,0.054,0.017,0.001,0.427,0.000
803,17845.96,23113.41,18146,0,5723,1,0.710,24254.0,rl_v4,1.77e-04,0.317,0.008,0.110,0.037,0.060,0.020,0.000,0.447,0.000
804,15165.04,23089.30,15483,0,3084,1,0.629,24283.2,rl_v4,1.77e-04,0.311,0.005,0.111,0.050,0.037,0.014,0.001,0.472,0.000
805,25977.00,23154.16,26178,0,14925,1,0.764,24313.1,rl_v4,1.77e-04,0.280,0.011,0.108,0.051,0.107,0.012,0.000,0.431,0.000
806,12387.95,23075.48,12290,0,1348,1,0.653,24335.7,rl_v4,1.77e-04,0.248,0.006,0.098,0.047,0.030,0.010,0.000,0.561,0.000
807,27312.50,23169.09,27620,0,16524,1,0.689,24365.2,rl_v4,1.77e-04,0.334,0.009,0.096,0.035,0.098,0.014,0.000,0.415,0.000
808,29875.50,23089.62,30364,0,17429,1,0.768,24399.1,rl_v4,1.77e-04,0.293,0.010,0.145,0.031,0.137,0.008,0.000,0.376,0.000
809,24448.50,23062.40,24703,0,12955,1,0.782,24428.2,rl_v4,1.77e-04,0.309,0.009,0.122,0.064,0.092,0.013,0.001,0.390,0.000
810,15014.30,22959.26,14050,1,7942,1,0.861,24448.4,rl_v4,1.77e-04,0.311,0.028,0.123,0.039,0.060,0.028,0.005,0.406,0.000
811,11176.09,22903.90,11080,0,4506,1,0.727,24469.3,rl_v4,1.77e-04,0.315,0.025,0.126,0.023,0.041,0.032,0.000,0.438,0.000
812,26043.00,23031.88,26504,0,11938,1,0.745,24501.6,rl_v4,1.77e-04,0.250,0.010,0.179,0.029,0.106,0.011,0.000,0.415,0.000
813,22783.99,22905.73,23486,0,11782,1,0.695,24532.0,rl_v4,1.77e-04,0.308,0.011,0.144,0.037,0.069,0.031,0.001,0.399,0.000
814,22164.50,22990.49,22484,0,10465,1,0.693,24558.1,rl_v4,1.77e-04,0.360,0.008,0.108,0.035,0.069,0.018,0.001,0.401,0.000
815,27060.50,22984.43,27409,0,16185,1,0.678,24585.8,rl_v4,1.77e-04,0.357,0.010,0.107,0.023,0.069,0.015,0.001,0.418,0.000
816,23425.50,22804.64,23785,0,11854,1,0.771,24614.5,rl_v4,1.77e-04,0.317,0.028,0.128,0.040,0.086,0.021,0.000,0.381,0.000
817,22341.00,22931.94,22908,0,11243,1,0.741,24643.6,rl_v4,1.77e-04,0.324,0.011,0.117,0.049,0.070,0.012,0.000,0.417,0.000
818,10395.38,22939.08,10166,0,4577,1,0.704,24664.0,rl_v4,1.77e-04,0.312,0.026,0.108,0.035,0.036,0.029,0.002,0.453,0.000
819,18222.98,22984.52,18238,0,7936,1,0.731,24687.5,rl_v4,1.77e-04,0.319,0.022,0.141,0.041,0.040,0.023,0.001,0.412,0.000
820,23668.50,22900.72,24065,0,10418,1,0.720,24717.2,rl_v4,1.77e-04,0.264,0.011,0.183,0.032,0.105,0.010,0.001,0.394,0.000
821,19767.87,22879.97,20033,0,7003,1,0.653,24743.3,rl_v4,1.77e-04,0.337,0.013,0.134,0.037,0.058,0.009,0.001,0.410,0.000
822,31725.00,22915.36,31950,1,16046,1,0.799,24774.6,rl_v4,1.77e-04,0.343,0.020,0.143,0.042,0.113,0.019,0.000,0.320,0.000
823,18354.97,22925.14,18859,0,7313,1,0.686,24800.1,rl_v4,1.77e-04,0.399,0.009,0.114,0.044,0.049,0.023,0.001,0.361,0.000
824,33005.50,22954.70,33416,0,21442,1,0.815,24832.4,rl_v4,1.77e-04,0.339,0.015,0.161,0.036,0.118,0.013,0.000,0.317,0.000
825,32376.00,22997.63,33170,0,21808,1,0.768,24863.3,rl_v4,1.77e-04,0.402,0.015,0.134,0.026,0.103,0.017,0.001,0.302,0.000
826,31158.50,22966.17,31654,0,20183,1,0.766,24893.4,rl_v4,1.77e-04,0.363,0.014,0.164,0.037,0.093,0.017,0.000,0.312,0.000
827,19631.48,23002.62,20027,0,8026,1,0.719,24918.1,rl_v4,1.77e-04,0.360,0.015,0.125,0.044,0.041,0.017,0.000,0.399,0.000
828,19366.99,22849.99,19658,0,6686,1,0.769,24945.9,rl_v4,1.77e-04,0.344,0.010,0.127,0.042,0.088,0.018,0.001,0.371,0.000
829,37259.50,23063.61,38756,0,24192,1,0.840,24977.8,rl_v4,1.77e-04,0.354,0.019,0.140,0.028,0.109,0.044,0.000,0.306,0.000
830,13145.00,22924.79,13084,0,6072,1,0.792,24999.1,rl_v4,1.77e-04,0.331,0.019,0.088,0.057,0.067,0.030,0.000,0.408,0.000
831,36565.00,23091.18,37888,0,22150,1,0.789,25032.6,rl_v4,1.77e-04,0.324,0.010,0.167,0.020,0.150,0.016,0.000,0.314,0.000
832,27086.00,23062.15,27606,0,15177,1,0.774,25062.5,rl_v4,1.77e-04,0.379,0.015,0.118,0.042,0.106,0.018,0.000,0.323,0.000
833,22981.49,22983.31,23619,0,10807,1,0.737,25094.1,rl_v4,1.77e-04,0.311,0.015,0.146,0.045,0.079,0.011,0.000,0.392,0.000
834,34017.50,22943.93,34735,0,21064,1,0.754,25124.1,rl_v4,1.77e-04,0.389,0.014,0.121,0.023,0.110,0.017,0.000,0.325,0.000
835,18319.83,22924.48,18421,0,3664,1,0.676,25151.6,rl_v4,1.77e-04,0.280,0.012,0.119,0.024,0.054,0.009,0.001,0.502,0.000
836,26836.00,22902.39,27181,0,14896,1,0.694,25177.6,rl_v4,1.77e-04,0.386,0.025,0.121,0.030,0.078,0.024,0.000,0.336,0.000
837,12558.42,22717.32,12344,0,6922,1,0.820,25198.8,rl_v4,1.77e-04,0.283,0.024,0.141,0.072,0.043,0.030,0.000,0.407,0.000
838,31733.50,22816.37,32445,0,19719,1,0.721,25226.4,rl_v4,1.77e-04,0.383,0.014,0.150,0.031,0.113,0.013,0.000,0.297,0.000
839,13587.63,22640.74,13415,0,7523,1,0.812,25247.3,rl_v4,1.77e-04,0.298,0.033,0.141,0.034,0.080,0.027,0.000,0.386,0.000
840,21450.50,22558.42,21670,0,11310,1,0.762,25273.3,rl_v4,1.77e-04,0.332,0.019,0.160,0.033,0.074,0.022,0.001,0.359,0.000
841,20899.98,22469.19,21282,0,9184,1,0.666,25301.4,rl_v4,1.77e-04,0.329,0.010,0.182,0.041,0.067,0.014,0.000,0.356,0.000
842,25793.50,22588.18,26041,0,13942,1,0.759,25328.7,rl_v4,1.77e-04,0.347,0.026,0.149,0.036,0.119,0.016,0.000,0.306,0.000
843,16111.36,22482.31,16633,0,4691,1,0.680,25356.5,rl_v4,1.77e-04,0.277,0.017,0.125,0.024,0.080,0.014,0.001,0.463,0.000
844,29730.50,22459.40,30207,0,17535,1,0.791,25391.9,rl_v4,1.77e-04,0.260,0.013,0.221,0.032,0.146,0.008,0.000,0.320,0.000
845,23509.00,22604.84,23842,0,11883,1,0.758,25420.7,rl_v4,1.77e-04,0.318,0.010,0.174,0.037,0.133,0.009,0.000,0.320,0.000
846,21871.50,22525.80,22529,0,10049,1,0.744,25448.5,rl_v4,1.77e-04,0.343,0.010,0.141,0.036,0.095,0.023,0.000,0.351,0.000
847,16844.40,22526.95,16958,0,7524,1,0.728,25472.2,rl_v4,1.77e-04,0.342,0.024,0.105,0.045,0.076,0.018,0.000,0.391,0.000
848,23536.50,22507.73,23377,1,9166,1,0.698,25496.5,rl_v4,1.77e-04,0.419,0.012,0.097,0.039,0.086,0.014,0.001,0.331,0.000
849,20991.50,22476.09,21286,0,8418,1,0.717,25524.8,rl_v4,1.77e-04,0.313,0.018,0.168,0.038,0.093,0.010,0.000,0.361,0.000
850,26767.00,22383.20,27168,0,14393,1,0.752,32655.0,rl_v4,1.77e-04,0.300,0.006,0.150,0.042,0.138,0.012,0.000,0.352,0.000
851,22593.50,22369.28,22977,0,11804,1,0.718,32692.0,rl_v4,1.77e-04,0.268,0.012,0.148,0.027,0.144,0.014,0.000,0.386,0.000
852,21724.99,22323.70,22251,0,10434,1,0.603,32734.4,rl_v4,1.77e-04,0.343,0.008,0.143,0.035,0.054,0.013,0.000,0.404,0.000
853,20840.50,22209.23,21150,0,9502,1,0.640,32768.1,rl_v4,1.77e-04,0.353,0.008,0.122,0.035,0.070,0.013,0.001,0.399,0.000
854,8261.33,22092.25,8359,0,1882,1,0.674,32795.8,rl_v4,1.77e-04,0.291,0.011,0.132,0.038,0.085,0.014,0.000,0.429,0.000
855,24195.00,22013.81,24745,0,12900,1,0.729,32834.1,rl_v4,1.77e-04,0.280,0.005,0.144,0.048,0.127,0.006,0.000,0.390,0.000
856,22952.00,22095.36,23129,0,7015,1,0.698,32860.7,rl_v4,1.77e-04,0.282,0.007,0.149,0.027,0.105,0.006,0.000,0.425,0.000
857,18135.99,21999.37,18457,0,6829,1,0.704,32886.9,rl_v4,1.77e-04,0.354,0.012,0.128,0.037,0.088,0.014,0.000,0.368,0.000
858,12621.20,22023.04,12471,0,6351,1,0.729,32908.9,rl_v4,1.77e-04,0.342,0.014,0.108,0.039,0.058,0.018,0.000,0.421,0.000
859,21510.00,22110.14,21712,0,9012,1,0.662,32936.8,rl_v4,1.77e-04,0.292,0.008,0.129,0.041,0.063,0.010,0.000,0.458,0.000
860,23246.50,22175.37,23623,0,11079,1,0.716,32967.3,rl_v4,1.77e-04,0.337,0.007,0.131,0.029,0.104,0.010,0.000,0.382,0.000
861,24734.50,22174.72,25073,0,13017,1,0.671,32996.1,rl_v4,1.77e-04,0.336,0.011,0.111,0.037,0.093,0.011,0.000,0.400,0.000
862,21422.00,22214.38,21967,0,10174,1,0.646,33025.7,rl_v4,1.77e-04,0.338,0.008,0.111,0.041,0.078,0.009,0.000,0.415,0.000
863,25360.50,22205.13,25623,0,12136,1,0.772,33058.0,rl_v4,1.77e-04,0.279,0.011,0.168,0.044,0.145,0.010,0.000,0.343,0.000
864,9734.04,22112.68,9475,0,3870,1,0.795,33078.8,rl_v4,1.77e-04,0.268,0.007,0.167,0.067,0.064,0.010,0.000,0.416,0.000
